concluiu,makespan,makespan_cpm,E_total,S_UR_final,S_UR_maximo,S_PV_final,TW,TL,TU,TR,n_limpas,n_com_erro,n_reportadas,n_adiamentos,taxa_omissao,taxa_falha_efetiva,E_plano,retrabalho_sobre_esforco_total,retrabalho_sobre_plano,divida_latente_sobre_plano,retrabalho_sobre_esforco_realizado,p1_omissao,p1_fuga,p2_ajuda,p2_bloqueio,p3_analitica,hiato_encontrado,hiato_sem_colega_capaz,hiato_sem_colega_livre,hiato_colega_capaz_sem_confianca,competencia_maxima_inicial,competencia_minima_inicial,tarefas_acima_da_competencia_maxima_inicial,n_tarefas,N_req,N_fail,N_blocked,N_success,competencia_maxima_final,ablacoes,retrabalho_gerado,retrabalho_pendente,ocupacao_retrabalho,extensoes_horizonte,motivo_termino,confianca_media_final,kind,celula,arquivo,semente,cenario,violacoes,atraso_relativo,fracao_porta1,n_selecoes_p1,fracao_fuga_p1
True,202,108,0.6860582753794389,0.0,16.281705065453586,266.0,487.0,0.0,170.0,52.852234827507125,49,11,3,0,0.18333333333333332,0.23333333333333334,334.0,0.13662124726014138,0.15824022403445248,0.048747619956447864,0.07445526298913481,32,0,0,170,28,170,27,1,143,0.6268507180531939,0.4857196752206667,21,60,0,0,143,0,0.6268507180531939,nenhuma,52.85223482750713,0.0,58,0,terminal,0.25,GOV,22,j6043_1.sm,0,adaptativa,0,1.8703703703703705,0.5333333333333333,32,0.0
True,185,108,0.7282808871647161,0.0,13.139091333728707,285.0,495.0,0.0,126.0,58.682810195793735,52,8,9,0,0.13333333333333333,0.2833333333333333,334.0,0.14944074115832615,0.1756970365143525,0.03933859680757098,0.08633852337517435,30,0,0,126,30,126,10,0,116,0.6586427040007742,0.39362113220747674,20,60,0,0,116,0,0.6586427040007742,nenhuma,58.682810195793735,0.0,64,0,terminal,0.25,GOV,22,j6043_1.sm,1,centralizada,0,1.712962962962963,0.5,30,0.0
True,185,108,0.7282808871647161,0.0,13.139091333728707,285.0,495.0,0.0,126.0,58.682810195793735,52,8,9,0,0.13333333333333333,0.2833333333333333,334.0,0.14944074115832615,0.1756970365143525,0.03933859680757098,0.08633852337517435,30,0,0,126,30,126,10,0,116,0.6586427040007742,0.39362113220747674,20,60,0,0,116,0,0.6586427040007742,nenhuma,58.682810195793735,0.0,64,0,terminal,0.25,GOV,22,j6043_1.sm,1,adaptativa,0,1.712962962962963,0.5,30,0.0
True,199,108,0.7657978640592344,0.0,8.905426256500089,282.0,532.0,0.0,103.0,59.70029229390717,51,9,7,0,0.15,0.26666666666666666,334.0,0.1516389331236244,0.17874339010151846,0.02666295286377272,0.08593676000448512,33,0,0,103,27,103,0,4,103,0.7659648859265082,0.2570239140832174,6,60,0,0,103,0,0.7659648859265082,nenhuma,59.70029229390717,0.0,69,0,terminal,0.25,GOV,22,j6043_1.sm,2,centralizada,0,1.8425925925925926,0.55,33,0.0
True,199,108,0.7657978640592344,0.0,8.905426256500089,282.0,532.0,0.0,103.0,59.70029229390717,51,9,7,0,0.15,0.26666666666666666,334.0,0.1516389331236244,0.17874339010151846,0.02666295286377272,0.08593676000448512,33,0,0,103,27,103,0,4,103,0.7659648859265082,0.2570239140832174,6,60,0,0,103,0,0.7659648859265082,nenhuma,59.70029229390717,0.0,69,0,terminal,0.25,GOV,22,j6043_1.sm,2,adaptativa,0,1.8425925925925926,0.55,33,0.0
True,194,108,0.6009910568218682,1.7763568394002505e-15,16.59916450329459,221.0,480.0,0.0,244.0,74.68076995739798,45,15,3,0,0.25,0.3,334.0,0.182736197656628,0.2235951196329281,0.04969809731525326,0.09350515596034883,27,0,0,244,33,244,0,11,244,0.794910294566222,0.24332019624229823,4,60,0,0,244,0,0.794910294566222,nenhuma,74.68076995739798,0.0,81,0,terminal,0.25,GOV,22,j6043_1.sm,3,centralizada,0,1.7962962962962963,0.45,27,0.0
True,194,108,0.6009910568218682,1.7763568394002505e-15,16.59916450329459,221.0,480.0,0.0,244.0,74.68076995739798,45,15,3,0,0.25,0.3,334.0,0.182736197656628,0.2235951196329281,0.04969809731525326,0.09350515596034883,27,0,0,244,33,244,0,11,244,0.794910294566222,0.24332019624229823,4,60,0,0,244,0,0.794910294566222,nenhuma,74.68076995739798,0.0,81,0,terminal,0.25,GOV,22,j6043_1.sm,3,adaptativa,0,1.7962962962962963,0.45,27,0.0
True,160,85,0.7241788145855269,0.0,12.092015426038198,252.0,523.0,0.0,121.0,78.19732125045849,46,14,7,0,0.23333333333333334,0.35,323.0,0.1949098787766872,0.24209696981566095,0.03743658026637213,0.10827694724076609,35,0,0,121,25,121,22,4,99,0.6268507180531939,0.4857196752206667,16,60,0,0,99,0,0.6268507180531939,nenhuma,78.19732125045849,0.0,88,0,terminal,0.25,GOV,23,j6010_1.sm,0,centralizada,0,1.8823529411764706,0.5833333333333334,35,0.0
True,160,85,0.7241788145855269,0.0,12.092015426038198,252.0,523.0,0.0,121.0,78.19732125045849,46,14,7,0,0.23333333333333334,0.35,323.0,0.1949098787766872,0.24209696981566095,0.03743658026637213,0.10827694724076609,35,0,0,121,25,121,22,4,99,0.6268507180531939,0.4857196752206667,16,60,0,0,99,0,0.6268507180531939,nenhuma,78.19732125045849,0.0,88,0,terminal,0.25,GOV,23,j6010_1.sm,0,adaptativa,0,1.8823529411764706,0.5833333333333334,35,0.0
True,160,85,0.7630154283778976,0.0,7.899327756586031,289.0,504.0,0.0,106.0,50.53710220704033,53,7,11,0,0.11666666666666667,0.3,323.0,0.13529339363731835,0.15646161674006293,0.02445612308540567,0.07650910454262394,28,0,0,106,32,106,1,10,105,0.6586427040007742,0.39362113220747674,14,60,0,0,105,0,0.6586427040007742,nenhuma,50.53710220704033,0.0,57,0,terminal,0.25,GOV,23,j6010_1.sm,1,centralizada,0,1.8823529411764706,0.4666666666666667,28,0.0
True,160,85,0.7630154283778976,0.0,7.899327756586031,289.0,504.0,0.0,106.0,50.53710220704033,53,7,11,0,0.11666666666666667,0.3,323.0,0.13529339363731835,0.15646161674006293,0.02445612308540567,0.07650910454262394,28,0,0,106,32,106,1,10,105,0.6586427040007742,0.39362113220747674,14,60,0,0,105,0,0.6586427040007742,nenhuma,50.53710220704033,0.0,57,0,terminal,0.25,GOV,23,j6010_1.sm,1,adaptativa,0,1.8823529411764706,0.4666666666666667,28,0.0
True,174,85,0.7624492862985199,0.0,9.358803745054061,268.0,533.0,0.0,102.0,64.06288795621718,51,9,7,0,0.15,0.26666666666666666,323.0,0.16551028256541012,0.19833711441553306,0.028974624597690592,0.09164109418469013,38,0,0,102,22,102,8,11,94,0.7659648859265082,0.2570239140832174,4,60,0,0,94,0,0.7659648859265082,nenhuma,64.06288795621718,0.0,70,0,terminal,0.25,GOV,23,j6010_1.sm,2,centralizada,0,2.0470588235294116,0.6333333333333333,38,0.0
True,174,85,0.7624492862985199,0.0,9.358803745054061,268.0,533.0,0.0,102.0,64.06288795621718,51,9,7,0,0.15,0.26666666666666666,323.0,0.16551028256541012,0.19833711441553306,0.028974624597690592,0.09164109418469013,38,0,0,102,22,102,8,11,94,0.7659648859265082,0.2570239140832174,4,60,0,0,94,0,0.7659648859265082,nenhuma,64.06288795621718,0.0,70,0,terminal,0.25,GOV,23,j6010_1.sm,2,adaptativa,0,2.0470588235294116,0.6333333333333333,38,0.0
True,178,85,0.6701686129964851,0.0,16.683334668059253,231.0,514.0,0.0,165.0,87.97116223002796,46,14,6,0,0.23333333333333334,0.3333333333333333,323.0,0.21405677652094945,0.2723565394118513,0.051651190922784064,0.11469943925172493,29,0,0,165,31,165,3,18,162,0.794910294566222,0.24332019624229823,3,60,0,0,162,0,0.794910294566222,nenhuma,87.97116223002799,0.0,96,0,terminal,0.25,GOV,23,j6010_1.sm,3,centralizada,0,2.0941176470588236,0.48333333333333334,29,0.0
True,178,85,0.6701686129964851,0.0,16.683334668059253,231.0,514.0,0.0,165.0,87.97116223002796,46,14,6,0,0.23333333333333334,0.3333333333333333,323.0,0.21405677652094945,0.2723565394118513,0.051651190922784064,0.11469943925172493,29,0,0,165,31,165,3,18,162,0.794910294566222,0.24332019624229823,3,60,0,0,162,0,0.794910294566222,nenhuma,87.97116223002799,0.0,96,0,terminal,0.25,GOV,23,j6010_1.sm,3,adaptativa,0,2.0941176470588236,0.48333333333333334,29,0.0
True,246,76,0.7502980340575478,2.220446049250313e-16,9.941411944161771,257.0,542.0,0.0,85.0,95.3796083656386,47,13,5,0,0.21666666666666667,0.3,332.0,0.2231730445221381,0.2872879770049355,0.029944011880005336,0.13203530008471862,33,0,0,85,27,85,14,0,71,0.6268507180531939,0.4857196752206667,18,60,0,0,71,0,0.6268507180531939,nenhuma,95.3796083656386,0.0,102,0,terminal,0.25,GOV,23,j6021_1.sm,0,centralizada,0,3.236842105263158,0.55,33,0.0
True,246,76,0.7502980340575478,2.220446049250313e-16,9.941411944161771,257.0,542.0,0.0,85.0,95.3796083656386,47,13,5,0,0.21666666666666667,0.3,332.0,0.2231730445221381,0.2872879770049355,0.029944011880005336,0.13203530008471862,33,0,0,85,27,85,14,0,71,0.6268507180531939,0.4857196752206667,18,60,0,0,71,0,0.6268507180531939,nenhuma,95.3796083656386,0.0,102,0,terminal,0.25,GOV,23,j6021_1.sm,0,adaptativa,0,3.236842105263158,0.55,33,0.0
True,254,76,0.7601737857537991,0.0,11.20861204509315,284.0,547.0,0.0,70.0,102.57230077012854,51,9,12,0,0.15,0.35,332.0,0.23603046164781957,0.30895271316303774,0.03376087965389503,0.14254620510037647,38,0,0,70,22,70,1,0,69,0.6586427040007742,0.39362113220747674,17,60,0,0,69,0,0.6586427040007742,nenhuma,102.57230077012854,0.0,112,0,terminal,0.25,GOV,23,j6021_1.sm,1,centralizada,0,3.3421052631578947,0.6333333333333333,38,0.0
True,254,76,0.7601737857537991,0.0,11.20861204509315,284.0,547.0,0.0,70.0,102.57230077012854,51,9,12,0,0.15,0.35,332.0,0.23603046164781957,0.30895271316303774,0.03376087965389503,0.14254620510037647,38,0,0,70,22,70,1,0,69,0.6586427040007742,0.39362113220747674,17,60,0,0,69,0,0.6586427040007742,nenhuma,102.57230077012854,0.0,112,0,terminal,0.25,GOV,23,j6021_1.sm,1,adaptativa,0,3.3421052631578947,0.6333333333333333,38,0.0
True,245,76,0.7682319882736877,0.0,13.436998033825555,288.0,531.0,0.0,56.0,104.19746132053515,52,8,13,0,0.13333333333333333,0.35,332.0,0.23887681740533273,0.31384777506185285,0.040472885644052874,0.15074919563718528,34,0,0,56,26,56,2,0,54,0.7659648859265082,0.2570239140832174,6,60,0,0,54,0,0.7659648859265082,nenhuma,104.19746132053515,0.0,112,0,terminal,0.25,GOV,23,j6021_1.sm,2,centralizada,0,3.223684210526316,0.5666666666666667,34,0.0
True,245,76,0.7682319882736877,0.0,13.436998033825555,288.0,531.0,0.0,56.0,104.19746132053515,52,8,13,0,0.13333333333333333,0.35,332.0,0.23887681740533273,0.31384777506185285,0.040472885644052874,0.15074919563718528,34,0,0,56,26,56,2,0,54,0.7659648859265082,0.2570239140832174,6,60,0,0,54,0,0.7659648859265082,nenhuma,104.19746132053515,0.0,112,0,terminal,0.25,GOV,23,j6021_1.sm,2,adaptativa,0,3.223684210526316,0.5666666666666667,34,0.0
True,220,76,0.761047859187083,1.7763568394002505e-15,16.669091789513473,258.0,549.0,0.0,84.0,88.37381818065572,48,12,7,0,0.2,0.31666666666666665,332.0,0.2102267419106417,0.26618619933932447,0.050208107799739374,0.12250765962582248,37,0,0,84,23,84,0,3,84,0.794910294566222,0.24332019624229823,2,60,0,0,84,0,0.794910294566222,nenhuma,88.37381818065572,0.0,94,0,terminal,0.25,GOV,23,j6021_1.sm,3,centralizada,0,2.8947368421052633,0.6166666666666667,37,0.0
True,220,76,0.761047859187083,1.7763568394002505e-15,16.669091789513473,258.0,549.0,0.0,84.0,88.37381818065572,48,12,7,0,0.2,0.31666666666666665,332.0,0.2102267419106417,0.26618619933932447,0.050208107799739374,0.12250765962582248,37,0,0,84,23,84,0,3,84,0.794910294566222,0.24332019624229823,2,60,0,0,84,0,0.794910294566222,nenhuma,88.37381818065572,0.0,94,0,terminal,0.25,GOV,23,j6021_1.sm,3,adaptativa,0,2.8947368421052633,0.6166666666666667,37,0.0
True,160,69,0.6993098833404783,3.552713678800501e-15,14.843562382982181,280.0,559.0,0.0,153.0,87.35950187026806,50,10,10,0,0.16666666666666666,0.3333333333333333,337.0,0.20586201436576987,0.2592270085171159,0.04404617917798867,0.10928687488654643,33,0,0,153,27,153,21,18,132,0.6268507180531939,0.4857196752206667,14,60,0,0,132,0,0.6268507180531939,nenhuma,87.35950187026805,0.0,98,0,terminal,0.25,GOV,23,j6032_1.sm,0,centralizada,0,2.318840579710145,0.55,33,0.0
True,160,69,0.6993098833404783,3.552713678800501e-15,14.843562382982181,280.0,559.0,0.0,153.0,87.35950187026806,50,10,10,0,0.16666666666666666,0.3333333333333333,337.0,0.20586201436576987,0.2592270085171159,0.04404617917798867,0.10928687488654643,33,0,0,153,27,153,21,18,132,0.6268507180531939,0.4857196752206667,14,60,0,0,132,0,0.6268507180531939,nenhuma,87.35950187026805,0.0,98,0,terminal,0.25,GOV,23,j6032_1.sm,0,adaptativa,0,2.318840579710145,0.55,33,0.0
True,174,69,0.6999714856591824,0.0,14.737970716543217,284.0,591.0,0.0,156.0,97.3201074732908,51,9,12,0,0.15,0.35,337.0,0.22407460718192895,0.28878370170115963,0.04373285079092942,0.11526446736478964,37,0,0,156,23,156,9,17,147,0.6586427040007742,0.39362113220747674,13,60,0,0,147,0,0.6586427040007742,nenhuma,97.32010747329082,0.0,107,0,terminal,0.25,GOV,23,j6032_1.sm,1,centralizada,0,2.5217391304347827,0.6166666666666667,37,0.0
True,174,69,0.6999714856591824,0.0,14.737970716543217,284.0,591.0,0.0,156.0,97.3201074732908,51,9,12,0,0.15,0.35,337.0,0.22407460718192895,0.28878370170115963,0.04373285079092942,0.11526446736478964,37,0,0,156,23,156,9,17,147,0.6586427040007742,0.39362113220747674,13,60,0,0,147,0,0.6586427040007742,nenhuma,97.32010747329082,0.0,107,0,terminal,0.25,GOV,23,j6032_1.sm,1,adaptativa,0,2.5217391304347827,0.6166666666666667,37,0.0
True,161,69,0.8003766703356959,0.0,11.440064746840203,267.0,600.0,0.0,53.0,96.64703774829744,48,12,11,0,0.2,0.38333333333333336,337.0,0.22287028236174522,0.28678646216111997,0.033946779664214256,0.12892339045131768,36,0,0,53,24,53,0,6,53,0.7659648859265082,0.2570239140832174,2,60,0,0,53,0,0.7659648859265082,nenhuma,96.64703774829744,0.0,107,0,terminal,0.25,GOV,23,j6032_1.sm,2,centralizada,0,2.3333333333333335,0.6,36,0.0
True,161,69,0.8003766703356959,0.0,11.440064746840203,267.0,600.0,0.0,53.0,96.64703774829744,48,12,11,0,0.2,0.38333333333333336,337.0,0.22287028236174522,0.28678646216111997,0.033946779664214256,0.12892339045131768,36,0,0,53,24,53,0,6,53,0.7659648859265082,0.2570239140832174,2,60,0,0,53,0,0.7659648859265082,nenhuma,96.64703774829744,0.0,107,0,terminal,0.25,GOV,23,j6032_1.sm,2,adaptativa,0,2.3333333333333335,0.6,36,0.0
True,156,69,0.7105917843911606,0.0,13.889103235733664,283.0,578.0,0.0,172.0,63.40653339418216,51,9,4,0,0.15,0.21666666666666667,337.0,0.1583553915983716,0.18814995072457616,0.04121395618912067,0.07795183686268099,36,0,0,172,24,172,0,2,172,0.794910294566222,0.24332019624229823,0,60,0,0,172,0,0.794910294566222,nenhuma,63.40653339418216,0.0,69,0,terminal,0.25,GOV,23,j6032_1.sm,3,centralizada,0,2.260869565217391,0.6,36,0.0
True,156,69,0.7105917843911606,0.0,13.889103235733664,283.0,578.0,0.0,172.0,63.40653339418216,51,9,4,0,0.15,0.21666666666666667,337.0,0.1583553915983716,0.18814995072457616,0.04121395618912067,0.07795183686268099,36,0,0,172,24,172,0,2,172,0.794910294566222,0.24332019624229823,0,60,0,0,172,0,0.794910294566222,nenhuma,63.40653339418216,0.0,69,0,terminal,0.25,GOV,23,j6032_1.sm,3,adaptativa,0,2.260869565217391,0.6,36,0.0
True,200,108,0.6346217465884784,0.0,8.97206437395725,290.0,479.0,0.0,225.0,50.78031217012233,54,6,3,0,0.1,0.15,334.0,0.13197222041774037,0.1520368627847974,0.02686246818550075,0.06727826806202755,25,0,0,225,35,225,33,0,192,0.6268507180531939,0.4857196752206667,21,60,0,0,192,0,0.6268507180531939,nenhuma,50.78031217012233,0.0,53,0,terminal,0.25,GOV,23,j6043_1.sm,0,centralizada,0,1.8518518518518519,0.4166666666666667,25,0.0
True,200,108,0.6346217465884784,0.0,8.97206437395725,290.0,479.0,0.0,225.0,50.78031217012233,54,6,3,0,0.1,0.15,334.0,0.13197222041774037,0.1520368627847974,0.02686246818550075,0.06727826806202755,25,0,0,225,35,225,33,0,192,0.6268507180531939,0.4857196752206667,21,60,0,0,192,0,0.6268507180531939,nenhuma,50.78031217012233,0.0,53,0,terminal,0.25,GOV,23,j6043_1.sm,0,adaptativa,0,1.8518518518518519,0.4166666666666667,25,0.0
True,178,108,0.6937080292020734,0.0,7.7794309307751295,299.0,490.0,0.0,157.0,59.34903932655166,56,4,13,0,0.06666666666666667,0.2833333333333333,334.0,0.15088136335139515,0.17769173451063372,0.02329170937357823,0.08402225531889491,29,0,0,157,31,157,10,0,147,0.6586427040007742,0.39362113220747674,20,60,0,0,147,0,0.6586427040007742,nenhuma,59.34903932655166,0.0,65,0,terminal,0.25,GOV,23,j6043_1.sm,1,centralizada,0,1.6481481481481481,0.48333333333333334,29,0.0
True,178,108,0.6937080292020734,0.0,7.7794309307751295,299.0,490.0,0.0,157.0,59.34903932655166,56,4,13,0,0.06666666666666667,0.2833333333333333,334.0,0.15088136335139515,0.17769173451063372,0.02329170937357823,0.08402225531889491,29,0,0,157,31,157,10,0,147,0.6586427040007742,0.39362113220747674,20,60,0,0,147,0,0.6586427040007742,nenhuma,59.34903932655166,0.0,65,0,terminal,0.25,GOV,23,j6043_1.sm,1,adaptativa,0,1.6481481481481481,0.48333333333333334,29,0.0
True,211,108,0.7179138655159198,0.0,12.801251500702,258.0,545.0,0.0,110.0,104.14399509242324,47,13,12,0,0.21666666666666667,0.4166666666666667,334.0,0.23769353513667313,0.31180836854018934,0.03832710030150299,0.13718608823316064,37,0,0,110,23,110,0,9,110,0.7659648859265082,0.2570239140832174,6,60,0,0,110,0,0.7659648859265082,nenhuma,104.14399509242324,0.0,114,0,terminal,0.25,GOV,23,j6043_1.sm,2,centralizada,0,1.9537037037037037,0.6166666666666667,37,0.0
True,211,108,0.7179138655159198,0.0,12.801251500702,258.0,545.0,0.0,110.0,104.14399509242324,47,13,12,0,0.21666666666666667,0.4166666666666667,334.0,0.23769353513667313,0.31180836854018934,0.03832710030150299,0.13718608823316064,37,0,0,110,23,110,0,9,110,0.7659648859265082,0.2570239140832174,6,60,0,0,110,0,0.7659648859265082,nenhuma,104.14399509242324,0.0,114,0,terminal,0.25,GOV,23,j6043_1.sm,2,adaptativa,0,1.9537037037037037,0.6166666666666667,37,0.0
True,213,108,0.6229110020855431,0.0,6.5,285.0,497.0,0.0,226.0,74.86678728745282,51,9,9,0,0.15,0.3,334.0,0.18310801858997147,0.22415205774686475,0.019461077844311378,0.09383369314316384,31,0,0,226,29,226,0,3,226,0.794910294566222,0.24332019624229823,4,60,0,0,226,0,0.794910294566222,nenhuma,74.86678728745282,0.0,83,0,terminal,0.25,GOV,23,j6043_1.sm,3,centralizada,0,1.9722222222222223,0.5166666666666667,31,0.0
True,213,108,0.6229110020855431,0.0,6.5,285.0,497.0,0.0,226.0,74.86678728745282,51,9,9,0,0.15,0.3,334.0,0.18310801858997147,0.22415205774686475,0.019461077844311378,0.09383369314316384,31,0,0,226,29,226,0,3,226,0.794910294566222,0.24332019624229823,4,60,0,0,226,0,0.794910294566222,nenhuma,74.86678728745282,0.0,83,0,terminal,0.25,GOV,23,j6043_1.sm,3,adaptativa,0,1.9722222222222223,0.5166666666666667,31,0.0
True,202,85,0.7410227598133788,1.3322676295501878e-15,12.629021956703504,290.0,528.0,0.0,122.0,62.528721969312976,53,7,11,0,0.11666666666666667,0.3,323.0,0.16218952935571448,0.19358737451799682,0.03909913918484057,0.08775607219943893,32,0,0,122,28,122,22,4,100,0.6268507180531939,0.4857196752206667,16,60,0,0,100,0,0.6268507180531939,nenhuma,62.528721969312976,0.0,72,0,terminal,0.25,GOV,24,j6010_1.sm,0,centralizada,0,2.376470588235294,0.5333333333333333,32,0.0
True,202,85,0.7410227598133788,1.3322676295501878e-15,12.629021956703504,290.0,528.0,0.0,122.0,62.528721969312976,53,7,11,0,0.11666666666666667,0.3,323.0,0.16218952935571448,0.19358737451799682,0.03909913918484057,0.08775607219943893,32,0,0,122,28,122,22,4,100,0.6268507180531939,0.4857196752206667,16,60,0,0,100,0,0.6268507180531939,nenhuma,62.528721969312976,0.0,72,0,terminal,0.25,GOV,24,j6010_1.sm,0,adaptativa,0,2.376470588235294,0.5333333333333333,32,0.0
True,158,85,0.7671001282709573,8.881784197001252e-16,9.939025964378029,305.0,515.0,0.0,91.0,65.35955401390606,57,3,14,0,0.05,0.2833333333333333,323.0,0.16829650085437506,0.20235156041456986,0.030770978217888635,0.09735402382097068,30,0,0,91,30,91,4,13,87,0.6586427040007742,0.39362113220747674,14,60,0,0,87,0,0.6586427040007742,nenhuma,65.35955401390608,0.0,70,0,terminal,0.25,GOV,24,j6010_1.sm,1,centralizada,0,1.8588235294117648,0.5,30,0.0
True,158,85,0.7671001282709573,8.881784197001252e-16,9.939025964378029,305.0,515.0,0.0,91.0,65.35955401390606,57,3,14,0,0.05,0.2833333333333333,323.0,0.16829650085437506,0.20235156041456986,0.030770978217888635,0.09735402382097068,30,0,0,91,30,91,4,13,87,0.6586427040007742,0.39362113220747674,14,60,0,0,87,0,0.6586427040007742,nenhuma,65.35955401390608,0.0,70,0,terminal,0.25,GOV,24,j6010_1.sm,1,adaptativa,0,1.8588235294117648,0.5,30,0.0
True,174,85,0.7359776292641106,1.5543122344752192e-15,10.587268581653138,290.0,528.0,0.0,105.0,84.41311013479677,54,6,14,0,0.1,0.3333333333333333,323.0,0.20719291558111086,0.2613408982501448,0.03277792130542767,0.11766318309814014,34,0,0,105,26,105,8,12,97,0.7659648859265082,0.2570239140832174,4,60,0,0,97,0,0.7659648859265082,nenhuma,84.41311013479678,0.0,93,0,terminal,0.25,GOV,24,j6010_1.sm,2,centralizada,0,2.0470588235294116,0.5666666666666667,34,0.0
True,174,85,0.7359776292641106,1.5543122344752192e-15,10.587268581653138,290.0,528.0,0.0,105.0,84.41311013479677,54,6,14,0,0.1,0.3333333333333333,323.0,0.20719291558111086,0.2613408982501448,0.03277792130542767,0.11766318309814014,34,0,0,105,26,105,8,12,97,0.7659648859265082,0.2570239140832174,4,60,0,0,97,0,0.7659648859265082,nenhuma,84.41311013479678,0.0,93,0,terminal,0.25,GOV,24,j6010_1.sm,2,adaptativa,0,2.0470588235294116,0.5666666666666667,34,0.0
True,238,85,0.679394949393283,0.0,12.708810869356235,291.0,524.0,0.0,164.0,83.2745001533281,56,4,16,0,0.06666666666666667,0.3333333333333333,323.0,0.20497102358602443,0.2578157899483842,0.039346163682217446,0.10796999010958261,35,0,0,164,25,164,3,9,161,0.794910294566222,0.24332019624229823,3,60,0,0,161,0,0.794910294566222,nenhuma,83.27450015332815,0.0,90,0,terminal,0.25,GOV,24,j6010_1.sm,3,centralizada,0,2.8,0.5833333333333334,35,0.0
True,238,85,0.679394949393283,0.0,12.708810869356235,291.0,524.0,0.0,164.0,83.2745001533281,56,4,16,0,0.06666666666666667,0.3333333333333333,323.0,0.20497102358602443,0.2578157899483842,0.039346163682217446,0.10796999010958261,35,0,0,164,25,164,3,9,161,0.794910294566222,0.24332019624229823,3,60,0,0,161,0,0.794910294566222,nenhuma,83.27450015332815,0.0,90,0,terminal,0.25,GOV,24,j6010_1.sm,3,adaptativa,0,2.8,0.5833333333333334,35,0.0
True,278,76,0.7277546406511438,8.881784197001252e-16,15.141569008328421,296.0,521.0,0.0,89.0,105.900622129796,55,5,17,0,0.08333333333333333,0.36666666666666664,332.0,0.24183711275570308,0.31897777749938555,0.04560713556725428,0.1479264284122884,30,0,0,89,30,89,10,6,79,0.6268507180531939,0.4857196752206667,18,60,0,0,79,0,0.6268507180531939,nenhuma,105.90062212979599,0.0,114,0,terminal,0.25,GOV,24,j6021_1.sm,0,centralizada,0,3.6578947368421053,0.5,30,0.0
True,278,76,0.7277546406511438,8.881784197001252e-16,15.141569008328421,296.0,521.0,0.0,89.0,105.900622129796,55,5,17,0,0.08333333333333333,0.36666666666666664,332.0,0.24183711275570308,0.31897777749938555,0.04560713556725428,0.1479264284122884,30,0,0,89,30,89,10,6,79,0.6268507180531939,0.4857196752206667,18,60,0,0,79,0,0.6268507180531939,nenhuma,105.90062212979599,0.0,114,0,terminal,0.25,GOV,24,j6021_1.sm,0,adaptativa,0,3.6578947368421053,0.5,30,0.0
True,249,76,0.7934861496151278,1.7763568394002505e-15,17.122239853121116,282.0,542.0,0.0,55.0,86.06170216441895,53,7,12,0,0.11666666666666667,0.31666666666666665,332.0,0.20585885221931152,0.2592219944711414,0.05157301160578649,0.1259940381545548,29,0,0,55,31,55,1,4,54,0.6586427040007742,0.39362113220747674,17,60,0,0,54,0,0.6586427040007742,nenhuma,86.06170216441895,0.0,93,0,terminal,0.25,GOV,24,j6021_1.sm,1,centralizada,0,3.276315789473684,0.48333333333333334,29,0.0
True,249,76,0.7934861496151278,1.7763568394002505e-15,17.122239853121116,282.0,542.0,0.0,55.0,86.06170216441895,53,7,12,0,0.11666666666666667,0.31666666666666665,332.0,0.20585885221931152,0.2592219944711414,0.05157301160578649,0.1259940381545548,29,0,0,55,31,55,1,4,54,0.6586427040007742,0.39362113220747674,17,60,0,0,54,0,0.6586427040007742,nenhuma,86.06170216441895,0.0,93,0,terminal,0.25,GOV,24,j6021_1.sm,1,adaptativa,0,3.276315789473684,0.48333333333333334,29,0.0
True,249,76,0.8117900305054991,2.220446049250313e-16,12.257047507264911,317.0,524.0,0.0,46.0,75.48710911577326,57,3,15,0,0.05,0.3,332.0,0.18525029976917928,0.2273708105896785,0.0369188177929666,0.11694595918294946,30,0,0,46,30,46,2,0,44,0.7659648859265082,0.2570239140832174,6,60,0,0,44,0,0.7659648859265082,nenhuma,75.48710911577326,0.0,85,0,terminal,0.25,GOV,24,j6021_1.sm,2,centralizada,0,3.276315789473684,0.5,30,0.0
True,249,76,0.8117900305054991,2.220446049250313e-16,12.257047507264911,317.0,524.0,0.0,46.0,75.48710911577326,57,3,15,0,0.05,0.3,332.0,0.18525029976917928,0.2273708105896785,0.0369188177929666,0.11694595918294946,30,0,0,46,30,46,2,0,44,0.7659648859265082,0.2570239140832174,6,60,0,0,44,0,0.7659648859265082,nenhuma,75.48710911577326,0.0,85,0,terminal,0.25,GOV,24,j6021_1.sm,2,adaptativa,0,3.276315789473684,0.5,30,0.0
True,361,76,0.712575215064297,8.881784197001252e-16,10.957113100626099,305.0,528.0,0.0,108.0,104.97441061342218,53,7,16,0,0.11666666666666667,0.38333333333333336,332.0,0.2402301097358532,0.316187983775368,0.033003352712729216,0.14167076367255138,37,0,0,108,23,108,0,0,108,0.794910294566222,0.24332019624229823,2,60,0,0,108,0,0.794910294566222,nenhuma,104.97441061342221,0.0,113,0,terminal,0.25,GOV,24,j6021_1.sm,3,centralizada,0,4.75,0.6166666666666667,37,0.0
