grupo,instancia,semente,risco.F_ancora,retrabalho.f_retrabalho,agentes.tau_sat,agentes.k_heuristico,fuzzy.mu_minimo,taxa_omissao,atraso_relativo,retrabalho_sobre_plano,E_total,TL,TU,TW,TR,concluiu,divida_pendente,violacoes,makespan,tau_portao,tau_rede
gate=0.8;rede=0.25,j6039_9.sm,1,0.1,0.5,1.0,0.1,0.55,0.23333333333333334,3.361111111111111,0.1983494635766812,0.8870239996082959,5.0,11.0,652.0,67.04211868891825,True,0,0,242,0.8,0.25
gate=0.8;rede=0.25,j6039_9.sm,2,0.1,0.5,1.0,0.1,0.55,0.2,2.1527777777777777,0.12552956624617317,0.9105914841624899,9.0,12.0,646.0,42.42899339120653,True,0,0,155,0.8,0.25
gate=0.8;rede=0.25,j6039_9.sm,3,0.1,0.5,1.0,0.1,0.55,0.23333333333333334,2.388888888888889,0.19403330112475942,0.8847492787993804,9.0,11.0,657.0,65.58325578016868,True,0,0,172,0.8,0.25
gate=0.8;rede=0.25,j6039_9.sm,4,0.1,0.5,1.0,0.1,0.55,0.13333333333333333,2.2222222222222223,0.08739337601434649,0.8998809512312189,9.0,33.0,643.0,29.538961092849114,True,0,0,160,0.8,0.25
gate=0.8;rede=0.25,j6039_9.sm,5,0.1,0.5,1.0,0.1,0.55,0.15,2.4722222222222223,0.11695187514823223,0.9212492919338934,9.0,9.0,673.0,39.52973380010249,True,0,0,178,0.8,0.25
gate=0.8;rede=0.25,j6039_9.sm,6,0.1,0.5,1.0,0.1,0.55,0.2833333333333333,2.875,0.17883942797715066,0.8904459268137177,8.0,13.0,662.0,60.44772665627693,True,0,0,207,0.8,0.25
gate=0.8;rede=0.25,j6039_9.sm,7,0.1,0.5,1.0,0.1,0.55,0.15,2.5555555555555554,0.09009680737749569,0.9331088791274083,9.0,7.0,648.0,30.452720893593543,True,0,0,184,0.8,0.25
gate=0.8;rede=0.25,j6039_9.sm,8,0.1,0.5,1.0,0.1,0.55,0.26666666666666666,2.3472222222222223,0.14571375416856538,0.8979864151030098,13.0,10.0,636.0,49.2512489089751,True,0,0,169,0.8,0.25
gate=0.8;rede=0.25,j6039_9.sm,9,0.1,0.5,1.0,0.1,0.55,0.2,2.763888888888889,0.13460894072857332,0.9060480311772526,9.0,10.0,622.0,45.49782196625778,True,0,0,199,0.8,0.25
gate=0.8;rede=0.25,j6039_9.sm,10,0.1,0.5,1.0,0.1,0.55,0.15,2.0694444444444446,0.08821978227718447,0.9247407948289688,9.0,14.0,649.0,29.818286409688348,True,0,0,149,0.8,0.25
gate=0.8;rede=0.25,j6039_9.sm,11,0.1,0.5,1.0,0.1,0.55,0.23333333333333334,2.3194444444444446,0.18520889960980222,0.8759600680580628,4.0,27.0,661.0,62.60060806811315,True,0,0,167,0.8,0.25
gate=0.8;rede=0.25,j609_9.sm,0,0.1,0.5,1.0,0.1,0.55,0.2,3.2,0.17449596601784892,0.8972608693328809,11.0,4.0,672.0,61.94606793633637,True,0,0,256,0.8,0.25
gate=0.8;rede=0.25,j609_9.sm,1,0.1,0.5,1.0,0.1,0.55,0.23333333333333334,4.4,0.29695064570002655,0.8551148238608928,9.0,3.0,693.0,105.41747922350943,True,0,0,352,0.8,0.25
gate=0.8;rede=0.25,j609_9.sm,2,0.1,0.5,1.0,0.1,0.55,0.3,4.2,0.26734244337627416,0.8536990370220405,13.0,4.0,653.0,94.90656739857732,True,0,0,336,0.8,0.25
gate=0.8;rede=0.25,j609_9.sm,3,0.1,0.5,1.0,0.1,0.55,0.2833333333333333,2.9,0.25115997254787203,0.870148651406784,11.0,4.0,698.0,89.16179025449458,True,0,0,232,0.8,0.25
gate=0.8;rede=0.25,j609_9.sm,4,0.1,0.5,1.0,0.1,0.55,0.15,2.825,0.15293001803180392,0.9048591336951818,11.0,4.0,659.0,54.29015640129039,True,0,0,226,0.8,0.25
gate=0.8;rede=0.25,j609_9.sm,5,0.1,0.5,1.0,0.1,0.55,0.2833333333333333,3.1375,0.2525674328188255,0.8709339005574341,13.0,3.0,713.0,89.66143865068305,True,0,0,251,0.8,0.25
gate=0.8;rede=0.25,j609_9.sm,6,0.1,0.5,1.0,0.1,0.55,0.31666666666666665,3.5875,0.25794761021832435,0.8785079598558756,5.0,3.0,720.0,91.57140162750515,True,0,0,287,0.8,0.25
gate=0.8;rede=0.25,j609_9.sm,7,0.1,0.5,1.0,0.1,0.55,0.3,3.025,0.2119551560724751,0.8796152782584824,12.0,5.0,674.0,75.24408040572865,True,0,0,242,0.8,0.25
gate=0.8;rede=0.25,j609_9.sm,8,0.1,0.5,1.0,0.1,0.55,0.21666666666666667,4.275,0.16127236450951515,0.9015814677025482,17.0,5.0,726.0,57.25168940087788,True,0,0,342,0.8,0.25
gate=0.8;rede=0.25,j609_9.sm,9,0.1,0.5,1.0,0.1,0.55,0.23333333333333334,3.7125,0.22451868771779274,0.8890788100836454,6.0,3.0,711.0,79.70413413981642,True,0,0,297,0.8,0.25
gate=0.8;rede=0.25,j609_9.sm,10,0.1,0.5,1.0,0.1,0.55,0.2833333333333333,3.2,0.32298103507395987,0.8377910104153994,13.0,4.0,680.0,114.65826745125575,True,0,0,256,0.8,0.25
gate=0.8;rede=0.25,j609_9.sm,11,0.1,0.5,1.0,0.1,0.55,0.23333333333333334,3.25,0.23755346012170303,0.8793339847463819,9.0,3.0,702.0,84.33147834320458,True,0,0,260,0.8,0.25
gate=0.8;rede=0.8,j6010_1.sm,0,0.1,0.5,1.0,0.1,0.55,0.16666666666666666,2.2705882352941176,0.10481070588439047,0.9175258990245063,8.0,3.0,499.0,33.85385800065812,True,0,0,193,0.8,0.8
gate=0.8;rede=0.8,j6010_1.sm,1,0.1,0.5,1.0,0.1,0.55,0.21666666666666667,2.4705882352941178,0.1319443123006989,0.896421245660144,8.0,6.0,490.0,42.61801287312574,True,0,0,210,0.8,0.8
gate=0.8;rede=0.8,j6010_1.sm,2,0.1,0.5,1.0,0.1,0.55,0.21666666666666667,4.1647058823529415,0.1943222129011906,0.869687507290966,12.0,3.0,519.0,62.76607476708456,True,0,0,354,0.8,0.8
gate=0.8;rede=0.8,j6010_1.sm,3,0.1,0.5,1.0,0.1,0.55,0.18333333333333332,2.376470588235294,0.17260444750126744,0.8813541300831745,11.0,5.0,533.0,55.75123654290938,True,0,0,202,0.8,0.8
gate=0.8;rede=0.8,j6010_1.sm,4,0.1,0.5,1.0,0.1,0.55,0.2,2.176470588235294,0.16029252665770158,0.8822916847041251,15.0,3.0,523.0,51.77448611043761,True,0,0,185,0.8,0.8
gate=0.8;rede=0.8,j6010_1.sm,5,0.1,0.5,1.0,0.1,0.55,0.2,1.7411764705882353,0.17369614683693035,0.8737638253603787,11.0,6.0,506.0,56.1038554283285,True,0,0,148,0.8,0.8
gate=0.8;rede=0.8,j6010_1.sm,6,0.1,0.5,1.0,0.1,0.55,0.25,2.6588235294117646,0.22334457513728442,0.8489506679915232,11.0,6.0,501.0,72.14029776934287,True,0,0,226,0.8,0.8
gate=0.8;rede=0.8,j6010_1.sm,7,0.1,0.5,1.0,0.1,0.55,0.3,1.8705882352941177,0.16232754295039345,0.8774224949630857,12.0,5.0,497.0,52.43179637297708,True,0,0,159,0.8,0.8
gate=0.8;rede=0.8,j6010_1.sm,8,0.1,0.5,1.0,0.1,0.55,0.18333333333333332,2.376470588235294,0.1732374857451149,0.867736070111468,18.0,5.0,518.0,55.95570789567211,True,0,0,202,0.8,0.8
gate=0.8;rede=0.8,j6010_1.sm,9,0.1,0.5,1.0,0.1,0.55,0.15,1.8705882352941177,0.12099369189229846,0.8969253358443893,11.0,6.0,488.0,39.0809624812124,True,0,0,159,0.8,0.8
gate=0.8;rede=0.8,j6010_1.sm,10,0.1,0.5,1.0,0.1,0.55,0.25,2.8117647058823527,0.16151279418693634,0.8723436204099612,17.0,4.0,500.0,52.16863252238044,True,0,0,239,0.8,0.8
gate=0.8;rede=0.8,j6010_1.sm,11,0.1,0.5,1.0,0.1,0.55,0.08333333333333333,1.7529411764705882,0.11463017244734533,0.9036373309131184,15.0,3.0,516.0,37.02554570049254,True,0,0,149,0.8,0.8
gate=0.8;rede=0.8,j6024_9.sm,0,0.1,0.5,1.0,0.1,0.55,0.2,2.4875,0.14841283854913923,0.8835147742745929,8.0,10.0,508.0,48.97623672121595,True,0,0,199,0.8,0.8
gate=0.8;rede=0.8,j6024_9.sm,1,0.1,0.5,1.0,0.1,0.55,0.18333333333333332,1.8125,0.1382731143967883,0.8835070348216165,11.0,6.0,475.0,45.63012775094014,True,0,0,145,0.8,0.8
gate=0.8;rede=0.8,j6024_9.sm,2,0.1,0.5,1.0,0.1,0.55,0.15,1.6625,0.09848484848484848,0.8962892483349191,14.0,8.0,471.0,32.5,True,0,0,133,0.8,0.8
gate=0.8;rede=0.8,j6024_9.sm,3,0.1,0.5,1.0,0.1,0.55,0.2,2.2125,0.12484294946737097,0.8818144528517903,15.0,8.0,479.0,41.19817332423242,True,0,0,177,0.8,0.8
gate=0.8;rede=0.8,j6024_9.sm,4,0.1,0.5,1.0,0.1,0.55,0.2,2.0875,0.13152028393690612,0.891637046708048,11.0,6.0,497.0,43.40169369917902,True,0,0,167,0.8,0.8
gate=0.8;rede=0.8,j6024_9.sm,5,0.1,0.5,1.0,0.1,0.55,0.16666666666666666,2.2375,0.14301177041206112,0.8614261042763618,14.0,12.0,455.0,47.19388423598017,True,0,0,179,0.8,0.8
gate=0.8;rede=0.8,j6024_9.sm,6,0.1,0.5,1.0,0.1,0.55,0.18333333333333332,1.7,0.11593426332412071,0.8986054933398557,9.0,6.0,472.0,38.25830689695984,True,0,0,136,0.8,0.8
gate=0.8;rede=0.8,j6024_9.sm,7,0.1,0.5,1.0,0.1,0.55,0.23333333333333334,1.8875,0.14993566399633118,0.8790741708574273,9.0,7.0,476.0,49.47876911878929,True,0,0,151,0.8,0.8
gate=0.8;rede=0.8,j6024_9.sm,8,0.1,0.5,1.0,0.1,0.55,0.13333333333333333,1.9375,0.12287930617361939,0.8874321994792271,13.0,10.0,501.0,40.5501710372944,True,0,0,155,0.8,0.8
gate=0.8;rede=0.8,j6024_9.sm,9,0.1,0.5,1.0,0.1,0.55,0.2,2.425,0.1855353932702338,0.8575438564177953,10.0,12.0,501.0,61.226679779177154,True,0,0,194,0.8,0.8
gate=0.8;rede=0.8,j6024_9.sm,10,0.1,0.5,1.0,0.1,0.55,0.13333333333333333,1.4625,0.0899582647937621,0.8999665747026747,14.0,9.0,474.0,29.686227381941492,True,0,0,117,0.8,0.8
gate=0.8;rede=0.8,j6024_9.sm,11,0.1,0.5,1.0,0.1,0.55,0.18333333333333332,2.2125,0.11969696969696969,0.8901200369344414,10.0,10.0,482.0,39.5,True,0,0,177,0.8,0.8
gate=0.8;rede=0.8,j6039_9.sm,0,0.1,0.5,1.0,0.1,0.55,0.23333333333333334,2.0833333333333335,0.13648139796152817,0.8933838235762444,11.0,6.0,529.0,46.13071251099652,True,0,0,150,0.8,0.8
gate=0.8;rede=0.8,j6039_9.sm,1,0.1,0.5,1.0,0.1,0.55,0.23333333333333334,2.7083333333333335,0.18683938595487654,0.868670161009864,7.0,13.0,550.0,63.15171245274827,True,0,0,195,0.8,0.8
gate=0.8;rede=0.8,j6039_9.sm,2,0.1,0.5,1.0,0.1,0.55,0.2,2.2916666666666665,0.14982320120905218,0.8938959389458199,8.0,7.0,553.0,50.640242008659634,True,0,0,165,0.8,0.8
gate=0.8;rede=0.8,j6039_9.sm,3,0.1,0.5,1.0,0.1,0.55,0.15,2.0416666666666665,0.10949990669014581,0.8941986644902173,7.0,20.0,541.0,37.010968461269286,True,0,0,147,0.8,0.8
gate=0.8;rede=0.8,j6039_9.sm,4,0.1,0.5,1.0,0.1,0.55,0.21666666666666667,1.6805555555555556,0.15923556807808795,0.8855540603440579,8.0,9.0,548.0,53.821622010393725,True,0,0,121,0.8,0.8
gate=0.8;rede=0.8,j6039_9.sm,5,0.1,0.5,1.0,0.1,0.55,0.2,2.6944444444444446,0.15040429938237218,0.8801706793941473,8.0,14.0,535.0,50.836653191241794,True,0,0,194,0.8,0.8
gate=0.8;rede=0.8,j6039_9.sm,6,0.1,0.5,1.0,0.1,0.55,0.23333333333333334,2.2083333333333335,0.13306436959813103,0.8927114856426615,8.0,10.0,524.0,44.97575692416829,True,0,0,159,0.8,0.8
gate=0.8;rede=0.8,j6039_9.sm,7,0.1,0.5,1.0,0.1,0.55,0.23333333333333334,2.8194444444444446,0.14464188509606885,0.8966553617128185,8.0,8.0,563.0,48.88895716247127,True,0,0,203,0.8,0.8
gate=0.8;rede=0.8,j6039_9.sm,8,0.1,0.5,1.0,0.1,0.55,0.21666666666666667,2.5416666666666665,0.12153734514607703,0.8993977107981058,14.0,7.0,555.0,41.07962265937404,True,0,0,183,0.8,0.8
gate=0.8;rede=0.8,j6039_9.sm,9,0.1,0.5,1.0,0.1,0.55,0.23333333333333334,2.4722222222222223,0.1799241468064668,0.8740364831414413,10.0,6.0,533.0,60.81436162058578,True,0,0,178,0.8,0.8
gate=0.8;rede=0.8,j6039_9.sm,10,0.1,0.5,1.0,0.1,0.55,0.15,1.6944444444444444,0.12865748950889305,0.8910081852140417,12.0,8.0,519.0,43.48623145400585,True,0,0,122,0.8,0.8
gate=0.8;rede=0.8,j6039_9.sm,11,0.1,0.5,1.0,0.1,0.55,0.25,2.8472222222222223,0.1812636290942267,0.8779865465544795,5.0,11.0,556.0,61.26710663384862,True,0,0,205,0.8,0.8
gate=0.8;rede=0.8,j609_9.sm,0,0.1,0.5,1.0,0.1,0.55,0.13333333333333333,3.4125,0.11328537696872483,0.9096615911146996,11.0,4.0,556.0,40.216308823897315,True,0,0,273,0.8,0.8
gate=0.8;rede=0.8,j609_9.sm,1,0.1,0.5,1.0,0.1,0.55,0.2833333333333333,3.2125,0.21227248774991211,0.8704591667039383,9.0,3.0,587.0,75.3567331512188,True,0,0,257,0.8,0.8
gate=0.8;rede=0.8,j609_9.sm,2,0.1,0.5,1.0,0.1,0.55,0.26666666666666666,3.3375,0.18793154983633262,0.8746144980582226,10.0,5.0,570.0,66.71570019189808,True,0,0,267,0.8,0.8
gate=0.8;rede=0.8,j609_9.sm,3,0.1,0.5,1.0,0.1,0.55,0.3,2.5625,0.21051712276644372,0.8665125676795793,11.0,3.0,576.0,74.73357858208752,True,0,0,205,0.8,0.8
gate=0.8;rede=0.8,j609_9.sm,4,0.1,0.5,1.0,0.1,0.55,0.23333333333333334,2.7375,0.23345135292009114,0.847361157350562,14.0,4.0,560.0,82.87523028663236,True,0,0,219,0.8,0.8
gate=0.8;rede=0.8,j609_9.sm,5,0.1,0.5,1.0,0.1,0.55,0.15,2.625,0.15814066811931327,0.8865973774545827,13.0,3.0,564.0,56.139937182356206,True,0,0,210,0.8,0.8
gate=0.8;rede=0.8,j609_9.sm,6,0.1,0.5,1.0,0.1,0.55,0.2,2.6,0.1521611859469642,0.8979019732377787,7.0,3.0,563.0,54.01722101117229,True,0,0,208,0.8,0.8
gate=0.8;rede=0.8,j609_9.sm,7,0.1,0.5,1.0,0.1,0.55,0.2,3.2375,0.19963140523275358,0.8707974807384012,10.0,4.0,572.0,70.86914885762752,True,0,0,259,0.8,0.8
gate=0.8;rede=0.8,j609_9.sm,8,0.1,0.5,1.0,0.1,0.55,0.26666666666666666,2.675,0.2535261827942674,0.850413398337707,15.0,3.0,614.0,90.00179489196493,True,0,0,214,0.8,0.8
gate=0.8;rede=0.8,j609_9.sm,9,0.1,0.5,1.0,0.1,0.55,0.18333333333333332,3.0125,0.14970166538139174,0.8892177428511677,12.0,4.0,555.0,53.144091210394066,True,0,0,241,0.8,0.8
gate=0.8;rede=0.8,j609_9.sm,10,0.1,0.5,1.0,0.1,0.55,0.18333333333333332,2.5,0.23192557996591345,0.8528675145168368,13.0,3.0,570.0,82.33358088789927,True,0,0,200,0.8,0.8
gate=0.8;rede=0.8,j609_9.sm,11,0.1,0.5,1.0,0.1,0.55,0.13333333333333333,2.525,0.1834424544538337,0.872474050206496,12.0,4.0,555.0,65.12207133111096,True,0,0,202,0.8,0.8
controle=0.25,j6010_1.sm,0,0.1,0.5,1.0,0.1,0.55,0.15,2.5176470588235293,0.17096889040681953,0.7928507567632851,0.0,118.0,663.0,55.222951601402706,True,0,0,214,0.25,
controle=0.25,j6010_1.sm,1,0.1,0.5,1.0,0.1,0.55,0.16666666666666666,2.764705882352941,0.17962348631706626,0.7912961500915328,0.0,91.0,565.0,58.018386080412405,True,0,0,235,0.25,
controle=0.25,j6024_9.sm,0,0.1,0.5,1.0,0.1,0.55,0.23333333333333334,2.6375,0.19687306292170467,0.7346508285347714,0.0,168.0,645.0,64.96811076416255,True,0,0,211,0.25,
controle=0.25,j6024_9.sm,1,0.1,0.5,1.0,0.1,0.55,0.2,4.0,0.1669256736340072,0.8057594812294137,0.0,91.0,606.0,55.085472299222374,True,0,0,320,0.25,
controle=0.25,j6039_9.sm,0,0.1,0.5,1.0,0.1,0.55,0.16666666666666666,2.6944444444444446,0.08762099407148585,0.7754300412728362,0.0,165.0,672.0,29.615895996162216,True,0,0,194,0.25,
controle=0.25,j6039_9.sm,1,0.1,0.5,1.0,0.1,0.55,0.25,2.8194444444444446,0.1822320469742797,0.7980620445377989,0.0,113.0,690.0,61.59443187730653,True,0,0,203,0.25,
controle=0.25,j609_9.sm,0,0.1,0.5,1.0,0.1,0.55,0.2,3.3125,0.15950971468365618,0.819871366560822,0.0,102.0,722.0,56.62594871269795,True,0,0,265,0.25,
controle=0.25,j609_9.sm,1,0.1,0.5,1.0,0.1,0.55,0.2,5.075,0.21073212769630717,0.8178157434664441,0.0,74.0,668.0,74.80990533218905,True,0,0,406,0.25,
controle=0.8,j6010_1.sm,0,0.1,0.5,1.0,0.1,0.55,0.16666666666666666,2.2705882352941176,0.10481070588439047,0.9175258990245063,8.0,3.0,499.0,33.85385800065812,True,0,0,193,0.8,
controle=0.8,j6010_1.sm,1,0.1,0.5,1.0,0.1,0.55,0.21666666666666667,2.4705882352941178,0.1319443123006989,0.896421245660144,8.0,6.0,490.0,42.61801287312574,True,0,0,210,0.8,
controle=0.8,j6024_9.sm,0,0.1,0.5,1.0,0.1,0.55,0.2,2.4875,0.14841283854913923,0.8835147742745929,8.0,10.0,508.0,48.97623672121595,True,0,0,199,0.8,
controle=0.8,j6024_9.sm,1,0.1,0.5,1.0,0.1,0.55,0.18333333333333332,1.8125,0.1382731143967883,0.8835070348216165,11.0,6.0,475.0,45.63012775094014,True,0,0,145,0.8,
controle=0.8,j6039_9.sm,0,0.1,0.5,1.0,0.1,0.55,0.23333333333333334,2.0833333333333335,0.13648139796152817,0.8933838235762444,11.0,6.0,529.0,46.13071251099652,True,0,0,150,0.8,
controle=0.8,j6039_9.sm,1,0.1,0.5,1.0,0.1,0.55,0.23333333333333334,2.7083333333333335,0.18683938595487654,0.868670161009864,7.0,13.0,550.0,63.15171245274827,True,0,0,195,0.8,
controle=0.8,j609_9.sm,0,0.1,0.5,1.0,0.1,0.55,0.13333333333333333,3.4125,0.11328537696872483,0.9096615911146996,11.0,4.0,556.0,40.216308823897315,True,0,0,273,0.8,
controle=0.8,j609_9.sm,1,0.1,0.5,1.0,0.1,0.55,0.2833333333333333,3.2125,0.21227248774991211,0.8704591667039383,9.0,3.0,587.0,75.3567331512188,True,0,0,257,0.8,
