grupo,conjunto,arquivo,posicao,atributo,tipo_declarado
dpp_ref,mw1,MW1.arff,13,EDGE_COUNT,numeric
dpp_ref,mw1,MW1.arff,14,ESSENTIAL_COMPLEXITY,numeric
dpp_ref,mw1,MW1.arff,15,ESSENTIAL_DENSITY,numeric
dpp_ref,mw1,MW1.arff,16,LOC_EXECUTABLE,numeric
dpp_ref,mw1,MW1.arff,17,PARAMETER_COUNT,numeric
dpp_ref,mw1,MW1.arff,18,HALSTEAD_CONTENT,numeric
dpp_ref,mw1,MW1.arff,19,HALSTEAD_DIFFICULTY,numeric
dpp_ref,mw1,MW1.arff,20,HALSTEAD_EFFORT,numeric
dpp_ref,mw1,MW1.arff,21,HALSTEAD_ERROR_EST,numeric
dpp_ref,mw1,MW1.arff,22,HALSTEAD_LENGTH,numeric
dpp_ref,mw1,MW1.arff,23,HALSTEAD_LEVEL,numeric
dpp_ref,mw1,MW1.arff,24,HALSTEAD_PROG_TIME,numeric
dpp_ref,mw1,MW1.arff,25,HALSTEAD_VOLUME,numeric
dpp_ref,mw1,MW1.arff,26,MAINTENANCE_SEVERITY,numeric
dpp_ref,mw1,MW1.arff,27,MODIFIED_CONDITION_COUNT,numeric
dpp_ref,mw1,MW1.arff,28,MULTIPLE_CONDITION_COUNT,numeric
dpp_ref,mw1,MW1.arff,29,NODE_COUNT,numeric
dpp_ref,mw1,MW1.arff,30,NORMALIZED_CYLOMATIC_COMPLEXITY,numeric
dpp_ref,mw1,MW1.arff,31,NUM_OPERANDS,numeric
dpp_ref,mw1,MW1.arff,32,NUM_OPERATORS,numeric
dpp_ref,mw1,MW1.arff,33,NUM_UNIQUE_OPERANDS,numeric
dpp_ref,mw1,MW1.arff,34,NUM_UNIQUE_OPERATORS,numeric
dpp_ref,mw1,MW1.arff,35,NUMBER_OF_LINES,numeric
dpp_ref,mw1,MW1.arff,36,PERCENT_COMMENTS,numeric
dpp_ref,mw1,MW1.arff,37,LOC_TOTAL,numeric
dpp_ref,mw1,MW1.arff,38,Defective,"{Y,N}"
dpp_ref,pc1,PC1.arff,1,LOC_BLANK,numeric
dpp_ref,pc1,PC1.arff,2,BRANCH_COUNT,numeric
dpp_ref,pc1,PC1.arff,3,CALL_PAIRS,numeric
dpp_ref,pc1,PC1.arff,4,LOC_CODE_AND_COMMENT,numeric
dpp_ref,pc1,PC1.arff,5,LOC_COMMENTS,numeric
dpp_ref,pc1,PC1.arff,6,CONDITION_COUNT,numeric
dpp_ref,pc1,PC1.arff,7,CYCLOMATIC_COMPLEXITY,numeric
dpp_ref,pc1,PC1.arff,8,CYCLOMATIC_DENSITY,numeric
dpp_ref,pc1,PC1.arff,9,DECISION_COUNT,numeric
dpp_ref,pc1,PC1.arff,10,DECISION_DENSITY,numeric
dpp_ref,pc1,PC1.arff,11,DESIGN_COMPLEXITY,numeric
dpp_ref,pc1,PC1.arff,12,DESIGN_DENSITY,numeric
dpp_ref,pc1,PC1.arff,13,EDGE_COUNT,numeric
dpp_ref,pc1,PC1.arff,14,ESSENTIAL_COMPLEXITY,numeric
dpp_ref,pc1,PC1.arff,15,ESSENTIAL_DENSITY,numeric
dpp_ref,pc1,PC1.arff,16,LOC_EXECUTABLE,numeric
dpp_ref,pc1,PC1.arff,17,PARAMETER_COUNT,numeric
dpp_ref,pc1,PC1.arff,18,HALSTEAD_CONTENT,numeric
dpp_ref,pc1,PC1.arff,19,HALSTEAD_DIFFICULTY,numeric
dpp_ref,pc1,PC1.arff,20,HALSTEAD_EFFORT,numeric
dpp_ref,pc1,PC1.arff,21,HALSTEAD_ERROR_EST,numeric
dpp_ref,pc1,PC1.arff,22,HALSTEAD_LENGTH,numeric
dpp_ref,pc1,PC1.arff,23,HALSTEAD_LEVEL,numeric
dpp_ref,pc1,PC1.arff,24,HALSTEAD_PROG_TIME,numeric
dpp_ref,pc1,PC1.arff,25,HALSTEAD_VOLUME,numeric
dpp_ref,pc1,PC1.arff,26,MAINTENANCE_SEVERITY,numeric
dpp_ref,pc1,PC1.arff,27,MODIFIED_CONDITION_COUNT,numeric
dpp_ref,pc1,PC1.arff,28,MULTIPLE_CONDITION_COUNT,numeric
dpp_ref,pc1,PC1.arff,29,NODE_COUNT,numeric
dpp_ref,pc1,PC1.arff,30,NORMALIZED_CYLOMATIC_COMPLEXITY,numeric
dpp_ref,pc1,PC1.arff,31,NUM_OPERANDS,numeric
dpp_ref,pc1,PC1.arff,32,NUM_OPERATORS,numeric
dpp_ref,pc1,PC1.arff,33,NUM_UNIQUE_OPERANDS,numeric
dpp_ref,pc1,PC1.arff,34,NUM_UNIQUE_OPERATORS,numeric
dpp_ref,pc1,PC1.arff,35,NUMBER_OF_LINES,numeric
dpp_ref,pc1,PC1.arff,36,PERCENT_COMMENTS,numeric
dpp_ref,pc1,PC1.arff,37,LOC_TOTAL,numeric
dpp_ref,pc1,PC1.arff,38,Defective,"{Y,N}"
dpp_ref,pc2,PC2.arff,1,BRANCH_COUNT,numeric
dpp_ref,pc2,PC2.arff,2,CALL_PAIRS,numeric
dpp_ref,pc2,PC2.arff,3,LOC_CODE_AND_COMMENT,numeric
dpp_ref,pc2,PC2.arff,4,LOC_COMMENTS,numeric
dpp_ref,pc2,PC2.arff,5,CONDITION_COUNT,numeric
dpp_ref,pc2,PC2.arff,6,CYCLOMATIC_COMPLEXITY,numeric
dpp_ref,pc2,PC2.arff,7,CYCLOMATIC_DENSITY,numeric
dpp_ref,pc2,PC2.arff,8,DECISION_COUNT,numeric
dpp_ref,pc2,PC2.arff,9,DECISION_DENSITY,numeric
dpp_ref,pc2,PC2.arff,10,DESIGN_COMPLEXITY,numeric
dpp_ref,pc2,PC2.arff,11,DESIGN_DENSITY,numeric
dpp_ref,pc2,PC2.arff,12,EDGE_COUNT,numeric
dpp_ref,pc2,PC2.arff,13,ESSENTIAL_COMPLEXITY,numeric
dpp_ref,pc2,PC2.arff,14,ESSENTIAL_DENSITY,numeric
dpp_ref,pc2,PC2.arff,15,LOC_EXECUTABLE,numeric
dpp_ref,pc2,PC2.arff,16,PARAMETER_COUNT,numeric
dpp_ref,pc2,PC2.arff,17,HALSTEAD_CONTENT,numeric
dpp_ref,pc2,PC2.arff,18,HALSTEAD_DIFFICULTY,numeric
dpp_ref,pc2,PC2.arff,19,HALSTEAD_EFFORT,numeric
dpp_ref,pc2,PC2.arff,20,HALSTEAD_ERROR_EST,numeric
dpp_ref,pc2,PC2.arff,21,HALSTEAD_LENGTH,numeric
dpp_ref,pc2,PC2.arff,22,HALSTEAD_LEVEL,numeric
dpp_ref,pc2,PC2.arff,23,HALSTEAD_PROG_TIME,numeric
dpp_ref,pc2,PC2.arff,24,HALSTEAD_VOLUME,numeric
dpp_ref,pc2,PC2.arff,25,MAINTENANCE_SEVERITY,numeric
dpp_ref,pc2,PC2.arff,26,MODIFIED_CONDITION_COUNT,numeric
dpp_ref,pc2,PC2.arff,27,MULTIPLE_CONDITION_COUNT,numeric
dpp_ref,pc2,PC2.arff,28,NODE_COUNT,numeric
dpp_ref,pc2,PC2.arff,29,NORMALIZED_CYLOMATIC_COMPLEXITY,numeric
dpp_ref,pc2,PC2.arff,30,NUM_OPERANDS,numeric
dpp_ref,pc2,PC2.arff,31,NUM_OPERATORS,numeric
dpp_ref,pc2,PC2.arff,32,NUM_UNIQUE_OPERANDS,numeric
dpp_ref,pc2,PC2.arff,33,NUM_UNIQUE_OPERATORS,numeric
dpp_ref,pc2,PC2.arff,34,NUMBER_OF_LINES,numeric
dpp_ref,pc2,PC2.arff,35,PERCENT_COMMENTS,numeric
dpp_ref,pc2,PC2.arff,36,LOC_TOTAL,numeric
dpp_ref,pc2,PC2.arff,37,Defective,"{Y,N}"
dpp_ref,pc3,PC3.arff,1,LOC_BLANK,numeric
dpp_ref,pc3,PC3.arff,2,BRANCH_COUNT,numeric
dpp_ref,pc3,PC3.arff,3,CALL_PAIRS,numeric
dpp_ref,pc3,PC3.arff,4,LOC_CODE_AND_COMMENT,numeric
dpp_ref,pc3,PC3.arff,5,LOC_COMMENTS,numeric
dpp_ref,pc3,PC3.arff,6,CONDITION_COUNT,numeric
dpp_ref,pc3,PC3.arff,7,CYCLOMATIC_COMPLEXITY,numeric
dpp_ref,pc3,PC3.arff,8,CYCLOMATIC_DENSITY,numeric
dpp_ref,pc3,PC3.arff,9,DECISION_COUNT,numeric
dpp_ref,pc3,PC3.arff,10,DECISION_DENSITY,numeric
dpp_ref,pc3,PC3.arff,11,DESIGN_COMPLEXITY,numeric
dpp_ref,pc3,PC3.arff,12,DESIGN_DENSITY,numeric
dpp_ref,pc3,PC3.arff,13,EDGE_COUNT,numeric
dpp_ref,pc3,PC3.arff,14,ESSENTIAL_COMPLEXITY,numeric
dpp_ref,pc3,PC3.arff,15,ESSENTIAL_DENSITY,numeric
dpp_ref,pc3,PC3.arff,16,LOC_EXECUTABLE,numeric
dpp_ref,pc3,PC3.arff,17,PARAMETER_COUNT,numeric
dpp_ref,pc3,PC3.arff,18,HALSTEAD_CONTENT,numeric
dpp_ref,pc3,PC3.arff,19,HALSTEAD_DIFFICULTY,numeric
dpp_ref,pc3,PC3.arff,20,HALSTEAD_EFFORT,numeric
dpp_ref,pc3,PC3.arff,21,HALSTEAD_ERROR_EST,numeric
dpp_ref,pc3,PC3.arff,22,HALSTEAD_LENGTH,numeric
dpp_ref,pc3,PC3.arff,23,HALSTEAD_LEVEL,numeric
dpp_ref,pc3,PC3.arff,24,HALSTEAD_PROG_TIME,numeric
dpp_ref,pc3,PC3.arff,25,HALSTEAD_VOLUME,numeric
dpp_ref,pc3,PC3.arff,26,MAINTENANCE_SEVERITY,numeric
dpp_ref,pc3,PC3.arff,27,MODIFIED_CONDITION_COUNT,numeric
dpp_ref,pc3,PC3.arff,28,MULTIPLE_CONDITION_COUNT,numeric
dpp_ref,pc3,PC3.arff,29,NODE_COUNT,numeric
dpp_ref,pc3,PC3.arff,30,NORMALIZED_CYLOMATIC_COMPLEXITY,numeric
dpp_ref,pc3,PC3.arff,31,NUM_OPERANDS,numeric
dpp_ref,pc3,PC3.arff,32,NUM_OPERATORS,numeric
dpp_ref,pc3,PC3.arff,33,NUM_UNIQUE_OPERANDS,numeric
dpp_ref,pc3,PC3.arff,34,NUM_UNIQUE_OPERATORS,numeric
dpp_ref,pc3,PC3.arff,35,NUMBER_OF_LINES,numeric
dpp_ref,pc3,PC3.arff,36,PERCENT_COMMENTS,numeric
dpp_ref,pc3,PC3.arff,37,LOC_TOTAL,numeric
dpp_ref,pc3,PC3.arff,38,Defective,"{Y,N}"
dpp_ref,pc4,PC4.arff,1,LOC_BLANK,numeric
dpp_ref,pc4,PC4.arff,2,BRANCH_COUNT,numeric
dpp_ref,pc4,PC4.arff,3,CALL_PAIRS,numeric
dpp_ref,pc4,PC4.arff,4,LOC_CODE_AND_COMMENT,numeric
dpp_ref,pc4,PC4.arff,5,LOC_COMMENTS,numeric
dpp_ref,pc4,PC4.arff,6,CONDITION_COUNT,numeric
dpp_ref,pc4,PC4.arff,7,CYCLOMATIC_COMPLEXITY,numeric
dpp_ref,pc4,PC4.arff,8,CYCLOMATIC_DENSITY,numeric
dpp_ref,pc4,PC4.arff,9,DECISION_COUNT,numeric
dpp_ref,pc4,PC4.arff,10,DECISION_DENSITY,numeric
dpp_ref,pc4,PC4.arff,11,DESIGN_COMPLEXITY,numeric
dpp_ref,pc4,PC4.arff,12,DESIGN_DENSITY,numeric
dpp_ref,pc4,PC4.arff,13,EDGE_COUNT,numeric
dpp_ref,pc4,PC4.arff,14,ESSENTIAL_COMPLEXITY,numeric
dpp_ref,pc4,PC4.arff,15,ESSENTIAL_DENSITY,numeric
dpp_ref,pc4,PC4.arff,16,LOC_EXECUTABLE,numeric
dpp_ref,pc4,PC4.arff,17,PARAMETER_COUNT,numeric
dpp_ref,pc4,PC4.arff,18,HALSTEAD_CONTENT,numeric
dpp_ref,pc4,PC4.arff,19,HALSTEAD_DIFFICULTY,numeric
dpp_ref,pc4,PC4.arff,20,HALSTEAD_EFFORT,numeric
dpp_ref,pc4,PC4.arff,21,HALSTEAD_ERROR_EST,numeric
dpp_ref,pc4,PC4.arff,22,HALSTEAD_LENGTH,numeric
dpp_ref,pc4,PC4.arff,23,HALSTEAD_LEVEL,numeric
dpp_ref,pc4,PC4.arff,24,HALSTEAD_PROG_TIME,numeric
dpp_ref,pc4,PC4.arff,25,HALSTEAD_VOLUME,numeric
dpp_ref,pc4,PC4.arff,26,MAINTENANCE_SEVERITY,numeric
dpp_ref,pc4,PC4.arff,27,MODIFIED_CONDITION_COUNT,numeric
dpp_ref,pc4,PC4.arff,28,MULTIPLE_CONDITION_COUNT,numeric
dpp_ref,pc4,PC4.arff,29,NODE_COUNT,numeric
dpp_ref,pc4,PC4.arff,30,NORMALIZED_CYLOMATIC_COMPLEXITY,numeric
dpp_ref,pc4,PC4.arff,31,NUM_OPERANDS,numeric
dpp_ref,pc4,PC4.arff,32,NUM_OPERATORS,numeric
dpp_ref,pc4,PC4.arff,33,NUM_UNIQUE_OPERANDS,numeric
dpp_ref,pc4,PC4.arff,34,NUM_UNIQUE_OPERATORS,numeric
dpp_ref,pc4,PC4.arff,35,NUMBER_OF_LINES,numeric
dpp_ref,pc4,PC4.arff,36,PERCENT_COMMENTS,numeric
dpp_ref,pc4,PC4.arff,37,LOC_TOTAL,numeric
dpp_ref,pc4,PC4.arff,38,Defective,"{Y,N}"
dpp_ref,pc5,PC5.arff,1,LOC_BLANK,numeric
dpp_ref,pc5,PC5.arff,2,BRANCH_COUNT,numeric
dpp_ref,pc5,PC5.arff,3,CALL_PAIRS,numeric
dpp_ref,pc5,PC5.arff,4,LOC_CODE_AND_COMMENT,numeric
dpp_ref,pc5,PC5.arff,5,LOC_COMMENTS,numeric
dpp_ref,pc5,PC5.arff,6,CONDITION_COUNT,numeric
dpp_ref,pc5,PC5.arff,7,CYCLOMATIC_COMPLEXITY,numeric
dpp_ref,pc5,PC5.arff,8,CYCLOMATIC_DENSITY,numeric
dpp_ref,pc5,PC5.arff,9,DECISION_COUNT,numeric
dpp_ref,pc5,PC5.arff,10,DESIGN_COMPLEXITY,numeric
dpp_ref,pc5,PC5.arff,11,DESIGN_DENSITY,numeric
dpp_ref,pc5,PC5.arff,12,EDGE_COUNT,numeric
dpp_ref,pc5,PC5.arff,13,ESSENTIAL_COMPLEXITY,numeric
dpp_ref,pc5,PC5.arff,14,ESSENTIAL_DENSITY,numeric
dpp_ref,pc5,PC5.arff,15,LOC_EXECUTABLE,numeric
dpp_ref,pc5,PC5.arff,16,PARAMETER_COUNT,numeric
dpp_ref,pc5,PC5.arff,17,GLOBAL_DATA_COMPLEXITY,numeric
dpp_ref,pc5,PC5.arff,18,GLOBAL_DATA_DENSITY,numeric
dpp_ref,pc5,PC5.arff,19,HALSTEAD_CONTENT,numeric
dpp_ref,pc5,PC5.arff,20,HALSTEAD_DIFFICULTY,numeric
dpp_ref,pc5,PC5.arff,21,HALSTEAD_EFFORT,numeric
dpp_ref,pc5,PC5.arff,22,HALSTEAD_ERROR_EST,numeric
dpp_ref,pc5,PC5.arff,23,HALSTEAD_LENGTH,numeric
dpp_ref,pc5,PC5.arff,24,HALSTEAD_LEVEL,numeric
dpp_ref,pc5,PC5.arff,25,HALSTEAD_PROG_TIME,numeric
dpp_ref,pc5,PC5.arff,26,HALSTEAD_VOLUME,numeric
dpp_ref,pc5,PC5.arff,27,MAINTENANCE_SEVERITY,numeric
dpp_ref,pc5,PC5.arff,28,MODIFIED_CONDITION_COUNT,numeric
dpp_ref,pc5,PC5.arff,29,MULTIPLE_CONDITION_COUNT,numeric
dpp_ref,pc5,PC5.arff,30,NODE_COUNT,numeric
dpp_ref,pc5,PC5.arff,31,NORMALIZED_CYLOMATIC_COMPLEXITY,numeric
dpp_ref,pc5,PC5.arff,32,NUM_OPERANDS,numeric
dpp_ref,pc5,PC5.arff,33,NUM_OPERATORS,numeric
dpp_ref,pc5,PC5.arff,34,NUM_UNIQUE_OPERANDS,numeric
dpp_ref,pc5,PC5.arff,35,NUM_UNIQUE_OPERATORS,numeric
dpp_ref,pc5,PC5.arff,36,NUMBER_OF_LINES,numeric
dpp_ref,pc5,PC5.arff,37,PERCENT_COMMENTS,numeric
dpp_ref,pc5,PC5.arff,38,LOC_TOTAL,numeric
dpp_ref,pc5,PC5.arff,39,Defective,"{Y,N}"
