concluiu,makespan,makespan_cpm,E_total,S_UR_final,S_UR_maximo,S_PV_final,TW,TL,TU,TR,n_limpas,n_com_erro,n_reportadas,n_adiamentos,taxa_omissao,taxa_falha_efetiva,E_plano,retrabalho_sobre_esforco_total,retrabalho_sobre_plano,divida_latente_sobre_plano,retrabalho_sobre_esforco_realizado,p1_omissao,p1_fuga,p2_ajuda,p2_bloqueio,p3_analitica,hiato_encontrado,hiato_sem_colega_capaz,hiato_sem_colega_livre,hiato_colega_capaz_sem_confianca,competencia_maxima_inicial,competencia_minima_inicial,tarefas_acima_da_competencia_maxima_inicial,n_tarefas,N_req,N_fail,N_blocked,N_success,competencia_maxima_final,ablacoes,retrabalho_gerado,retrabalho_pendente,ocupacao_retrabalho,extensoes_horizonte,motivo_termino,confianca_media_final,regra,limite,arquivo,semente,cenario,violacoes,n_selecoes_p1,n_decisoes,fracao_fuga_p1,fracao_fuga_decisoes,atraso_relativo,q_bin0,q_bin1,q_bin2,q_bin3,q_bin4,q_bin5,q_bin6,q_bin7,q_bin8,q_bin9
False,17664,69,0.002482513852049726,0.0,7.5,185.0,263.0,222.0,105431.0,25.0,34,3,5,91811,0.05,0.13333333333333333,337.0,0.06906077348066299,0.07418397626112759,0.02225519287833828,0.00023598040418723628,0,91811,222,13620,37,13842,13569,4,0,0.6268507180531939,0.4857196752206667,14,60,273,51,0,222,0.6544688518966639,nenhuma,25.0,0.0,26,5,limite_seguranca,0.975,constante,0.2,j6032_1.sm,0,adaptativa,0,91811,105690,1.0,0.8686819945122528,256.0,4034,1,1,5,0,4,0,4,1,87761
False,17664,69,0.0004529669334138608,0.0,2.0,29.0,48.0,0.0,105918.0,2.0,7,1,0,26776,0.016666666666666666,0.016666666666666666,337.0,0.0058997050147492625,0.005934718100890208,0.005934718100890208,1.8873622225577534e-05,0,26776,0,79142,8,79142,13206,0,65936,0.6586427040007742,0.39362113220747674,13,60,0,0,65936,0,0.6586427040007742,nenhuma,2.0,0.0,2,5,limite_seguranca,0.25,constante,0.2,j6032_1.sm,1,centralizada,0,26776,105926,1.0,0.252780242811019,256.0,26776,0,0,0,0,0,0,0,0,0
True,182,69,0.44681933842239185,0.0,2.0,333.0,439.0,247.0,277.0,19.5,59,1,6,184,0.016666666666666666,0.11666666666666667,337.0,0.0546984572230014,0.057863501483679525,0.005934718100890208,0.01984732824427481,0,184,247,93,60,340,45,16,0,0.6586427040007742,0.39362113220747674,13,60,295,48,0,247,0.6586427040007742,nenhuma,19.5,0.0,21,0,terminal,1.0,constante,0.2,j6032_1.sm,1,adaptativa,0,184,584,1.0,0.3150684931506849,2.63768115942029,79,3,4,0,5,0,3,2,3,85
False,17664,69,0.0011984919762377732,0.0,10.5,56.0,127.0,0.0,105821.0,18.5,11,4,1,52857,0.06666666666666667,0.08333333333333333,337.0,0.052039381153305204,0.05489614243323442,0.03115727002967359,0.0001745834768535339,0,52857,0,52964,15,52964,0,4,52964,0.7659648859265082,0.2570239140832174,2,60,0,0,52964,0,0.7659648859265082,nenhuma,18.5,0.0,20,5,limite_seguranca,0.25,constante,0.2,j6032_1.sm,2,centralizada,0,52857,105836,1.0,0.4994236365697872,256.0,17650,0,0,0,0,1,0,0,1,35205
True,389,69,0.2063960081651168,0.0,3.5,321.0,455.0,360.0,1356.0,33.5,57,3,7,1319,0.05,0.16666666666666666,337.0,0.09041835357624832,0.09940652818991098,0.010385756676557863,0.015196189612156952,0,1319,360,37,60,397,1,6,0,0.7659648859265082,0.2570239140832174,2,60,396,36,0,360,0.7659648859265082,nenhuma,33.5,0.0,35,0,terminal,0.9878629802088007,constante,0.2,j6032_1.sm,2,adaptativa,0,1319,1776,1.0,0.7426801801801802,5.63768115942029,107,0,0,2,0,0,2,0,1,1207
False,17664,69,0.0007076740170407904,0.0,10.0,20.0,75.0,0.0,105891.0,15.0,6,4,0,39794,0.06666666666666667,0.06666666666666667,337.0,0.04261363636363636,0.04451038575667656,0.02967359050445104,0.00014153480340815808,0,39794,0,66097,10,66097,0,0,66097,0.794910294566222,0.24332019624229823,0,60,0,0,66097,0,0.794910294566222,nenhuma,15.0,0.0,16,5,limite_seguranca,0.25,constante,0.2,j6032_1.sm,3,centralizada,0,39794,105901,1.0,0.3757660456464056,256.0,22195,0,0,0,0,0,0,0,0,17599
True,528,69,0.15123334473761613,0.0,2.5,328.0,459.0,430.0,2106.0,40.04495517405168,58,2,11,2067,0.03333333333333333,0.21666666666666667,337.0,0.10620737560476338,0.11882776016039075,0.00741839762611276,0.013194188476775037,0,2067,430,39,60,469,0,2,0,0.794910294566222,0.24332019624229823,0,60,469,39,0,430,0.794910294566222,nenhuma,40.04495517405168,0.0,43,0,terminal,0.9666666666666667,constante,0.2,j6032_1.sm,3,adaptativa,0,2067,2596,1.0,0.7962249614791987,7.6521739130434785,119,2,2,0,3,0,3,1,2,1935
False,27648,108,0.0,0.0,0.0,0.0,0.0,0.0,165888.0,0.0,0,0,0,39444,0.0,0.0,334.0,0.0,0.0,0.0,0.0,0,39444,0,126444,0,126444,21202,0,105242,0.6268507180531939,0.4857196752206667,21,60,0,0,105242,0,0.6268507180531939,nenhuma,0.0,0,0,5,limite_seguranca,0.25,constante,0.2,j6043_1.sm,0,centralizada,0,39444,165888,1.0,0.23777488425925927,256.0,39444,0,0,0,0,0,0,0,0,0
False,27648,108,0.0020202629357134244,0.0,5.0,237.0,335.0,452.0,165005.0,28.0,43,4,6,164904,0.06666666666666667,0.16666666666666666,334.0,0.07734806629834254,0.08383233532934131,0.014970059880239521,0.0001688577976118683,0,164904,452,101,47,553,51,0,0,0.6268507180531939,0.4857196752206667,21,60,502,50,0,452,0.6268507180531939,nenhuma,28.0,0.0,30,5,limite_seguranca,0.9983333333333334,constante,0.2,j6043_1.sm,0,adaptativa,0,164904,165504,1.0,0.9963747099767981,256.0,85,0,2,2,2,2,2,1,3,164805
False,27648,108,0.0,0.0,0.0,0.0,0.0,0.0,165888.0,0.0,0,0,0,39319,0.0,0.0,334.0,0.0,0.0,0.0,0.0,0,39319,0,126569,0,126569,21191,0,105378,0.6586427040007742,0.39362113220747674,20,60,0,0,105378,0,0.6586427040007742,nenhuma,0.0,0,0,5,limite_seguranca,0.25,constante,0.2,j6043_1.sm,1,centralizada,0,39319,165888,1.0,0.2370213638117284,256.0,39319,0,0,0,0,0,0,0,0,0
True,270,108,0.3202536662703131,0.0,4.5,316.0,404.0,455.0,354.0,48.5,57,3,11,237,0.05,0.23333333333333334,334.0,0.12679738562091503,0.14520958083832336,0.01347305389221557,0.038446294094332145,0,237,455,117,60,572,61,0,0,0.6586427040007742,0.39362113220747674,20,60,511,56,0,455,0.6586427040007742,nenhuma,48.5,0.0,52,0,terminal,0.9983333333333334,constante,0.2,j6043_1.sm,1,adaptativa,0,237,869,1.0,0.2727272727272727,2.5,129,2,0,3,1,3,2,4,4,89
False,27648,108,0.0005667772083207717,0.0,12.0,23.0,94.0,0.0,165734.0,22.0,4,5,1,151569,0.08333333333333333,0.1,334.0,0.06179775280898876,0.0658682634730539,0.03592814371257485,0.00013264998492613808,0,151569,0,14165,9,14165,0,0,14165,0.7659648859265082,0.2570239140832174,6,60,0,0,14165,0,0.7659648859265082,nenhuma,22.0,0.0,24,5,limite_seguranca,0.25,constante,0.2,j6043_1.sm,2,centralizada,0,151569,165743,1.0,0.91448205957416,256.0,6537,5,2,4,3,2,4,1,4,145007
True,304,108,0.29348556077904636,0.0,4.0,320.0,437.0,476.0,536.0,40.0,57,3,10,455,0.05,0.21666666666666667,334.0,0.10695187165775401,0.11976047904191617,0.011976047904191617,0.026863666890530557,0,455,476,81,60,557,35,2,0,0.7659648859265082,0.2570239140832174,6,60,522,46,0,476,0.7659648859265082,nenhuma,40.0,0.0,45,0,terminal,0.9875475992107873,constante,0.2,j6043_1.sm,2,adaptativa,0,455,1072,1.0,0.4244402985074627,2.814814814814815,145,4,4,2,2,2,1,3,2,290
False,27648,108,0.0004642553525024569,0.0,14.5,17.0,77.0,0.0,165762.0,18.0,2,5,0,55272,0.08333333333333333,0.08333333333333333,334.0,0.05113636363636364,0.05389221556886228,0.04341317365269461,0.0001085272252603146,0,55272,0,110490,7,110490,0,0,110490,0.794910294566222,0.24332019624229823,4,60,0,0,110490,0,0.794910294566222,nenhuma,18.0,0.0,19,5,limite_seguranca,0.25,constante,0.2,j6043_1.sm,3,centralizada,0,55272,165769,1.0,0.3334278423589453,256.0,27679,0,0,0,0,0,0,0,0,27593
False,27648,108,0.0022193542161699255,0.0,2.5,267.0,368.0,526.0,164890.0,30.0,46,2,8,164842,0.03333333333333333,0.16666666666666666,334.0,0.08241758241758242,0.08982035928143713,0.0074850299401197605,0.00018092561544863522,0,164842,526,48,48,574,0,0,0,0.794910294566222,0.24332019624229823,4,60,574,48,0,526,0.794910294566222,nenhuma,30.0,0.0,34,5,limite_seguranca,0.9881823491062329,constante,0.2,j6043_1.sm,3,adaptativa,0,164842,165464,1.0,0.9962408741478509,256.0,120,0,1,3,0,3,0,3,3,164709
False,21760,85,0.0,0.0,0.0,0.0,0.0,0.0,130560.0,0.0,0,0,0,129945,0.0,0.0,323.0,0.0,0.0,0.0,0.0,0,129945,0,615,0,615,160,0,455,0.6268507180531939,0.4857196752206667,16,60,0,0,455,0,0.6268507180531939,nenhuma,0.0,0,0,5,limite_seguranca,0.25,constante,0.3,j6010_1.sm,0,centralizada,0,129945,130560,1.0,0.9952895220588235,256.0,243,12,6,3,4,3,4,4,4,129662
False,21760,85,0.0018465522723702913,0.0,0.0,183.0,241.0,243.0,130015.0,14.5,31,0,4,129924,0.0,0.06666666666666667,323.0,0.04296296296296296,0.04489164086687306,0.0,0.0001110996180471752,0,129924,243,91,31,334,73,0,0,0.6268507180531939,0.4857196752206667,16,60,261,18,0,243,0.7989165525643834,nenhuma,14.5,0.0,16,5,limite_seguranca,1.0,constante,0.3,j6010_1.sm,0,adaptativa,0,129924,130289,1.0,0.9971985355632479,256.0,66,3,3,4,3,3,2,2,5,129833
False,21760,85,0.0,0.0,0.0,0.0,0.0,0.0,130560.0,0.0,0,0,0,129957,0.0,0.0,323.0,0.0,0.0,0.0,0.0,0,129957,0,603,0,603,73,0,530,0.6586427040007742,0.39362113220747674,14,60,0,0,530,0,0.6586427040007742,nenhuma,0.0,0,0,5,limite_seguranca,0.25,constante,0.3,j6010_1.sm,1,centralizada,0,129957,130560,1.0,0.9953814338235294,256.0,283,10,6,4,7,3,4,3,3,129634
False,21760,85,0.00211478857860922,0.0,4.5,201.0,276.0,232.0,129973.0,28.5,35,2,6,114777,0.03333333333333333,0.13333333333333333,323.0,0.08108108108108109,0.08823529411764706,0.01393188854489164,0.00021837490757377814,0,114777,232,15196,37,15428,15171,10,0,0.6586427040007742,0.39362113220747674,14,60,257,25,0,232,0.6668157702871192,nenhuma,28.5,0.0,30,5,limite_seguranca,0.9883333333333333,constante,0.3,j6010_1.sm,1,adaptativa,0,114777,130242,1.0,0.8812595015432809,256.0,6552,5,2,2,0,1,0,2,1,108212
False,21760,85,0.0,0.0,0.0,0.0,0.0,0.0,130560.0,0.0,0,0,0,130034,0.0,0.0,323.0,0.0,0.0,0.0,0.0,0,130034,0,526,0,526,153,0,373,0.7659648859265082,0.2570239140832174,4,60,0,0,373,0,0.7659648859265082,nenhuma,0.0,0,0,5,limite_seguranca,0.25,constante,0.3,j6010_1.sm,2,centralizada,0,130034,130560,1.0,0.9959712009803922,256.0,219,8,5,3,7,5,2,5,5,129775
False,21760,85,0.0020764215059036265,0.0,3.5,205.0,271.0,252.0,129972.0,18.0,33,2,4,120070,0.03333333333333333,0.1,323.0,0.05278592375366569,0.05572755417956656,0.010835913312693499,0.00013791729559507483,0,120070,252,9902,35,10154,9872,2,0,0.7659648859265082,0.2570239140832174,4,60,282,30,0,252,0.7769710293687151,nenhuma,18.0,0.0,19,5,limite_seguranca,1.0,constante,0.3,j6010_1.sm,2,adaptativa,0,120070,130259,1.0,0.9217789173876662,256.0,4229,2,2,3,2,2,2,1,3,115824
False,21760,85,0.0,0.0,0.0,0.0,0.0,0.0,130560.0,0.0,0,0,0,130076,0.0,0.0,323.0,0.0,0.0,0.0,0.0,0,130076,0,484,0,484,84,0,400,0.794910294566222,0.24332019624229823,3,60,0,0,400,0,0.794910294566222,nenhuma,0.0,0,0,5,limite_seguranca,0.25,constante,0.3,j6010_1.sm,3,centralizada,0,130076,130560,1.0,0.9962928921568628,256.0,198,9,7,5,4,5,4,3,6,129835
False,21760,85,0.001616461863757546,0.0,4.0,161.0,211.0,254.0,130057.0,10.0,27,1,3,130006,0.016666666666666666,0.06666666666666667,323.0,0.03003003003003003,0.030959752321981424,0.01238390092879257,7.66095670027273e-05,0,130006,254,51,28,305,16,3,0,0.794910294566222,0.24332019624229823,3,60,289,35,0,254,0.794910294566222,nenhuma,10.0,0.0,11,5,limite_seguranca,1.0,constante,0.3,j6010_1.sm,3,adaptativa,0,130006,130339,1.0,0.9974451238692947,256.0,38,6,3,3,3,2,3,4,2,129942
False,19456,76,0.0,0.0,0.0,0.0,0.0,0.0,116736.0,0.0,0,0,0,26288,0.0,0.0,332.0,0.0,0.0,0.0,0.0,0,26288,0,90448,0,90448,15210,0,75238,0.6268507180531939,0.4857196752206667,18,60,0,0,75238,0,0.6268507180531939,nenhuma,0.0,0,0,5,limite_seguranca,0.25,constante,0.3,j6021_1.sm,0,centralizada,0,26288,116736,1.0,0.22519188596491227,256.0,26288,0,0,0,0,0,0,0,0,0
False,19456,76,0.0022745121600569913,0.0,4.5,201.0,265.0,236.0,115975.0,32.5,36,1,9,100855,0.016666666666666666,0.16666666666666666,332.0,0.08916323731138547,0.09789156626506024,0.01355421686746988,0.0002789496045352914,0,100855,236,15120,37,15356,15109,0,0,0.6268507180531939,0.4857196752206667,18,60,247,11,0,236,0.6555268832101213,nenhuma,32.5,0.0,35,5,limite_seguranca,1.0,constante,0.3,j6021_1.sm,0,adaptativa,0,100855,116248,1.0,0.8675848186635469,256.0,4278,1,2,3,0,4,3,4,4,96556
False,19456,76,0.0,0.0,0.0,0.0,0.0,0.0,116736.0,0.0,0,0,0,26186,0.0,0.0,332.0,0.0,0.0,0.0,0.0,0,26186,0,90550,0,90550,15155,0,75395,0.6586427040007742,0.39362113220747674,17,60,0,0,75395,0,0.6586427040007742,nenhuma,0.0,0,0,5,limite_seguranca,0.25,constante,0.3,j6021_1.sm,1,centralizada,0,26186,116736,1.0,0.22431811951754385,256.0,26186,0,0,0,0,0,0,0,0,0
False,19456,76,0.0025665236051502145,0.0,4.5,209.0,299.0,208.0,115956.0,37.0,36,3,8,102143,0.05,0.18333333333333332,332.0,0.1002710027100271,0.11144578313253012,0.01355421686746988,0.00031759656652360517,0,102143,208,13813,39,14021,13799,0,0,0.6586427040007742,0.39362113220747674,17,60,222,14,0,208,0.6989916828163643,nenhuma,37.0,0.0,41,5,limite_seguranca,1.0,constante,0.3,j6021_1.sm,1,adaptativa,0,102143,116203,1.0,0.8790048449695791,256.0,5569,6,6,3,3,2,4,0,5,96545
False,19456,76,0.0007028340497383657,0.0,4.0,48.0,82.0,0.0,116581.0,7.5,10,1,1,89534,0.016666666666666666,0.03333333333333333,332.0,0.022091310751104567,0.022590361445783132,0.012048192771084338,6.428360211021638e-05,0,89534,0,27047,11,27047,286,0,26761,0.7659648859265082,0.2570239140832174,6,60,0,0,26761,0,0.7659648859265082,nenhuma,7.5,0.0,8,5,limite_seguranca,0.25,constante,0.3,j6021_1.sm,2,centralizada,0,89534,116592,1.0,0.7679257581995335,256.0,11923,3,8,5,3,4,3,3,3,77579
False,19456,76,0.002574378073163825,0.0,4.5,224.0,300.0,156.0,116055.0,22.0,38,2,5,116029,0.03333333333333333,0.11666666666666667,332.0,0.062146892655367235,0.06626506024096386,0.01355421686746988,0.00018878772536534715,0,116029,156,26,40,182,17,0,0,0.7659648859265082,0.2570239140832174,6,60,165,9,0,156,0.7659648859265082,nenhuma,22.0,0.0,24,5,limite_seguranca,1.0,constante,0.3,j6021_1.sm,2,adaptativa,0,116029,116251,1.0,0.9980903390078365,256.0,44,5,4,5,1,2,0,3,2,115963
False,19456,76,0.0011144783598307708,0.0,6.5,67.0,130.0,0.0,116506.0,10.5,13,3,0,47806,0.05,0.05,332.0,0.030656934306569343,0.03162650602409638,0.01957831325301205,9.001555983248533e-05,0,47806,0,68700,16,68700,0,0,68700,0.794910294566222,0.24332019624229823,2,60,0,0,68700,0,0.794910294566222,nenhuma,10.5,0.0,11,5,limite_seguranca,0.25,constante,0.3,j6021_1.sm,3,centralizada,0,47806,116522,1.0,0.41027445460942996,256.0,28404,0,0,0,0,0,0,0,0,19402
False,19456,76,0.002951320372689991,0.0,5.0,231.0,344.0,284.0,115892.0,38.0,40,5,6,115860,0.08333333333333333,0.18333333333333332,332.0,0.10270270270270271,0.1144578313253012,0.015060240963855422,0.0003260179481459874,0,115860,284,32,45,316,3,0,0,0.794910294566222,0.24332019624229823,2,60,313,29,0,284,0.794910294566222,nenhuma,38.0,0.0,41,5,limite_seguranca,1.0,constante,0.3,j6021_1.sm,3,adaptativa,0,115860,116221,1.0,0.9968938487880847,256.0,90,2,1,3,0,4,0,3,1,115756
False,17664,69,0.0004529626588908077,0.0,2.0,29.0,48.0,0.0,105919.0,2.0,7,1,0,26848,0.016666666666666666,0.016666666666666666,337.0,0.0058997050147492625,0.005934718100890208,0.005934718100890208,1.887344412045032e-05,0,26848,0,79071,8,79071,13195,0,65876,0.6268507180531939,0.4857196752206667,14,60,0,0,65876,0,0.6268507180531939,nenhuma,2.0,0.0,2,5,limite_seguranca,0.25,constante,0.3,j6032_1.sm,0,centralizada,0,26848,105927,1.0,0.25345756983583034,256.0,26848,0,0,0,0,0,0,0,0,0
False,17664,69,0.002482513852049726,0.0,7.5,185.0,263.0,222.0,105431.0,25.0,34,3,5,91811,0.05,0.13333333333333333,337.0,0.06906077348066299,0.07418397626112759,0.02225519287833828,0.00023598040418723628,0,91811,222,13620,37,13842,13569,4,0,0.6268507180531939,0.4857196752206667,14,60,273,51,0,222,0.6544688518966639,nenhuma,25.0,0.0,26,5,limite_seguranca,0.975,constante,0.3,j6032_1.sm,0,adaptativa,0,91811,105690,1.0,0.8686819945122528,256.0,4034,1,1,5,0,4,0,4,1,87761
False,17664,69,0.0004529669334138608,0.0,2.0,29.0,48.0,0.0,105918.0,2.0,7,1,0,26776,0.016666666666666666,0.016666666666666666,337.0,0.0058997050147492625,0.005934718100890208,0.005934718100890208,1.8873622225577534e-05,0,26776,0,79142,8,79142,13206,0,65936,0.6586427040007742,0.39362113220747674,13,60,0,0,65936,0,0.6586427040007742,nenhuma,2.0,0.0,2,5,limite_seguranca,0.25,constante,0.3,j6032_1.sm,1,centralizada,0,26776,105926,1.0,0.252780242811019,256.0,26776,0,0,0,0,0,0,0,0,0
True,182,69,0.44681933842239185,0.0,2.0,333.0,439.0,247.0,277.0,19.5,59,1,6,184,0.016666666666666666,0.11666666666666667,337.0,0.0546984572230014,0.057863501483679525,0.005934718100890208,0.01984732824427481,0,184,247,93,60,340,45,16,0,0.6586427040007742,0.39362113220747674,13,60,295,48,0,247,0.6586427040007742,nenhuma,19.5,0.0,21,0,terminal,1.0,constante,0.3,j6032_1.sm,1,adaptativa,0,184,584,1.0,0.3150684931506849,2.63768115942029,79,3,4,0,5,0,3,2,3,85
False,17664,69,0.0011984919762377732,0.0,10.5,56.0,127.0,0.0,105821.0,18.5,11,4,1,52857,0.06666666666666667,0.08333333333333333,337.0,0.052039381153305204,0.05489614243323442,0.03115727002967359,0.0001745834768535339,0,52857,0,52964,15,52964,0,4,52964,0.7659648859265082,0.2570239140832174,2,60,0,0,52964,0,0.7659648859265082,nenhuma,18.5,0.0,20,5,limite_seguranca,0.25,constante,0.3,j6032_1.sm,2,centralizada,0,52857,105836,1.0,0.4994236365697872,256.0,17650,0,0,0,0,1,0,0,1,35205
True,389,69,0.2063960081651168,0.0,3.5,321.0,455.0,360.0,1356.0,33.5,57,3,7,1319,0.05,0.16666666666666666,337.0,0.09041835357624832,0.09940652818991098,0.010385756676557863,0.015196189612156952,0,1319,360,37,60,397,1,6,0,0.7659648859265082,0.2570239140832174,2,60,396,36,0,360,0.7659648859265082,nenhuma,33.5,0.0,35,0,terminal,0.9878629802088007,constante,0.3,j6032_1.sm,2,adaptativa,0,1319,1776,1.0,0.7426801801801802,5.63768115942029,107,0,0,2,0,0,2,0,1,1207
False,17664,69,0.0007076740170407904,0.0,10.0,20.0,75.0,0.0,105891.0,15.0,6,4,0,39794,0.06666666666666667,0.06666666666666667,337.0,0.04261363636363636,0.04451038575667656,0.02967359050445104,0.00014153480340815808,0,39794,0,66097,10,66097,0,0,66097,0.794910294566222,0.24332019624229823,0,60,0,0,66097,0,0.794910294566222,nenhuma,15.0,0.0,16,5,limite_seguranca,0.25,constante,0.3,j6032_1.sm,3,centralizada,0,39794,105901,1.0,0.3757660456464056,256.0,22195,0,0,0,0,0,0,0,0,17599
True,528,69,0.15123334473761613,0.0,2.5,328.0,459.0,430.0,2106.0,40.04495517405168,58,2,11,2067,0.03333333333333333,0.21666666666666667,337.0,0.10620737560476338,0.11882776016039075,0.00741839762611276,0.013194188476775037,0,2067,430,39,60,469,0,2,0,0.794910294566222,0.24332019624229823,0,60,469,39,0,430,0.794910294566222,nenhuma,40.04495517405168,0.0,43,0,terminal,0.9666666666666667,constante,0.3,j6032_1.sm,3,adaptativa,0,2067,2596,1.0,0.7962249614791987,7.6521739130434785,119,2,2,0,3,0,3,1,2,1935
False,27648,108,0.0,0.0,0.0,0.0,0.0,0.0,165888.0,0.0,0,0,0,39444,0.0,0.0,334.0,0.0,0.0,0.0,0.0,0,39444,0,126444,0,126444,21202,0,105242,0.6268507180531939,0.4857196752206667,21,60,0,0,105242,0,0.6268507180531939,nenhuma,0.0,0,0,5,limite_seguranca,0.25,constante,0.3,j6043_1.sm,0,centralizada,0,39444,165888,1.0,0.23777488425925927,256.0,39444,0,0,0,0,0,0,0,0,0
False,27648,108,0.0020202629357134244,0.0,5.0,237.0,335.0,452.0,165005.0,28.0,43,4,6,164904,0.06666666666666667,0.16666666666666666,334.0,0.07734806629834254,0.08383233532934131,0.014970059880239521,0.0001688577976118683,0,164904,452,101,47,553,51,0,0,0.6268507180531939,0.4857196752206667,21,60,502,50,0,452,0.6268507180531939,nenhuma,28.0,0.0,30,5,limite_seguranca,0.9983333333333334,constante,0.3,j6043_1.sm,0,adaptativa,0,164904,165504,1.0,0.9963747099767981,256.0,85,0,2,2,2,2,2,1,3,164805
False,27648,108,0.0,0.0,0.0,0.0,0.0,0.0,165888.0,0.0,0,0,0,39319,0.0,0.0,334.0,0.0,0.0,0.0,0.0,0,39319,0,126569,0,126569,21191,0,105378,0.6586427040007742,0.39362113220747674,20,60,0,0,105378,0,0.6586427040007742,nenhuma,0.0,0,0,5,limite_seguranca,0.25,constante,0.3,j6043_1.sm,1,centralizada,0,39319,165888,1.0,0.2370213638117284,256.0,39319,0,0,0,0,0,0,0,0,0
True,270,108,0.3202536662703131,0.0,4.5,316.0,404.0,455.0,354.0,48.5,57,3,11,237,0.05,0.23333333333333334,334.0,0.12679738562091503,0.14520958083832336,0.01347305389221557,0.038446294094332145,0,237,455,117,60,572,61,0,0,0.6586427040007742,0.39362113220747674,20,60,511,56,0,455,0.6586427040007742,nenhuma,48.5,0.0,52,0,terminal,0.9983333333333334,constante,0.3,j6043_1.sm,1,adaptativa,0,237,869,1.0,0.2727272727272727,2.5,129,2,0,3,1,3,2,4,4,89
False,27648,108,0.0005667772083207717,0.0,12.0,23.0,94.0,0.0,165734.0,22.0,4,5,1,151569,0.08333333333333333,0.1,334.0,0.06179775280898876,0.0658682634730539,0.03592814371257485,0.00013264998492613808,0,151569,0,14165,9,14165,0,0,14165,0.7659648859265082,0.2570239140832174,6,60,0,0,14165,0,0.7659648859265082,nenhuma,22.0,0.0,24,5,limite_seguranca,0.25,constante,0.3,j6043_1.sm,2,centralizada,0,151569,165743,1.0,0.91448205957416,256.0,6537,5,2,4,3,2,4,1,4,145007
True,304,108,0.29348556077904636,0.0,4.0,320.0,437.0,476.0,536.0,40.0,57,3,10,455,0.05,0.21666666666666667,334.0,0.10695187165775401,0.11976047904191617,0.011976047904191617,0.026863666890530557,0,455,476,81,60,557,35,2,0,0.7659648859265082,0.2570239140832174,6,60,522,46,0,476,0.7659648859265082,nenhuma,40.0,0.0,45,0,terminal,0.9875475992107873,constante,0.3,j6043_1.sm,2,adaptativa,0,455,1072,1.0,0.4244402985074627,2.814814814814815,145,4,4,2,2,2,1,3,2,290
False,27648,108,0.0004642553525024569,0.0,14.5,17.0,77.0,0.0,165762.0,18.0,2,5,0,55272,0.08333333333333333,0.08333333333333333,334.0,0.05113636363636364,0.05389221556886228,0.04341317365269461,0.0001085272252603146,0,55272,0,110490,7,110490,0,0,110490,0.794910294566222,0.24332019624229823,4,60,0,0,110490,0,0.794910294566222,nenhuma,18.0,0.0,19,5,limite_seguranca,0.25,constante,0.3,j6043_1.sm,3,centralizada,0,55272,165769,1.0,0.3334278423589453,256.0,27679,0,0,0,0,0,0,0,0,27593
False,27648,108,0.0022193542161699255,0.0,2.5,267.0,368.0,526.0,164890.0,30.0,46,2,8,164842,0.03333333333333333,0.16666666666666666,334.0,0.08241758241758242,0.08982035928143713,0.0074850299401197605,0.00018092561544863522,0,164842,526,48,48,574,0,0,0,0.794910294566222,0.24332019624229823,4,60,574,48,0,526,0.794910294566222,nenhuma,30.0,0.0,34,5,limite_seguranca,0.9881823491062329,constante,0.3,j6043_1.sm,3,adaptativa,0,164842,165464,1.0,0.9962408741478509,256.0,120,0,1,3,0,3,0,3,3,164709
False,21760,85,0.0,0.0,0.0,0.0,0.0,0.0,130560.0,0.0,0,0,0,129945,0.0,0.0,323.0,0.0,0.0,0.0,0.0,0,129945,0,615,0,615,160,0,455,0.6268507180531939,0.4857196752206667,16,60,0,0,455,0,0.6268507180531939,nenhuma,0.0,0,0,5,limite_seguranca,0.25,constante,0.4,j6010_1.sm,0,centralizada,0,129945,130560,1.0,0.9952895220588235,256.0,243,12,6,3,4,3,4,4,4,129662
False,21760,85,0.0018465522723702913,0.0,0.0,183.0,241.0,243.0,130015.0,14.5,31,0,4,129924,0.0,0.06666666666666667,323.0,0.04296296296296296,0.04489164086687306,0.0,0.0001110996180471752,0,129924,243,91,31,334,73,0,0,0.6268507180531939,0.4857196752206667,16,60,261,18,0,243,0.7989165525643834,nenhuma,14.5,0.0,16,5,limite_seguranca,1.0,constante,0.4,j6010_1.sm,0,adaptativa,0,129924,130289,1.0,0.9971985355632479,256.0,66,3,3,4,3,3,2,2,5,129833
False,21760,85,0.0,0.0,0.0,0.0,0.0,0.0,130560.0,0.0,0,0,0,129957,0.0,0.0,323.0,0.0,0.0,0.0,0.0,0,129957,0,603,0,603,73,0,530,0.6586427040007742,0.39362113220747674,14,60,0,0,530,0,0.6586427040007742,nenhuma,0.0,0,0,5,limite_seguranca,0.25,constante,0.4,j6010_1.sm,1,centralizada,0,129957,130560,1.0,0.9953814338235294,256.0,283,10,6,4,7,3,4,3,3,129634
False,21760,85,0.00211478857860922,0.0,4.5,201.0,276.0,232.0,129973.0,28.5,35,2,6,114777,0.03333333333333333,0.13333333333333333,323.0,0.08108108108108109,0.08823529411764706,0.01393188854489164,0.00021837490757377814,0,114777,232,15196,37,15428,15171,10,0,0.6586427040007742,0.39362113220747674,14,60,257,25,0,232,0.6668157702871192,nenhuma,28.5,0.0,30,5,limite_seguranca,0.9883333333333333,constante,0.4,j6010_1.sm,1,adaptativa,0,114777,130242,1.0,0.8812595015432809,256.0,6552,5,2,2,0,1,0,2,1,108212
