arquivo,semente,cenario,t,P,bateria_media,mu_cog,mu_rede,S_PV,S_UR,concluidas,confianca_media,retrabalho_pendente
j6016_1.sm,4,adaptativa,66,0.8061870023924382,0.3773034121526902,0.6446276571185993,0.7882367307427501,118.0,1.0000000000000009,25,0.9366666666666666,2.329843998256062
j6016_1.sm,4,adaptativa,67,0.819056163470212,0.36110648461299033,0.6378213400213695,0.7644853380548643,127.0,8.881784197001252e-16,26,0.9366666666666666,0.32984399825606214
j6016_1.sm,4,adaptativa,68,0.8181982193983606,0.3487820446531111,0.6364214033652958,0.7876491001248942,127.0,8.881784197001252e-16,26,0.9349999999999999,0.0
j6016_1.sm,4,adaptativa,69,0.8310673804761344,0.3231205861855186,0.6320482947908296,0.787020792098279,127.0,8.881784197001252e-16,26,0.9333333333333332,0.0
j6016_1.sm,4,adaptativa,70,0.8439365415539082,0.2974591277179262,0.6282451704729662,0.7863511327746412,136.0,8.881784197001252e-16,27,0.9316666666666666,0.0
j6016_1.sm,4,adaptativa,71,0.8430785974820567,0.2667579939519045,0.6219144615194528,0.7626357045549211,136.0,8.881784197001252e-16,27,0.9316666666666666,0.0
j6016_1.sm,4,adaptativa,72,0.8559477585598305,0.2360568601858828,0.6104654096920751,0.7626357045549211,136.0,8.881784197001252e-16,27,0.9316666666666666,0.0
j6016_1.sm,4,adaptativa,73,0.8688169196376043,0.20973387699738547,0.6027260599895581,0.7626357045549211,144.0,8.881784197001252e-16,28,0.9316666666666666,0.0
j6016_1.sm,4,adaptativa,74,0.8679589755657526,0.1963495532035208,0.6003872576159597,0.7626357045549211,144.0,8.881784197001252e-16,28,0.9316666666666666,0.0
j6016_1.sm,4,adaptativa,75,0.8808281366435264,0.18296522940965612,0.5949625333663228,0.7626357045549211,144.0,8.881784197001252e-16,28,0.9316666666666666,0.0
j6016_1.sm,4,adaptativa,76,0.8936972977213005,0.16958090561579145,0.5886734778990892,0.7626357045549211,149.0,8.881784197001252e-16,29,0.9316666666666666,0.0
j6016_1.sm,4,adaptativa,77,0.8928393536494488,0.15339200343887935,0.5816539541371105,0.7626357045549211,149.0,8.881784197001252e-16,29,0.9316666666666666,0.0
j6016_1.sm,4,adaptativa,78,0.9057085147272226,0.13720310126196722,0.5723624262293184,0.7626357045549211,149.0,8.881784197001252e-16,29,0.9316666666666666,0.0
j6016_1.sm,4,adaptativa,79,0.9185776758049964,0.1210141990850551,0.5668883961961105,0.7626357045549211,167.0,8.881784197001252e-16,31,0.9316666666666666,0.0
j6016_1.sm,4,adaptativa,80,0.9039926265835194,0.10482529690814298,0.5682502966876356,0.7626357045549211,175.0,8.728286441767644,32,0.9316666666666666,8.728286441767644
j6016_1.sm,4,adaptativa,81,0.903134682511668,0.08863639473123086,0.5668149365645511,0.7626357045549211,175.0,8.728286441767644,32,0.9316666666666666,8.728286441767644
j6016_1.sm,4,adaptativa,82,0.9160038435894418,0.07244749255431873,0.5632025823814839,0.7626357045549211,190.0,8.728286441767644,35,0.9316666666666666,8.728286441767644
j6016_1.sm,4,adaptativa,83,0.8876916892183393,0.012887299496839885,0.5528603383947751,0.7626357045549211,190.0,8.728286441767644,35,0.9316666666666666,13.883301460631206
j6016_1.sm,4,adaptativa,84,0.9005608502961131,0.0,0.5499999999999999,0.7626357045549211,190.0,8.728286441767644,35,0.9316666666666666,13.883301460631206
j6016_1.sm,4,adaptativa,85,0.9134300113738869,0.0,0.5499999999999999,0.7626357045549211,190.0,8.728286441767644,35,0.9316666666666666,13.883301460631206
j6016_1.sm,4,adaptativa,86,0.9262991724516607,0.0,0.5499999999999999,0.7626357045549211,190.0,8.728286441767644,35,0.9316666666666666,13.883301460631206
j6016_1.sm,4,adaptativa,87,0.9391683335294347,0.0,0.5499999999999999,0.7626357045549211,193.0,0.0,36,0.9316666666666666,13.883301460631206
j6016_1.sm,4,adaptativa,88,0.938310389457583,0.0,0.5499999999999999,0.7626357045549211,198.0,0.0,37,0.9316666666666666,13.883301460631206
j6016_1.sm,4,adaptativa,89,0.9374524453857316,0.0,0.5499999999999999,0.7626357045549211,203.0,0.0,38,0.9316666666666666,16.35150454091157
j6016_1.sm,4,adaptativa,90,0.9365945013138799,0.0,0.5499999999999999,0.7626357045549211,203.0,0.0,38,0.9316666666666666,25.0605543517083
j6016_1.sm,4,adaptativa,91,0.9494636623916539,0.0,0.5499999999999999,0.7626357045549211,203.0,0.0,38,0.9316666666666666,25.0605543517083
j6016_1.sm,4,adaptativa,92,0.9623328234694277,0.0,0.5499999999999999,0.7626357045549211,203.0,0.0,39,0.9316666666666666,25.0605543517083
j6016_1.sm,4,adaptativa,93,0.961474879397576,0.0,0.5499999999999999,0.7626357045549211,212.0,0.0,40,0.9316666666666666,24.060554351708305
j6016_1.sm,4,adaptativa,94,0.9606169353257246,0.0,0.5499999999999999,0.7626357045549211,222.0,0.0,42,0.9316666666666666,22.060554351708305
j6016_1.sm,4,adaptativa,95,0.9460318861042476,0.0,0.5499999999999999,0.7626357045549211,222.0,0.0,42,0.9316666666666666,27.161588633579246
j6016_1.sm,4,adaptativa,96,0.9589010471820212,0.0,0.5499999999999999,0.7626357045549211,227.0,0.0,43,0.9316666666666666,24.161588633579242
j6016_1.sm,4,adaptativa,97,0.9580431031101697,0.0,0.5499999999999999,0.7626357045549211,227.0,0.0,43,0.9316666666666666,33.85577977742416
j6016_1.sm,4,adaptativa,98,0.9709122641879435,0.0,0.5499999999999999,0.7626357045549211,227.0,0.0,43,0.9316666666666666,31.85577977742416
j6016_1.sm,4,adaptativa,99,0.9837814252657173,0.0,0.5499999999999999,0.7626357045549211,227.0,0.0,43,0.9316666666666666,30.7007647585606
j6016_1.sm,4,adaptativa,100,0.9966505863434911,0.0,0.5499999999999999,0.7626357045549211,227.0,0.0,43,0.9316666666666666,30.64256154654973
j6016_1.sm,4,adaptativa,101,1.0,0.0,0.5499999999999999,0.7626357045549211,228.0,0.0,44,0.9316666666666666,29.914275104782085
j6016_1.sm,4,adaptativa,102,1.0,0.0,0.5499999999999999,0.7626357045549211,228.0,0.0,44,0.9316666666666666,28.972478316792955
j6016_1.sm,4,adaptativa,103,1.0,0.0,0.5499999999999999,0.7626357045549211,229.0,0.0,45,0.9316666666666666,28.972478316792955
j6016_1.sm,4,adaptativa,104,1.0,0.0,0.5499999999999999,0.7626357045549211,229.0,0.0,45,0.9316666666666666,28.972478316792955
j6016_1.sm,4,adaptativa,105,1.0,0.0,0.5499999999999999,0.7626357045549211,229.0,0.0,45,0.9316666666666666,28.972478316792955
j6016_1.sm,4,adaptativa,106,1.0,0.0,0.5499999999999999,0.7626357045549211,238.0,0.0,46,0.9316666666666666,28.972478316792955
j6016_1.sm,4,adaptativa,107,1.0,0.0,0.5499999999999999,0.7626357045549211,245.0,0.0,47,0.9316666666666666,27.972478316792955
j6016_1.sm,4,adaptativa,108,1.0,0.0,0.5499999999999999,0.7626357045549211,245.0,0.0,47,0.9316666666666666,25.972478316792955
j6016_1.sm,4,adaptativa,109,1.0,0.0,0.5499999999999999,0.7626357045549211,245.0,0.0,47,0.9316666666666666,23.972478316792955
j6016_1.sm,4,adaptativa,110,1.0,0.0,0.5499999999999999,0.7626357045549211,245.0,0.0,47,0.9316666666666666,21.972478316792955
j6016_1.sm,4,adaptativa,111,1.0,0.0,0.5499999999999999,0.7626357045549211,250.0,0.0,48,0.9316666666666666,19.972478316792955
j6016_1.sm,4,adaptativa,112,1.0,0.0,0.5499999999999999,0.7626357045549211,250.0,9.344788464926324,48,0.9316666666666666,27.31726678171928
j6016_1.sm,4,adaptativa,113,1.0,0.0,0.5499999999999999,0.7626357045549211,259.0,9.344788464926324,49,0.9316666666666666,25.31726678171928
j6016_1.sm,4,adaptativa,114,1.0,0.0,0.5499999999999999,0.7626357045549211,269.0,9.344788464926324,50,0.9316666666666666,33.354302757931045
j6016_1.sm,4,adaptativa,115,1.0,0.0,0.5499999999999999,0.7626357045549211,276.0,9.344788464926324,51,0.9316666666666666,30.645252947134313
j6016_1.sm,4,adaptativa,116,1.0,0.0,0.5499999999999999,0.7626357045549211,276.0,9.344788464926324,51,0.9316666666666666,36.470195791809175
j6016_1.sm,4,adaptativa,117,1.0,0.01,0.5499999999999999,0.7863511327746412,276.0,9.344788464926324,51,0.9316666666666666,35.470195791809175
j6016_1.sm,4,adaptativa,118,1.0,0.02,0.5499999999999999,0.7863511327746412,276.0,0.0,51,0.9316666666666666,34.470195791809175
j6016_1.sm,4,adaptativa,119,1.0,0.03,0.5499999999999999,0.7863511327746412,278.0,0.0,52,0.9316666666666666,33.470195791809175
j6016_1.sm,4,adaptativa,120,1.0,0.049999999999999996,0.5499999999999999,0.8654445649281838,278.0,0.0,52,0.9316666666666666,32.470195791809175
j6016_1.sm,4,adaptativa,121,1.0,0.06999999999999999,0.5499999999999999,0.8654445649281838,278.0,0.0,52,0.9316666666666666,31.47019579180917
j6016_1.sm,4,adaptativa,122,1.0,0.09000000000000001,0.5499999999999999,0.8654445649281838,278.0,0.0,52,0.9316666666666666,30.47019579180917
j6016_1.sm,4,adaptativa,123,1.0,0.10999999999999999,0.5499999999999999,0.8654445649281838,278.0,0.0,52,0.9316666666666666,29.47019579180917
j6016_1.sm,4,adaptativa,124,1.0,0.13,0.5499999999999999,0.8654445649281838,278.0,0.0,52,0.9316666666666666,28.47019579180917
j6016_1.sm,4,adaptativa,125,1.0,0.15,0.5546504382381124,0.8654445649281838,278.0,0.0,53,0.9316666666666666,27.47019579180917
j6016_1.sm,4,adaptativa,126,1.0,0.13907868460357298,0.5620058106414493,0.7863511327746412,278.0,1.0255278923785622,53,0.9316666666666666,26.495723684187734
j6016_1.sm,4,adaptativa,127,1.0,0.12815736920714596,0.5691117976651183,0.7863511327746412,285.0,0.0,54,0.9316666666666666,25.33332946006245
j6016_1.sm,4,adaptativa,128,1.0,0.12000000000000004,0.5753333067816356,0.7863511327746412,285.0,0.0,54,0.9316666666666666,23.33332946006245
j6016_1.sm,4,adaptativa,129,1.0,0.13000000000000003,0.5802969220664508,0.7863511327746412,294.0,0.0,56,0.9316666666666666,21.33332946006245
j6016_1.sm,4,adaptativa,130,1.0,0.14000000000000004,0.5838839373003976,0.7856395366489856,294.0,0.0,56,0.93,17.33332946006245
j6016_1.sm,4,adaptativa,131,1.0,0.1296348469103965,0.5801531509626048,0.7619422146650413,294.0,0.0,56,0.93,14.307801567683889
j6016_1.sm,4,adaptativa,132,1.0,0.12926969382079298,0.5749548603600356,0.7856395366489856,294.0,0.0,56,0.93,11.307801567683889
j6016_1.sm,4,adaptativa,133,1.0,0.12890454073118943,0.5683184002755621,0.7856395366489856,294.0,0.0,56,0.93,8.307801567683889
j6016_1.sm,4,adaptativa,134,1.0,0.12853938764158587,0.560900236553949,0.7856395366489856,294.0,0.0,56,0.93,5.3818244411380896
j6016_1.sm,4,adaptativa,135,1.0,0.13817423455198233,0.5533374301478391,0.8644330487275468,294.0,0.0,56,0.93,4.037035976211765
j6016_1.sm,4,adaptativa,136,1.0,0.1578090814623788,0.5499999999999999,0.9512801951768397,294.0,0.0,56,0.93,3.037035976211765
j6016_1.sm,4,adaptativa,137,1.0,0.17744392837277526,0.5499999999999999,0.9512801951768397,299.0,0.0,57,0.93,2.037035976211765
j6016_1.sm,4,adaptativa,138,1.0,0.17744392837277526,0.5499999999999999,0.9512801951768397,299.0,1.71868898014255,57,0.93,2.755724956354315
j6016_1.sm,4,adaptativa,139,1.0,0.20744392837277525,0.5528648752286002,0.9512801951768397,299.0,1.71868898014255,57,0.93,1.7557249563543151
j6016_1.sm,4,adaptativa,140,1.0,0.23744392837277528,0.5648111896296314,0.9512801951768397,307.0,0.0,58,0.93,1.71868898014255
j6016_1.sm,4,adaptativa,141,1.0,0.241565686558974,0.5794033354805966,0.9512801951768397,307.0,0.0,58,0.93,1.71868898014255
j6016_1.sm,4,adaptativa,142,1.0,0.26744392837277536,0.5929977978176776,0.9512801951768397,307.0,0.0,59,0.93,1.71868898014255
j6016_1.sm,4,adaptativa,143,1.0,0.3074439283727753,0.6045175427269865,0.9512801951768397,307.0,0.0,59,0.93,0.71868898014255
j6016_1.sm,4,adaptativa,144,1.0,0.3474439283727753,0.6134119395456746,0.9512801951768397,307.0,0.0,59,0.93,0.0
j6016_1.sm,4,adaptativa,145,1.0,0.39744392837277537,0.6195891873789915,0.9679571354030219,307.0,0.0,59,0.93,0.0
j6016_1.sm,4,adaptativa,146,1.0,0.44744392837277536,0.6232607635571911,0.9679571354030219,311.0,0.0,60,0.93,0.0
j6016_1.sm,5,centralizada,0,0.3,0.9975103095589263,0.9983137498119827,0.7408500573847171,0.0,0.0,0,0.25,3.0
j6016_1.sm,5,centralizada,1,0.31286916107777385,0.9950206191178528,0.9965988152863022,0.7408500573847171,0.0,0.0,0,0.25,3.0
j6016_1.sm,5,centralizada,2,0.3257383221555477,0.9925309286767791,0.9948554329077871,0.7408500573847171,0.0,0.0,0,0.25,3.0
j6016_1.sm,5,centralizada,3,0.33860748323332157,0.9900412382357054,0.9930868782314509,0.7408500573847171,0.0,0.0,0,0.25,3.0
j6016_1.sm,5,centralizada,4,0.3514766443110954,0.984166018594102,0.9890192184828509,0.7179104477611941,0.0,0.0,0,0.25,3.0
j6016_1.sm,5,centralizada,5,0.36434580538886924,0.9782907989524987,0.9847184646804719,0.7179104477611941,0.0,0.0,0,0.25,3.0
j6016_1.sm,5,centralizada,6,0.3772149664666431,0.9724155793108955,0.9804623738568011,0.7179104477611941,5.0,0.0,1,0.25,3.0
j6016_1.sm,5,centralizada,7,0.3763570223947915,0.9635367052053169,0.9739540765508613,0.7179104477611941,11.0,0.0,2,0.25,3.0
j6016_1.sm,5,centralizada,8,0.37549907832293994,0.9542082713119561,0.9669379023981456,0.7179104477611941,11.0,0.0,2,0.25,2.0
j6016_1.sm,5,centralizada,9,0.3883682394007138,0.9448798374185952,0.9603609217386251,0.7179104477611941,11.0,0.0,2,0.25,1.0
j6016_1.sm,5,centralizada,10,0.40123740047848766,0.9355514035252342,0.953691560736254,0.7179104477611941,11.0,0.0,2,0.25,0.0
j6016_1.sm,5,centralizada,11,0.41410656155626147,0.938005621417671,0.9558291121187473,0.7408500573847171,11.0,0.0,2,0.25,0.0
j6016_1.sm,5,centralizada,12,0.4269757226340354,0.9308181605198635,0.9512563108118556,0.7179104477611941,19.0,0.0,3,0.25,0.0
j6016_1.sm,5,centralizada,13,0.42611777856218375,0.9310035374810726,0.9515221248435406,0.7408500573847171,19.0,0.0,3,0.25,0.0
j6016_1.sm,5,centralizada,14,0.4389869396399576,0.9311889144422819,0.9524795692156102,0.7408500573847171,26.0,0.0,4,0.25,0.0
j6016_1.sm,5,centralizada,15,0.438128995568106,0.9455345443105246,0.9611644759752495,0.809149942615283,26.0,0.0,4,0.25,0.0
j6016_1.sm,5,centralizada,16,0.4509981566458799,0.9503499369835348,0.9643790641181895,0.809149942615283,26.0,0.0,4,0.25,0.0
j6016_1.sm,5,centralizada,17,0.46386731772365375,0.9546955668517776,0.9681477161802129,0.809149942615283,26.0,0.0,4,0.25,0.0
j6016_1.sm,5,centralizada,18,0.47673647880142755,0.9590411967200204,0.9722236935826825,0.809149942615283,26.0,0.0,4,0.25,0.0
j6016_1.sm,5,centralizada,19,0.48960563987920147,0.9547650389459434,0.970360547841525,0.809149942615283,26.0,0.0,4,0.25,0.0
j6016_1.sm,5,centralizada,20,0.5024748009569753,0.9424234274849447,0.9624929827988539,0.7408500573847171,26.0,0.0,4,0.25,0.0
j6016_1.sm,5,centralizada,21,0.5153439620347492,0.9300818160239461,0.9497712896487815,0.7408500573847171,26.0,0.0,4,0.25,0.0
j6016_1.sm,5,centralizada,22,0.528213123112523,0.9177402045629476,0.9372191654622469,0.7408500573847171,36.0,0.0,5,0.25,0.0
j6016_1.sm,5,centralizada,23,0.5273551790406714,0.9141411057775354,0.9341712950833668,0.7408500573847171,36.0,0.0,5,0.25,0.0
j6016_1.sm,5,centralizada,24,0.5402243401184452,0.9082309889577717,0.9239202972582113,0.7179104477611941,36.0,0.0,5,0.25,0.0
j6016_1.sm,5,centralizada,25,0.5530935011962191,0.8969436655006021,0.9155173712121297,0.7179104477611941,36.0,3.5,5,0.25,3.5
j6016_1.sm,5,centralizada,26,0.565962662273993,0.8725425251183676,0.9010690912970835,0.5499999999999999,36.0,3.5,5,0.25,3.5
j6016_1.sm,5,centralizada,27,0.5788318233517669,0.8481413847361331,0.8854031030122549,0.5499999999999999,37.0,3.5,6,0.25,3.5
j6016_1.sm,5,centralizada,28,0.5779738792799152,0.8232647345662678,0.8747232968694152,0.5499999999999999,48.0,3.5,8,0.25,3.5
j6016_1.sm,5,centralizada,29,0.5633888300584382,0.8225303438109414,0.872387493914796,0.7179104477611941,48.0,3.5,8,0.25,3.5
j6016_1.sm,5,centralizada,30,0.576257991136212,0.816204689491642,0.8655167609447384,0.7179104477611941,48.0,3.5,8,0.25,3.5
j6016_1.sm,5,centralizada,31,0.5891271522139859,0.8034517501875696,0.860766503139677,0.6693572041779942,59.0,2.5,10,0.25,6.0
j6016_1.sm,5,centralizada,32,0.5745421029925089,0.8193362405310393,0.8743972382959709,0.7179104477611941,65.0,2.5,12,0.25,6.0
j6016_1.sm,5,centralizada,33,0.5599570537710319,0.8504208827746155,0.8929779980735794,0.7408500573847171,65.0,2.5,12,0.25,5.0
j6016_1.sm,5,centralizada,34,0.5728262148488057,0.8815055250181918,0.9039379906237589,0.7408500573847171,65.0,2.5,12,0.25,4.0
j6016_1.sm,5,centralizada,35,0.5856953759265795,0.9027753392249421,0.9075131822876848,0.7408500573847171,65.0,2.5,12,0.25,3.0
j6016_1.sm,5,centralizada,36,0.5985645370043533,0.907241438761862,0.9013530581545691,0.7179104477611941,65.0,6.5,13,0.25,6.5
j6016_1.sm,5,centralizada,37,0.5977065929325018,0.9204420426823124,0.9060394729674334,0.7408500573847171,65.0,4.0,13,0.25,5.5
j6016_1.sm,5,centralizada,38,0.6105757540102756,0.9228317106090529,0.901740933335777,0.7408500573847171,65.0,4.0,13,0.25,4.5
j6016_1.sm,5,centralizada,39,0.6234449150880494,0.9230146614302567,0.8896238216740243,0.7408500573847171,65.0,4.0,13,0.25,4.0
j6016_1.sm,5,centralizada,40,0.6363140761658234,0.9182975365548806,0.8834625524412614,0.7408500573847171,65.0,9.0,13,0.25,9.0
j6016_1.sm,5,centralizada,41,0.6491832372435973,0.8949710222543895,0.8658208003822288,0.7179104477611941,65.0,13.5,13,0.25,13.5
j6016_1.sm,5,centralizada,42,0.6620523983213711,0.8716445079538985,0.8467563359453182,0.7179104477611941,65.0,13.5,13,0.25,13.5
j6016_1.sm,5,centralizada,43,0.6749215593991449,0.8483179936534073,0.8300793843320934,0.7179104477611941,65.0,13.5,13,0.25,13.5
j6016_1.sm,5,centralizada,44,0.6877907204769188,0.8249914793529163,0.8160056345051845,0.7179104477611941,65.0,9.5,14,0.25,13.5
j6016_1.sm,5,centralizada,45,0.6869327764050672,0.8152744191369835,0.8154721279675287,0.7179104477611941,65.0,9.5,14,0.25,12.5
j6016_1.sm,5,centralizada,46,0.699801937482841,0.8055573589210508,0.811101634196583,0.7179104477611941,65.0,9.5,14,0.25,11.5
j6016_1.sm,5,centralizada,47,0.7126710985606148,0.7958402987051181,0.8083024245021767,0.7179104477611941,65.0,9.5,14,0.25,10.5
j6016_1.sm,5,centralizada,48,0.7255402596383886,0.7861232384891853,0.803511075039518,0.7179104477611941,65.0,9.5,14,0.25,9.5
j6016_1.sm,5,centralizada,49,0.7384094207161626,0.7631095334260359,0.7972623043058817,0.7179104477611941,65.0,9.5,14,0.25,9.5
j6016_1.sm,5,centralizada,50,0.7512785817939364,0.7400958283628866,0.7881585409328015,0.7179104477611941,65.0,4.5,15,0.25,9.5
j6016_1.sm,5,centralizada,51,0.7504206377220848,0.7075966984050678,0.7838881709611915,0.7179104477611941,65.0,4.5,16,0.25,8.5
j6016_1.sm,5,centralizada,52,0.7495626936502333,0.6516879675193064,0.7571388406372526,0.7179104477611941,68.0,4.5,17,0.25,11.840438903300509
j6016_1.sm,5,centralizada,53,0.7487047495783816,0.6344924911729278,0.7515943552191913,0.7179104477611941,68.0,4.5,17,0.25,10.840438903300509
j6016_1.sm,5,centralizada,54,0.7615739106561555,0.6034706022894997,0.7311967815933413,0.7179104477611941,68.0,4.5,17,0.25,9.840438903300509
j6016_1.sm,5,centralizada,55,0.7744430717339295,0.5724487134060715,0.7136146015557799,0.7179104477611941,68.0,4.5,17,0.25,8.840438903300509
j6016_1.sm,5,centralizada,56,0.7873122328117033,0.5212402360194129,0.6899107335599867,0.5499999999999999,68.0,7.992244118807265,17,0.25,12.332683022107773
j6016_1.sm,5,centralizada,57,0.8001813938894771,0.4952934293069046,0.6841700752898431,0.5499999999999999,75.0,7.992244118807265,19,0.25,12.332683022107773
j6016_1.sm,5,centralizada,58,0.7855963446680001,0.46697187091751297,0.6878567758699936,0.6693572041779942,75.0,7.992244118807265,19,0.25,12.332683022107773
j6016_1.sm,5,centralizada,59,0.7984655057457739,0.436065858563089,0.6837228415160311,0.6693572041779942,75.0,7.992244118807265,19,0.25,12.332683022107773
j6016_1.sm,5,centralizada,60,0.8113346668235477,0.40515984620866524,0.6710931463665588,0.6693572041779942,75.0,7.992244118807265,19,0.25,12.332683022107773
j6016_1.sm,5,centralizada,61,0.8242038279013215,0.37425383385424155,0.6592681398337703,0.6693572041779942,75.0,7.992244118807265,19,0.25,12.332683022107773
j6016_1.sm,5,centralizada,62,0.8370729889790955,0.3431701160917712,0.6428960019673394,0.5499999999999999,75.0,7.492244118807265,19,0.25,11.832683022107773
j6016_1.sm,5,centralizada,63,0.8499421500568693,0.3282292055148284,0.6341712022197722,0.6693572041779942,83.0,7.492244118807265,20,0.25,11.832683022107773
j6016_1.sm,5,centralizada,64,0.8490842059850179,0.31191439490481854,0.629108374927314,0.6693572041779942,88.0,7.492244118807265,22,0.25,10.832683022107773
j6016_1.sm,5,centralizada,65,0.8344991567635407,0.3218767277039269,0.6322065320010357,0.7179104477611941,88.0,15.826299005372878,22,0.25,18.166737908673387
j6016_1.sm,5,centralizada,66,0.8473683178413145,0.30986193299228054,0.6301592764371161,0.5499999999999999,88.0,12.834054886565614,22,0.25,16.166737908673387
j6016_1.sm,5,centralizada,67,0.8602374789190883,0.29784713828063425,0.627383241307681,0.5499999999999999,98.0,4.5,23,0.25,14.166737908673387
j6016_1.sm,5,centralizada,68,0.8593795348472368,0.28583234356898796,0.6248255029941726,0.5499999999999999,98.0,16.016477601119064,23,0.25,24.350532487684678
j6016_1.sm,5,centralizada,69,0.8722486959250106,0.2872847809969244,0.6226196125531379,0.6693572041779942,98.0,19.253499289688857,23,0.25,27.58755417625447
j6016_1.sm,5,centralizada,70,0.8851178570027844,0.2699589790511402,0.6163655742867634,0.5499999999999999,98.0,19.253499289688857,23,0.25,27.58755417625447
j6016_1.sm,5,centralizada,71,0.8979870180805585,0.252633177105356,0.6082212856536903,0.5499999999999999,98.0,19.253499289688857,23,0.25,27.58755417625447
j6016_1.sm,5,centralizada,72,0.9108561791583323,0.2353073751595718,0.5983537836397329,0.5499999999999999,108.0,19.253499289688857,24,0.25,27.58755417625447
j6016_1.sm,5,centralizada,73,0.9099982350864806,0.21798157321378764,0.5874670613931164,0.5499999999999999,108.0,19.253499289688857,24,0.25,27.58755417625447
j6016_1.sm,5,centralizada,74,0.9228673961642544,0.20065577126800346,0.5796696236402105,0.5499999999999999,114.0,19.253499289688857,26,0.25,27.58755417625447
j6016_1.sm,5,centralizada,75,0.9082823469427774,0.2018775318942828,0.5767004201912193,0.6693572041779942,114.0,19.253499289688857,26,0.25,27.58755417625447
j6016_1.sm,5,centralizada,76,0.9211515080205512,0.20309929252056216,0.579170182696349,0.6693572041779942,114.0,19.253499289688857,26,0.25,27.58755417625447
j6016_1.sm,5,centralizada,77,0.934020669098325,0.20432105314684154,0.5834844582298856,0.6693572041779942,114.0,19.253499289688857,26,0.25,27.58755417625447
j6016_1.sm,5,centralizada,78,0.9468898301760991,0.2055428137731209,0.586736618691705,0.6693572041779942,114.0,19.253499289688857,26,0.25,27.58755417625447
j6016_1.sm,5,centralizada,79,0.9597589912538729,0.20676457439940024,0.588646844249778,0.6693572041779942,114.0,19.253499289688857,26,0.25,27.58755417625447
j6016_1.sm,5,centralizada,80,0.9726281523316467,0.20798633502567962,0.5893043835353549,0.6693572041779942,114.0,19.253499289688857,27,0.25,27.58755417625447
j6016_1.sm,5,centralizada,81,0.9717702082597952,0.20920809565195897,0.5905927643935543,0.6693572041779942,114.0,19.253499289688857,27,0.25,26.58755417625447
j6016_1.sm,5,centralizada,82,0.984639369337569,0.20735791942681006,0.589155993844738,0.6693572041779942,123.0,19.253499289688857,28,0.25,25.58755417625447
j6016_1.sm,5,centralizada,83,0.9837814252657173,0.16666666666666666,0.5875389898178103,0.6693572041779942,123.0,24.44263583861565,28,0.25,29.776690725181265
j6016_1.sm,5,centralizada,84,0.9966505863434911,0.16187521649847936,0.5873878779769134,0.5499999999999999,128.0,21.205614150045857,29,0.25,27.77669072518127
j6016_1.sm,5,centralizada,85,0.9957926422716397,0.15708376633029206,0.5870762438119334,0.5499999999999999,128.0,25.064978835059293,29,0.25,29.636055410194704
j6016_1.sm,5,centralizada,86,1.0,0.15229231616210473,0.5865172484069943,0.5499999999999999,128.0,25.064978835059293,29,0.25,27.636055410194704
j6016_1.sm,5,centralizada,87,1.0,0.14750086599391743,0.5857052500785941,0.5499999999999999,128.0,25.064978835059293,29,0.25,26.39903372162491
j6016_1.sm,5,centralizada,88,1.0,0.15750086599391744,0.5871017292524662,0.6693572041779942,128.0,21.205614150045857,30,0.25,25.39903372162491
j6016_1.sm,5,centralizada,89,1.0,0.16666666666666666,0.5875,0.6693572041779942,136.0,30.294314532909464,31,0.25,34.1536792179229
j6016_1.sm,5,centralizada,90,1.0,0.16666666666666666,0.5875,0.6693572041779942,136.0,35.863209597726666,31,0.25,39.7225742827401
j6016_1.sm,5,centralizada,91,1.0,0.16666666666666666,0.5875,0.6693572041779942,136.0,35.863209597726666,31,0.25,39.7225742827401
j6016_1.sm,5,centralizada,92,1.0,0.16666666666666666,0.5875,0.6693572041779942,136.0,30.294314532909464,31,0.25,39.722574282740105
j6016_1.sm,5,centralizada,93,1.0,0.16666666666666666,0.5875,0.6693572041779942,136.0,30.294314532909464,32,0.25,39.722574282740105
j6016_1.sm,5,centralizada,94,1.0,0.16666666666666666,0.5875,0.6693572041779942,136.0,30.294314532909464,32,0.25,38.722574282740105
j6016_1.sm,5,centralizada,95,1.0,0.16666666666666666,0.5875,0.6693572041779942,139.0,30.294314532909464,33,0.25,37.722574282740105
j6016_1.sm,5,centralizada,96,1.0,0.15637445448608098,0.586993488883608,0.5499999999999999,139.0,44.78860892551543,33,0.25,51.21686867534607
j6016_1.sm,5,centralizada,97,1.0,0.1460822423054953,0.5853968359731953,0.5499999999999999,139.0,44.78860892551543,33,0.25,50.35750399033263
j6016_1.sm,5,centralizada,98,1.0,0.13579003012490962,0.5825556371363233,0.5499999999999999,139.0,44.78860892551543,33,0.25,50.35750399033263
j6016_1.sm,5,centralizada,99,1.0,0.12549781794432394,0.5782314143004249,0.5499999999999999,139.0,44.78860892551543,34,0.25,50.35750399033263
j6016_1.sm,5,centralizada,100,1.0,0.11520560576373827,0.572466662365705,0.5499999999999999,139.0,44.78860892551543,34,0.25,50.35750399033263
j6016_1.sm,5,centralizada,101,1.0,0.10491339358315259,0.5655163428666722,0.5499999999999999,139.0,44.78860892551543,35,0.25,50.35750399033263
j6016_1.sm,5,centralizada,102,1.0,0.09462118140256691,0.5580656387442436,0.5499999999999999,139.0,44.78860892551543,35,0.25,49.35750399033263
