arquivo,combinacao,instancia,tarefa,duracao,n_sucessores,sucessores,R1,R2,R3,R4,ES,LS,folga_total,makespan_instancia,intensidade_recursos,duracao_norm,intensidade_norm,folga_norm,criticidade_folga,criticidade_sucessores,Di,nivel_dificuldade
j6014_8.sm,14,8,18,8,1,59,6,2,3,6,3,70,67,88,0.1431131592421915,0.7777777777777778,0.3428963284394181,0.9852941176470589,0.014705882352941124,0.0,0.37845999619004567,baixa
j6014_8.sm,14,8,19,4,1,23,6,3,4,3,35,35,0,88,0.1305427547363031,0.3333333333333333,0.27665984666231974,0.0,1.0,0.0,0.5366643933318843,media
j6014_8.sm,14,8,20,3,1,49,6,3,5,8,11,66,55,88,0.18398190817545657,0.2222222222222222,0.5582435865728353,0.8088235294117647,0.19117647058823528,0.0,0.32388075979443093,baixa
j6014_8.sm,14,8,21,8,1,32,1,10,2,5,9,67,58,88,0.1495605052056665,0.7777777777777778,0.376868943498887,0.8529411764705882,0.1470588235294118,0.0,0.43390184826869216,media
j6014_8.sm,14,8,22,10,1,47,10,4,9,1,13,47,34,88,0.1891363713944359,1.0,0.5854036917957595,0.5,0.5,0.0,0.6951345639319197,muito alta
j6014_8.sm,14,8,23,5,2,29;61,7,5,4,8,39,39,0,88,0.20130141662399728,0.4444444444444444,0.6495042381455584,0.0,1.0,0.5,0.6979828941966675,muito alta
j6014_8.sm,14,8,24,3,3,25;30;38,4,9,8,6,25,56,31,88,0.21861239119303635,0.2222222222222222,0.7407199226566538,0.45588235294117646,0.5441176470588236,1.0,0.5023532639792332,media
j6014_8.sm,14,8,25,1,2,26;42,1,8,9,2,28,59,31,88,0.1556536951698242,0.0,0.4089754255008205,0.45588235294117646,0.5441176470588236,0.5,0.3176976908532147,baixa
j6014_8.sm,14,8,26,1,1,39,7,6,4,2,29,75,46,88,0.15381037719747398,0.0,0.3992625401893113,0.6764705882352942,0.32352941176470584,0.0,0.24093065065133903,baixa
j6014_8.sm,14,8,27,10,1,52,3,10,5,6,11,61,50,88,0.19691500256016384,1.0,0.6263911684690963,0.7352941176470589,0.2647058823529411,0.0,0.6303656836073458,alta
j6014_8.sm,14,8,28,7,2,41;49,4,5,9,6,8,59,51,88,0.19349718381976447,0.6666666666666666,0.6083818602873394,0.75,0.25,0.5,0.5083495089846687,media
j6014_8.sm,14,8,29,3,2,31;53,8,8,7,2,44,44,0,88,0.19970131421744322,0.2222222222222222,0.6410729140904285,0.0,1.0,0.5,0.6210983787708835,alta
j6014_8.sm,14,8,30,1,1,51,9,4,8,5,28,69,41,88,0.21069721795528246,0.0,0.6990129729972794,0.6029411764705882,0.3970588235294118,0.0,0.365357265508897,baixa
j6014_8.sm,14,8,31,6,2,33;57,10,4,6,8,47,47,0,88,0.2325226147806793,0.5555555555555556,0.8140162331092472,0.0,1.0,0.5,0.7898572628882675,muito alta
j6014_8.sm,14,8,32,1,1,55,6,1,7,2,17,75,58,88,0.12658303464755077,0.0,0.2557951300672257,0.8529411764705882,0.1470588235294118,0.0,0.13428465119887917,baixa
j6014_8.sm,14,8,33,8,1,38,4,8,1,6,53,53,0,88,0.1605478750640041,0.7777777777777778,0.4347640353441103,0.0,1.0,0.0,0.7375139377072959,muito alta
j6014_8.sm,14,8,34,5,1,41,9,1,8,3,43,61,18,88,0.16798515104966716,0.4444444444444444,0.47395282955235274,0.2647058823529412,0.7352941176470589,0.0,0.5512304638812853,alta
j6014_8.sm,14,8,35,9,1,56,10,1,1,2,43,59,16,88,0.11705922512374126,0.8888888888888888,0.20561188929109425,0.23529411764705882,0.7647058823529411,0.0,0.6197355535109748,alta
j6014_8.sm,14,8,36,5,1,44,4,7,2,5,6,58,52,88,0.1503669568185697,0.4444444444444444,0.38111833082267227,0.7647058823529411,0.23529411764705888,0.0,0.35361896430472517,baixa
j6014_8.sm,14,8,37,2,1,48,9,6,8,7,6,63,57,88,0.2453447687318655,0.1111111111111111,0.8815792432043528,0.8382352941176471,0.16176470588235292,0.0,0.38481835339927223,baixa
j6014_8.sm,14,8,38,2,1,44,10,1,7,7,61,61,0,88,0.20621266427718044,0.1111111111111111,0.675382782112103,0.0,1.0,0.0,0.5954979644077381,alta
j6014_8.sm,14,8,39,7,1,58,4,2,6,5,35,76,41,88,0.13861580474483698,0.6666666666666666,0.3191986869618003,0.6029411764705882,0.3970588235294118,0.0,0.4609747257192929,media
j6014_8.sm,14,8,40,7,1,53,8,7,6,5,14,53,39,88,0.21227171872333161,0.6666666666666666,0.707309395867527,0.5735294117647058,0.42647058823529416,0.0,0.6001488835898292,alta
j6014_8.sm,14,8,41,2,1,56,9,6,7,7,48,66,18,88,0.23820191158900839,0.1111111111111111,0.8439418126222542,0.2647058823529412,0.7352941176470589,0.0,0.5634490137934747,alta
j6014_8.sm,14,8,42,3,1,44,4,6,4,2,29,60,31,88,0.12881037719747396,0.2222222222222222,0.2675315331519661,0.45588235294117646,0.5441176470588236,0.0,0.34462380081100397,baixa
j6014_8.sm,14,8,43,1,1,46,10,3,5,2,26,66,40,88,0.16175968595323434,0.0,0.4411493580951952,0.5882352941176471,0.4117647058823529,0.0,0.284304687992516,baixa
j6014_8.sm,14,8,44,5,1,50,4,10,7,7,63,63,0,88,0.22879330943847076,0.4444444444444444,0.7943656271780921,0.0,1.0,0.0,0.7462700238741788,muito alta
j6014_8.sm,14,8,45,3,1,47,3,8,3,8,22,54,32,88,0.18501877453490356,0.2222222222222222,0.5637070845605593,0.47058823529411764,0.5294117647058824,0.0,0.4384470238295546,media
j6014_8.sm,14,8,46,1,1,56,3,6,2,1,27,67,40,88,0.0969320703191671,0.0,0.09955707444297057,0.5882352941176471,0.4117647058823529,0.0,0.17044059344177448,baixa
j6014_8.sm,14,8,47,3,1,53,10,6,6,5,25,57,32,88,0.22087386926096603,0.2222222222222222,0.7526361939879037,0.47058823529411764,0.5294117647058824,0.0,0.5014233936386694,media
j6014_8.sm,14,8,48,7,1,54,8,10,9,4,8,65,57,88,0.24863457927974056,0.6666666666666666,0.8989140454616991,0.8382352941176471,0.16176470588235292,0.0,0.5757818060035729,alta
j6014_8.sm,14,8,49,1,1,51,10,9,4,9,15,69,54,88,0.2678187403993856,0.0,1.0,0.7941176470588235,0.20588235294117652,0.0,0.4019607843137255,baixa
j6014_8.sm,14,8,50,2,1,51,9,8,8,6,68,68,0,88,0.25221454173067076,0.1111111111111111,0.9177777278143758,0.0,1.0,0.0,0.6762962796418289,muito alta
j6014_8.sm,14,8,51,6,1,55,9,3,4,3,70,70,0,88,0.15554275473630313,0.5555555555555556,0.408390853699665,0.0,1.0,0.0,0.6546488030850734,alta
j6014_8.sm,14,8,52,7,1,59,9,2,4,2,26,71,45,88,0.13821897934801158,0.6666666666666666,0.3171077185961282,0.6617647058823529,0.3382352941176471,0.0,0.4406698931268139,media
j6014_8.sm,14,8,53,9,3,54;55;57,3,1,5,1,47,60,13,88,0.07803806110257723,0.8888888888888888,0.0,0.19117647058823528,0.8088235294117647,1.0,0.5659041394335511,alta
j6014_8.sm,14,8,54,6,1,60,2,10,9,9,56,72,16,88,0.24493087557603682,0.5555555555555556,0.8793983407154257,0.23529411764705882,0.7647058823529411,0.0,0.7332199262079742,muito alta
j6014_8.sm,14,8,55,2,1,60,8,4,7,3,76,76,0,88,0.1767025089605735,0.1111111111111111,0.5198866830046991,0.0,1.0,0.0,0.5436659313719368,alta
j6014_8.sm,14,8,56,1,1,57,3,5,2,10,52,68,16,88,0.17220088752346818,0.0,0.49616655799626774,0.23529411764705882,0.7647058823529411,0.0,0.4202908134497363,media
j6014_8.sm,14,8,57,9,1,60,5,6,4,3,56,69,13,88,0.14640296979006656,0.8888888888888888,0.36023113069676455,0.19117647058823528,0.8088235294117647,0.0,0.6859811829991393,muito alta
j6014_8.sm,14,8,58,2,1,61,5,2,5,3,42,83,41,88,0.12128776241679466,0.1111111111111111,0.22789306832745004,0.6029411764705882,0.3970588235294118,0.0,0.24535433432265763,baixa
j6014_8.sm,14,8,59,10,1,62,3,4,10,1,33,78,45,88,0.13794589520395972,1.0,0.31566877262405285,0.6617647058823529,0.3382352941176471,0.0,0.5513013555805666,alta
j6014_8.sm,14,8,60,10,1,62,4,10,3,4,78,78,0,88,0.1724441030892644,1.0,0.4974481192526474,0.0,1.0,0.0,0.8324827064175491,muito alta
j6014_8.sm,14,8,61,3,1,62,7,8,10,5,44,85,41,88,0.2405743300904591,0.2222222222222222,0.8564426557546595,0.6029411764705882,0.3970588235294118,0.0,0.49190790050209776,media
j6014_9.sm,14,9,2,6,3,7;10;17,5,7,1,6,0,0,0,61,0.12424242424242424,0.5555555555555556,0.4463806970509383,0.0,1.0,1.0,0.6673120842021646,muito alta
j6014_9.sm,14,9,3,2,2,25;34,10,1,5,4,0,37,37,61,0.136489898989899,0.1111111111111111,0.5113941018766756,0.9487179487179487,0.05128205128205132,0.5,0.22459575475661267,baixa
j6014_9.sm,14,9,4,8,3,5;6;12,5,6,10,7,0,22,22,61,0.19103535353535353,0.7777777777777778,0.8009383378016085,0.5641025641025641,0.4358974358974359,1.0,0.671537850492274,muito alta
j6014_9.sm,14,9,5,9,3,19;44;49,9,6,10,7,8,31,23,61,0.21881313131313132,0.8888888888888888,0.9483914209115282,0.5897435897435898,0.41025641025641024,1.0,0.749178906685609,muito alta
j6014_9.sm,14,9,6,9,3,9;16;35,2,5,5,1,8,30,22,61,0.09204545454545454,0.8888888888888888,0.27546916890080425,0.5641025641025641,0.4358974358974359,1.0,0.5334184978957097,media
j6014_9.sm,14,9,7,7,3,8;11;13,1,9,6,4,6,6,0,61,0.13712121212121212,0.6666666666666666,0.5147453083109919,0.0,1.0,1.0,0.7271373249925528,muito alta
j6014_9.sm,14,9,8,5,2,22;41,2,10,2,2,13,22,9,61,0.10959595959595961,0.4444444444444444,0.36863270777479895,0.23076923076923078,0.7692307692307692,0.5,0.5274359738166708,media
j6014_9.sm,14,9,9,3,2,23;45,9,9,10,5,17,39,22,61,0.22853535353535354,0.2222222222222222,1.0,0.5641025641025641,0.4358974358974359,0.5,0.5527065527065527,alta
j6014_9.sm,14,9,10,4,3,14;21;27,1,9,6,9,6,31,25,61,0.1648989898989899,0.3333333333333333,0.6621983914209115,0.6410256410256411,0.3589743589743589,1.0,0.4515020279095346,media
j6014_9.sm,14,9,11,10,3,28;37;47,6,9,3,8,13,27,14,61,0.17133838383838385,1.0,0.6963806970509384,0.358974358974359,0.641025641025641,1.0,0.7791354460255264,muito alta
j6014_9.sm,14,9,12,3,1,49,1,3,8,4,8,37,29,61,0.11060606060606061,0.2222222222222222,0.3739946380697052,0.7435897435897436,0.2564102564102564,0.0,0.2842090389007279,baixa
j6014_9.sm,14,9,13,6,3,16;18;43,4,1,5,1,13,13,0,61,0.07815656565656566,0.5555555555555556,0.20174262734584453,0.0,1.0,1.0,0.5857660609671334,alta
j6014_9.sm,14,9,14,7,2,15;61,1,2,8,1,10,44,34,61,0.08699494949494949,0.6666666666666666,0.2486595174262734,0.8717948717948718,0.1282051282051282,0.5,0.34784377076602274,baixa
j6014_9.sm,14,9,15,4,1,55,3,7,2,3,17,51,34,61,0.10126262626262626,0.3333333333333333,0.32439678284182305,0.8717948717948718,0.1282051282051282,0.0,0.2619784147934282,baixa
j6014_9.sm,14,9,16,5,1,52,8,6,1,10,19,43,24,61,0.16035353535353533,0.4444444444444444,0.6380697050938337,0.6153846153846154,0.3846153846153846,0.0,0.4890431780512209,media
j6014_9.sm,14,9,17,9,1,56,4,7,3,6,6,38,32,61,0.13244949494949496,0.8888888888888888,0.48994638069705093,0.8205128205128205,0.17948717948717952,0.0,0.5194408163577064,media
j6014_9.sm,14,9,18,10,3,20;24;30,4,1,2,10,19,19,0,61,0.10542929292929293,1.0,0.34651474530831095,0.0,1.0,1.0,0.782171581769437,muito alta
j6014_9.sm,14,9,19,6,1,37,4,6,4,8,17,46,29,61,0.1441919191919192,0.5555555555555556,0.5522788203753352,0.7435897435897436,0.2564102564102564,0.0,0.45474821078038236,media
j6014_9.sm,14,9,20,8,2,48;59,1,1,3,9,29,33,4,61,0.08661616161616162,0.7777777777777778,0.24664879356568367,0.10256410256410256,0.8974358974358975,0.5,0.640620822926453,alta
j6014_9.sm,14,9,21,1,2,26;33,1,10,9,9,10,41,31,61,0.19457070707070706,0.0,0.8197050938337801,0.7948717948717948,0.20512820512820518,0.5,0.34161109965399505,baixa
j6014_9.sm,14,9,22,4,1,40,3,8,2,6,18,37,19,61,0.12487373737373736,0.3333333333333333,0.4497319034852546,0.48717948717948717,0.5128205128205128,0.0,0.43196191654636684,media
j6014_9.sm,14,9,23,1,1,43,8,3,2,3,20,46,26,61,0.1082070707070707,0.0,0.36126005361930286,0.6666666666666666,0.33333333333333337,0.0,0.23153112898421208,baixa
j6014_9.sm,14,9,24,4,2,38;46,8,3,2,5,29,29,0,61,0.11931818181818181,0.3333333333333333,0.4202412868632708,0.0,1.0,0.5,0.5845248733988679,alta
j6014_9.sm,14,9,25,7,1,46,9,4,10,1,2,41,39,61,0.1715909090909091,0.6666666666666666,0.697721179624665,1.0,0.0,0.0,0.45479594876377716,media
j6014_9.sm,14,9,26,1,1,51,5,4,2,10,11,45,34,61,0.13320707070707072,0.0,0.4939678284182306,0.8717948717948718,0.1282051282051282,0.0,0.2073909855411196,baixa
j6014_9.sm,14,9,27,1,2,29;57,7,5,7,1,10,35,25,61,0.14191919191919194,0.0,0.5402144772117964,0.6410256410256411,0.3589743589743589,0.5,0.29972961206205173,baixa
j6014_9.sm,14,9,28,3,1,39,4,2,5,9,23,38,15,61,0.12954545454545455,0.2222222222222222,0.4745308310991957,0.38461538461538464,0.6153846153846154,0.0,0.4373792229020111,media
j6014_9.sm,14,9,29,1,2,31;32,7,3,4,8,11,36,25,61,0.1441919191919192,0.0,0.5522788203753352,0.6410256410256411,0.3589743589743589,0.5,0.30375105978323136,baixa
j6014_9.sm,14,9,30,6,1,47,1,7,10,8,29,31,2,61,0.17575757575757578,0.5555555555555556,0.719839142091153,0.05128205128205128,0.9487179487179487,0.0,0.7413708821215523,muito alta
j6014_9.sm,14,9,31,9,1,58,10,9,9,4,12,37,25,61,0.22234848484848485,0.8888888888888888,0.9671581769436998,0.6410256410256411,0.3589743589743589,0.0,0.7383404749356492,muito alta
j6014_9.sm,14,9,32,1,1,45,7,6,1,3,12,41,29,61,0.11452020202020202,0.0,0.3947721179624665,0.7435897435897436,0.2564102564102564,0.0,0.2170607914575743,baixa
j6014_9.sm,14,9,33,6,1,54,3,9,6,8,11,42,31,61,0.17323232323232324,0.5555555555555556,0.7064343163538874,0.7948717948717948,0.20512820512820518,0.0,0.48903935901254936,media
j6014_9.sm,14,9,34,8,1,36,2,6,5,6,2,39,37,61,0.12676767676767675,0.7777777777777778,0.4597855227882036,0.9487179487179487,0.05128205128205132,0.0,0.42961511728267754,media
j6014_9.sm,14,9,35,6,1,36,4,5,2,10,17,41,24,61,0.13320707070707072,0.5555555555555556,0.4939678284182306,0.6153846153846154,0.3846153846153846,0.0,0.47804625619639024,media
j6014_9.sm,14,9,36,2,1,50,4,7,3,9,23,47,24,61,0.14911616161616165,0.1111111111111111,0.5784182305630028,0.6153846153846154,0.3846153846153846,0.0,0.3580482420964995,baixa
j6014_9.sm,14,9,37,7,1,59,6,6,8,7,23,52,29,61,0.1828282828282828,0.6666666666666666,0.7573726541554959,0.7435897435897436,0.2564102564102564,0.0,0.560149859077473,alta
j6014_9.sm,14,9,38,8,1,48,1,1,2,2,33,33,0,61,0.04015151515151515,0.7777777777777778,0.0,0.0,1.0,0.0,0.5925925925925926,alta
j6014_9.sm,14,9,39,5,1,53,2,7,5,3,26,41,15,61,0.11704545454545454,0.4444444444444444,0.40817694369973184,0.38461538461538464,0.6153846153846154,0.0,0.4893353345095972,media
j6014_9.sm,14,9,40,5,1,58,3,1,6,1,22,41,19,61,0.07878787878787878,0.4444444444444444,0.20509383378016083,0.48717948717948717,0.5128205128205128,0.0,0.3874529303483727,baixa
j6014_9.sm,14,9,41,4,1,42,3,1,5,9,18,27,9,61,0.11565656565656567,0.3333333333333333,0.400804289544236,0.23076923076923078,0.7692307692307692,0.0,0.5011227973694461,media
j6014_9.sm,14,9,42,9,2,49;61,4,6,6,9,22,31,9,61,0.1648989898989899,0.8888888888888888,0.6621983914209115,0.23076923076923078,0.7692307692307692,0.5,0.7734393498468565,muito alta
j6014_9.sm,14,9,43,1,1,46,7,8,8,8,21,47,26,61,0.20921717171717172,0.0,0.8974530831099196,0.6666666666666666,0.33333333333333337,0.0,0.4102621388144176,baixa
j6014_9.sm,14,9,44,3,1,50,7,1,3,7,17,46,29,61,0.11717171717171718,0.2222222222222222,0.40884718498659517,0.7435897435897436,0.2564102564102564,0.0,0.29582655453969126,baixa
j6014_9.sm,14,9,45,4,2,50;51,9,1,1,3,20,42,22,61,0.09368686868686868,0.3333333333333333,0.2841823056300268,0.5641025641025641,0.4358974358974359,0.5,0.3511376916202653,baixa
j6014_9.sm,14,9,46,7,1,55,2,4,2,6,33,48,15,61,0.09015151515151515,0.6666666666666666,0.26541554959785524,0.38461538461538464,0.6153846153846154,0.0,0.5158222772163791,media
j6014_9.sm,14,9,47,9,2,53;56,6,8,9,5,35,37,2,61,0.19318181818181818,0.8888888888888888,0.8123324396782842,0.05128205128205128,0.9487179487179487,0.5,0.8833130924283739,muito alta
j6014_9.sm,14,9,48,6,1,56,6,4,8,10,41,41,0,61,0.1856060606060606,0.5555555555555556,0.7721179624664879,0.0,1.0,0.0,0.7758911726740144,muito alta
j6014_9.sm,14,9,49,6,1,58,3,5,4,1,31,40,9,61,0.0914141414141414,0.5555555555555556,0.2721179624664879,0.23076923076923078,0.7692307692307692,0.0,0.5323014290842709,media
j6014_9.sm,14,9,50,5,1,61,1,9,2,9,25,49,24,61,0.1345959595959596,0.4444444444444444,0.5013404825737265,0.6153846153846154,0.3846153846153846,0.0,0.4434667705445185,media
j6014_9.sm,14,9,51,5,1,60,8,6,9,2,24,46,22,61,0.17651515151515149,0.4444444444444444,0.7238605898123323,0.5641025641025641,0.4358974358974359,0.0,0.5347341567180708,media
j6014_9.sm,14,9,52,1,1,57,2,5,8,1,24,48,24,61,0.11477272727272726,0.0,0.396112600536193,0.6153846153846154,0.3846153846153846,0.0,0.2602426617171925,baixa
j6014_9.sm,14,9,53,2,1,54,7,5,10,8,44,46,2,61,0.20353535353535357,0.1111111111111111,0.8672922252010725,0.05128205128205128,0.9487179487179487,0.0,0.6423737616767107,alta
j6014_9.sm,14,9,54,7,1,55,10,3,2,9,46,48,2,61,0.15542929292929292,0.6666666666666666,0.6119302949061661,0.05128205128205128,0.9487179487179487,0.0,0.7424383034302604,muito alta
j6014_9.sm,14,9,55,4,1,59,4,8,5,7,53,55,2,61,0.1601010101010101,0.3333333333333333,0.6367292225201072,0.05128205128205128,0.9487179487179487,0.0,0.6395935015237963,alta
j6014_9.sm,14,9,56,2,1,57,1,4,10,3,47,47,0,61,0.12714646464646465,0.1111111111111111,0.46179624664879354,0.0,1.0,0.0,0.5243024525866349,media
j6014_9.sm,14,9,57,2,1,60,6,6,6,8,49,49,0,61,0.17323232323232324,0.1111111111111111,0.7064343163538874,0.0,1.0,0.0,0.6058484758216662,alta
j6014_9.sm,14,9,58,5,1,60,8,2,3,8,37,46,9,61,0.13661616161616164,0.4444444444444444,0.512064343163539,0.23076923076923078,0.7692307692307692,0.0,0.5752465189462508,alta
j6014_9.sm,14,9,59,2,1,62,10,1,10,5,57,59,2,61,0.17992424242424243,0.1111111111111111,0.7419571045576407,0.05128205128205128,0.9487179487179487,0.0,0.6005953881289001,alta
j6014_9.sm,14,9,60,10,1,62,3,10,2,2,51,51,0,61,0.11654040404040404,1.0,0.40549597855227887,0.0,1.0,0.0,0.8018319928507596,muito alta
j6014_9.sm,14,9,61,7,1,62,3,9,1,4,31,54,23,61,0.11313131313131314,0.6666666666666666,0.3873994638069705,0.5897435897435898,0.41025641025641024,0.0,0.4881075135766825,media
j6015_1.sm,15,1,2,8,2,5;6,7,6,3,6,0,0,0,84,0.12198703219234376,0.7777777777777778,0.5951627343150971,0.0,1.0,0.5,0.7909801706976249,muito alta
j6015_1.sm,15,1,3,7,3,14;15;42,1,7,3,9,0,35,35,84,0.10612870715501174,0.6666666666666666,0.4809604194508341,0.5384615384615384,0.46153846153846156,1.0,0.5363885158853208,media
j6015_1.sm,15,1,4,7,2,7;31,9,2,8,5,0,25,25,84,0.13763542498678427,0.6666666666666666,0.7078532408360187,0.38461538461538464,0.6153846153846154,0.5,0.6633015076291002,alta
j6015_1.sm,15,1,5,10,3,8;9;10,10,10,4,4,8,8,0,84,0.15608516520618457,1.0,0.8407174012526909,0.0,1.0,1.0,0.9469058004175634,muito alta
j6015_1.sm,15,1,6,2,3,11;24;37,10,4,8,1,8,47,39,84,0.13310373426171376,0.1111111111111111,0.6752186738288697,0.6,0.4,1.0,0.3954432616466602,baixa
j6015_1.sm,15,1,7,10,1,14,2,7,3,1,7,32,25,84,0.07055960146395483,1.0,0.22481267383407968,0.38461538461538464,0.6153846153846154,0.0,0.6133990964062317,alta
j6015_1.sm,15,1,8,2,3,12;23;33,4,8,6,9,18,18,0,84,0.14696529136328382,0.1111111111111111,0.775041442305104,0.0,1.0,1.0,0.628717517805405,alta
j6015_1.sm,15,1,9,5,1,38,2,7,10,1,18,76,58,84,0.11125727588255947,0.4444444444444444,0.51789335021418,0.8923076923076924,0.10769230769230764,0.0,0.356676700783644,baixa
j6015_1.sm,15,1,10,6,2,19;43,2,6,10,7,18,41,23,84,0.13740523506623298,0.5555555555555556,0.7061955486318614,0.35384615384615387,0.6461538461538461,0.5,0.635968316780421,alta
j6015_1.sm,15,1,11,6,2,49;50,1,7,2,6,10,64,54,84,0.08468975366663965,0.5555555555555556,0.32656970600060264,0.8307692307692308,0.16923076923076918,0.5,0.3504520102623091,baixa
j6015_1.sm,15,1,12,3,2,13;22,9,2,6,4,20,20,0,84,0.12079918467670676,0.2222222222222222,0.5866085562621083,0.0,1.0,0.5,0.6029435928281102,alta
j6015_1.sm,15,1,13,7,2,18;36,6,10,3,6,23,23,0,84,0.13629763448204013,0.6666666666666666,0.6982192617060946,0.0,1.0,0.5,0.7882953094575871,muito alta
j6015_1.sm,15,1,14,8,3,16;17;21,7,10,5,6,17,42,25,84,0.15402310243439407,0.7777777777777778,0.825867639920424,0.38461538461538464,0.6153846153846154,1.0,0.7396766776942723,muito alta
j6015_1.sm,15,1,15,7,1,41,8,8,6,10,7,64,57,84,0.1765638685990562,0.6666666666666666,0.988192959193332,0.8769230769230769,0.12307692307692308,0.0,0.5926455163123072,alta
j6015_1.sm,15,1,16,10,1,51,1,6,7,6,25,50,25,84,0.10865748029217359,1.0,0.4991711538979213,0.38461538461538464,0.6153846153846154,0.0,0.7048519230941789,muito alta
j6015_1.sm,15,1,17,9,1,54,6,2,4,2,25,58,33,84,0.08046192810646664,0.8888888888888888,0.2961233969056992,0.5076923076923077,0.49230769230769234,0.0,0.5591066593674268,alta
j6015_1.sm,15,1,18,10,2,30;47,6,9,6,9,30,30,0,84,0.16426245413082988,1.0,0.8996054188907445,0.0,1.0,0.5,0.9665351396302482,muito alta
j6015_1.sm,15,1,19,1,3,20;26;29,10,3,3,5,24,47,23,84,0.11976525933686011,0.0,0.5791628350444297,0.35384615384615387,0.6461538461538461,1.0,0.40843889373275855,baixa
j6015_1.sm,15,1,20,6,1,39,1,4,5,10,25,60,35,84,0.10765882501610968,0.5555555555555556,0.49197942690219976,0.5384615384615384,0.46153846153846156,0.0,0.5030244813320723,media
j6015_1.sm,15,1,21,6,2,51;55,1,9,10,1,25,54,29,84,0.11536379653960278,0.5555555555555556,0.5474660928568141,0.4461538461538462,0.5538461538461539,0.5,0.5522892674195079,alta
j6015_1.sm,15,1,22,3,2,34;61,5,7,2,6,23,50,27,84,0.10907999756907868,0.2222222222222222,0.5022138744235201,0.4153846153846154,0.5846153846153845,0.5,0.43635049375370893,media
j6015_1.sm,15,1,23,6,1,28,10,1,6,1,20,37,17,84,0.10616970483598999,0.5555555555555556,0.4812556605977245,0.26153846153846155,0.7384615384615385,0.0,0.5917575848716061,alta
j6015_1.sm,15,1,24,7,3,25;27;36,7,5,2,6,10,49,39,84,0.11107103788764514,0.6666666666666666,0.5165521738866153,0.6,0.4,1.0,0.5277396135177607,media
j6015_1.sm,15,1,25,4,1,55,6,6,3,3,17,59,42,84,0.100264471216734,0.3333333333333333,0.43872964681343635,0.6461538461538462,0.3538461538461538,0.0,0.3753030446643078,baixa
j6015_1.sm,15,1,26,7,3,35;53;60,10,7,7,2,25,48,23,84,0.14780423655565458,0.6666666666666666,0.7810830313624251,0.35384615384615387,0.6461538461538461,1.0,0.6979678480609792,muito alta
j6015_1.sm,15,1,27,5,1,31,2,9,5,8,17,56,39,84,0.1288499234066854,0.4444444444444444,0.6445852339482165,0.6,0.4,0.0,0.496343226130887,media
j6015_1.sm,15,1,28,10,2,29;34,8,6,7,7,26,43,17,84,0.1565487404547752,1.0,0.8440557971033371,0.26153846153846155,0.7384615384615385,0.5,0.8608391118549585,muito alta
j6015_1.sm,15,1,29,4,1,45,9,6,5,7,36,55,19,84,0.1510183944536408,0.3333333333333333,0.8042295031004664,0.2923076923076923,0.7076923076923076,0.0,0.6150850480420358,alta
j6015_1.sm,15,1,30,10,1,32,1,9,1,7,40,40,0,84,0.09428821514425395,1.0,0.3956921711599764,0.0,1.0,0.0,0.7985640570533254,muito alta
j6015_1.sm,15,1,31,8,1,43,1,6,9,8,22,61,39,84,0.13070205393558443,0.7777777777777778,0.6579231869371422,0.6,0.4,0.0,0.61190032157164,alta
j6015_1.sm,15,1,32,9,1,45,1,8,4,5,50,50,0,84,0.09621136812637704,0.8888888888888888,0.40954158601807406,0.0,1.0,0.0,0.7661434916356542,muito alta
j6015_1.sm,15,1,33,6,1,56,3,4,2,4,20,66,46,84,0.07116208650221291,0.5555555555555556,0.22915141615889534,0.7076923076923077,0.29230769230769227,0.0,0.35900488800738106,baixa
j6015_1.sm,15,1,34,9,1,46,5,6,5,5,36,53,17,84,0.1162114838845351,0.8888888888888888,0.5535706377469282,0.26153846153846155,0.7384615384615385,0.0,0.7269736883657851,muito alta
j6015_1.sm,15,1,35,3,2,40;44,7,7,10,8,32,55,23,84,0.17820341409394158,0.2222222222222222,1.0,0.35384615384615387,0.6461538461538461,0.5,0.6227920227920227,alta
j6015_1.sm,15,1,36,3,2,38;39,8,9,5,8,30,63,33,84,0.16543528926034395,0.2222222222222222,0.9080514865825925,0.5076923076923077,0.49230769230769234,0.5,0.5408604670375023,media
j6015_1.sm,15,1,37,1,1,47,6,5,8,7,10,75,65,84,0.14506553117560128,0.0,0.7613604885719969,1.0,0.0,0.0,0.25378682952399895,baixa
j6015_1.sm,15,1,38,1,1,57,4,8,5,6,33,81,48,84,0.12552633787491174,0.0,0.6206507288548726,0.7384615384615385,0.2615384615384615,0.0,0.29406306346444466,baixa
j6015_1.sm,15,1,39,5,1,41,3,9,4,8,33,66,33,84,0.12913353089392307,0.4444444444444444,0.6466276079996457,0.5076923076923077,0.49230769230769234,0.0,0.5277932482505941,media
j6015_1.sm,15,1,40,4,1,46,7,10,1,8,35,58,23,84,0.14118395514757237,0.3333333333333333,0.7334076646338448,0.35384615384615387,0.6461538461538461,0.0,0.5709649480403414,alta
j6015_1.sm,15,1,41,5,1,52,2,8,1,4,38,71,33,84,0.07965873530353718,0.4444444444444444,0.29033927549559263,0.5076923076923077,0.49230769230769234,0.0,0.40903047074924315,baixa
j6015_1.sm,15,1,42,4,1,54,10,6,2,2,7,63,56,84,0.1136324282974676,0.3333333333333333,0.5349977987167431,0.8615384615384616,0.1384615384615384,0.0,0.335597556837205,baixa
