arquivo,combinacao,instancia,tarefa,duracao,n_sucessores,sucessores,R1,R2,R3,R4,ES,LS,folga_total,makespan_instancia,intensidade_recursos,duracao_norm,intensidade_norm,folga_norm,criticidade_folga,criticidade_sucessores,Di,nivel_dificuldade,multiplicador_risco,multiplicador_ic95_inferior,multiplicador_ic95_superior
j6019_6.sm,19,6,43,6,1,54,0,2,0,0,36,45,9,68,0.0238095238095238,0.5555555555555556,0.0994764397905759,0.2307692307692307,0.7692307692307692,0.0,0.4747542548589668,media,1.935477655585504,1.75809,2.59922
j6019_6.sm,19,6,44,6,3,45;47;56,0,7,0,0,35,46,11,68,0.0833333333333333,0.5555555555555556,0.5968586387434555,0.282051282051282,0.717948717948718,1.0,0.6234543040825763,alta,2.36668955851816,1.72008,3.22851
j6019_6.sm,19,6,45,1,1,50,0,0,0,1,46,52,6,68,0.0119047619047619,0.0,0.0,0.1538461538461538,0.8461538461538461,0.0,0.282051282051282,baixa,1.0,1.0,1.0
j6019_6.sm,19,6,46,9,2,53;58,8,0,0,0,44,48,4,68,0.0952380952380952,0.8888888888888888,0.6963350785340314,0.1025641025641025,0.8974358974358975,0.5,0.8275532882862726,muito alta,2.985046237095499,1.87825,4.15626
j6019_6.sm,19,6,47,9,1,57,5,0,0,0,44,52,8,68,0.0595238095238095,0.8888888888888888,0.3979057591623036,0.2051282051282051,0.7948717948717949,0.0,0.6938888143076625,muito alta,2.985046237095499,1.87825,4.15626
j6019_6.sm,19,6,48,4,1,49,0,0,10,0,45,45,0,68,0.131578947368421,0.3333333333333333,1.0,0.0,1.0,0.0,0.7777777777777777,muito alta,2.985046237095499,1.87825,4.15626
j6019_6.sm,19,6,49,10,1,56,0,0,0,6,49,49,0,68,0.0714285714285714,1.0,0.4973821989528796,0.0,1.0,0.0,0.8324607329842932,muito alta,2.985046237095499,1.87825,4.15626
j6019_6.sm,19,6,50,10,1,58,5,0,0,0,47,53,6,68,0.0595238095238095,1.0,0.3979057591623036,0.1538461538461538,0.8461538461538461,0.0,0.7480198684387166,muito alta,2.985046237095499,1.87825,4.15626
j6019_6.sm,19,6,51,3,1,55,0,0,4,0,45,54,9,68,0.0526315789473684,0.2222222222222222,0.3403141361256545,0.2307692307692307,0.7692307692307692,0.0,0.4439223758595486,media,1.935477655585504,1.75809,2.59922
j6019_6.sm,19,6,52,10,2,53;55,0,6,0,0,45,47,2,68,0.0714285714285714,1.0,0.4973821989528796,0.0512820512820512,0.9487179487179488,0.5,0.8153667158902761,muito alta,2.985046237095499,1.87825,4.15626
j6019_6.sm,19,6,53,7,1,60,0,0,8,0,55,57,2,68,0.1052631578947368,0.6666666666666666,0.7801047120418848,0.0512820512820512,0.9487179487179488,0.0,0.7984964424755,muito alta,2.985046237095499,1.87825,4.15626
j6019_6.sm,19,6,54,8,1,56,0,0,0,2,42,51,9,68,0.0238095238095238,0.7777777777777778,0.0994764397905759,0.2307692307692307,0.7692307692307692,0.0,0.5488283289330409,alta,2.36668955851816,1.72008,3.22851
j6019_6.sm,19,6,55,4,1,57,0,0,0,7,55,57,2,68,0.0833333333333333,0.3333333333333333,0.5968586387434555,0.0512820512820512,0.9487179487179488,0.0,0.6263033069315791,alta,2.36668955851816,1.72008,3.22851
j6019_6.sm,19,6,56,5,1,60,0,0,3,0,59,59,0,68,0.0394736842105263,0.4444444444444444,0.2303664921465968,0.0,1.0,0.0,0.5582703121970137,alta,2.36668955851816,1.72008,3.22851
j6019_6.sm,19,6,57,2,1,61,0,0,10,0,59,61,2,68,0.131578947368421,0.1111111111111111,1.0,0.0512820512820512,0.9487179487179488,0.0,0.6866096866096866,muito alta,2.985046237095499,1.87825,4.15626
j6019_6.sm,19,6,58,1,1,60,0,0,8,0,57,63,6,68,0.1052631578947368,0.0,0.7801047120418848,0.1538461538461538,0.8461538461538461,0.0,0.5420861860652436,media,1.935477655585504,1.75809,2.59922
j6019_6.sm,19,6,59,10,1,62,7,0,0,0,39,58,19,68,0.0833333333333333,1.0,0.5968586387434555,0.4871794871794871,0.5128205128205128,0.0,0.7032263838546561,muito alta,2.985046237095499,1.87825,4.15626
j6019_6.sm,19,6,60,4,1,62,0,0,5,0,64,64,0,68,0.0657894736842105,0.3333333333333333,0.450261780104712,0.0,1.0,0.0,0.5945317044793483,alta,2.36668955851816,1.72008,3.22851
j6019_6.sm,19,6,61,5,1,62,0,3,0,0,61,63,2,68,0.0357142857142857,0.4444444444444444,0.1989528795811518,0.0512820512820512,0.9487179487179488,0.0,0.530705090914515,media,1.935477655585504,1.75809,2.59922
j6019_7.sm,19,7,2,5,3,12;16;19,0,9,0,0,0,17,17,60,0.0978260869565217,0.4444444444444444,0.5993788819875776,0.5483870967741935,0.4516129032258065,1.0,0.4984787432192761,media,1.935477655585504,1.75809,2.59922
j6019_7.sm,19,7,3,10,3,6;11;27,8,0,0,0,0,6,6,60,0.125,1.0,0.7857142857142856,0.1935483870967742,0.8064516129032258,1.0,0.8640552995391704,muito alta,2.985046237095499,1.87825,4.15626
j6019_7.sm,19,7,4,4,3,5;18;29,0,0,0,5,0,0,0,60,0.0625,0.3333333333333333,0.3571428571428571,0.0,1.0,1.0,0.5634920634920635,alta,2.36668955851816,1.72008,3.22851
j6019_7.sm,19,7,5,5,3,7;8;9,5,0,0,0,4,4,0,60,0.078125,0.4444444444444444,0.4642857142857142,0.0,1.0,1.0,0.6362433862433863,alta,2.36668955851816,1.72008,3.22851
j6019_7.sm,19,7,6,8,3,22;31;48,0,3,0,0,10,16,6,60,0.0326086956521739,0.7777777777777778,0.1521739130434782,0.1935483870967742,0.8064516129032258,1.0,0.578801101241494,alta,2.36668955851816,1.72008,3.22851
j6019_7.sm,19,7,7,8,3,14;24;40,0,0,2,0,9,12,3,60,0.0208333333333333,0.7777777777777778,0.0714285714285714,0.0967741935483871,0.9032258064516128,1.0,0.5841440518859873,alta,2.36668955851816,1.72008,3.22851
j6019_7.sm,19,7,8,7,1,47,4,0,0,0,9,40,31,60,0.0625,0.6666666666666666,0.3571428571428571,1.0,0.0,0.0,0.3412698412698413,baixa,1.0,1.0,1.0
j6019_7.sm,19,7,9,7,3,10;23;44,0,6,0,0,9,9,0,60,0.0652173913043478,0.6666666666666666,0.3757763975155279,0.0,1.0,1.0,0.6808143547273982,muito alta,2.985046237095499,1.87825,4.15626
j6019_7.sm,19,7,10,5,2,13;17,0,0,0,2,16,16,0,60,0.025,0.4444444444444444,0.1,0.0,1.0,0.5,0.5148148148148148,media,1.935477655585504,1.75809,2.59922
j6019_7.sm,19,7,11,8,1,43,4,0,0,0,10,33,23,60,0.0625,0.7777777777777778,0.3571428571428571,0.7419354838709677,0.2580645161290322,0.0,0.4643283836832223,media,1.935477655585504,1.75809,2.59922
j6019_7.sm,19,7,12,8,2,20;45,0,9,0,0,5,23,18,60,0.0978260869565217,0.7777777777777778,0.5993788819875776,0.5806451612903226,0.4193548387096774,0.5,0.5988371661583443,alta,2.36668955851816,1.72008,3.22851
j6019_7.sm,19,7,13,5,3,15;26;35,0,0,10,0,21,21,0,60,0.1041666666666666,0.4444444444444444,0.6428571428571428,0.0,1.0,1.0,0.6957671957671957,muito alta,2.985046237095499,1.87825,4.15626
j6019_7.sm,19,7,14,7,2,43;48,0,0,0,4,17,20,3,60,0.05,0.6666666666666666,0.2714285714285714,0.0967741935483871,0.9032258064516128,0.5,0.613773681515617,alta,2.36668955851816,1.72008,3.22851
j6019_7.sm,19,7,15,4,3,25;28;38,0,0,3,0,26,26,0,60,0.03125,0.3333333333333333,0.1428571428571428,0.0,1.0,1.0,0.492063492063492,media,1.935477655585504,1.75809,2.59922
j6019_7.sm,19,7,16,6,3,23;32;33,0,1,0,0,5,22,17,60,0.0108695652173913,0.5555555555555556,0.0031055900621118,0.5483870967741935,0.4516129032258065,1.0,0.3367580162811579,baixa,1.0,1.0,1.0
j6019_7.sm,19,7,17,1,1,38,0,0,8,0,21,41,20,60,0.0833333333333333,0.0,0.4999999999999999,0.6451612903225806,0.3548387096774194,0.0,0.2849462365591397,baixa,1.0,1.0,1.0
j6019_7.sm,19,7,18,3,3,20;41;51,0,0,0,5,4,28,24,60,0.0625,0.2222222222222222,0.3571428571428571,0.7741935483870968,0.2258064516129032,1.0,0.2683905103259942,baixa,1.0,1.0,1.0
j6019_7.sm,19,7,19,2,3,21;29;55,0,0,0,9,5,26,21,60,0.1125,0.1111111111111111,0.7,0.6774193548387096,0.3225806451612903,1.0,0.3778972520908005,baixa,1.0,1.0,1.0
j6019_7.sm,19,7,20,10,2,33;40,0,10,0,0,13,31,18,60,0.108695652173913,1.0,0.6739130434782608,0.5806451612903226,0.4193548387096774,0.5,0.6977559607293127,muito alta,2.985046237095499,1.87825,4.15626
j6019_7.sm,19,7,21,1,1,27,0,0,1,0,7,28,21,60,0.0104166666666666,0.0,0.0,0.6774193548387096,0.3225806451612903,0.0,0.1075268817204301,baixa,1.0,1.0,1.0
j6019_7.sm,19,7,22,9,3,24;37;44,1,0,0,0,18,24,6,60,0.015625,0.8888888888888888,0.0357142857142857,0.1935483870967742,0.8064516129032258,1.0,0.5770182625021334,alta,2.36668955851816,1.72008,3.22851
j6019_7.sm,19,7,23,6,1,41,0,0,6,0,16,28,12,60,0.0625,0.5555555555555556,0.3571428571428571,0.3870967741935484,0.6129032258064516,0.0,0.5085338795016214,media,1.935477655585504,1.75809,2.59922
j6019_7.sm,19,7,24,1,3,46;55;59,0,0,0,10,27,51,24,60,0.125,0.0,0.7857142857142856,0.7741935483870968,0.2258064516129032,1.0,0.3371735791090629,baixa,1.0,1.0,1.0
j6019_7.sm,19,7,25,5,2,30;57,0,0,7,0,30,37,7,60,0.0729166666666666,0.4444444444444444,0.4285714285714285,0.2258064516129032,0.7741935483870968,0.5,0.5490698071343232,alta,2.36668955851816,1.72008,3.22851
j6019_7.sm,19,7,26,1,2,41;45,7,0,0,0,26,33,7,60,0.109375,0.0,0.6785714285714285,0.2258064516129032,0.7741935483870968,0.5,0.4842549923195084,media,1.935477655585504,1.75809,2.59922
j6019_7.sm,19,7,27,5,2,34;49,10,0,0,0,10,29,19,60,0.15625,0.4444444444444444,1.0,0.6129032258064516,0.3870967741935484,0.5,0.6105137395459976,alta,2.36668955851816,1.72008,3.22851
j6019_7.sm,19,7,28,3,3,37;40;47,7,0,0,0,30,30,0,60,0.109375,0.2222222222222222,0.6785714285714285,0.0,1.0,1.0,0.6335978835978835,alta,2.36668955851816,1.72008,3.22851
j6019_7.sm,19,7,29,5,2,30;56,0,0,4,0,7,37,30,60,0.0416666666666666,0.4444444444444444,0.2142857142857142,0.967741935483871,0.032258064516129,0.5,0.2303294077487625,baixa,1.0,1.0,1.0
j6019_7.sm,19,7,30,4,2,46;50,0,0,6,0,35,42,7,60,0.0625,0.3333333333333333,0.3571428571428571,0.2258064516129032,0.7741935483870968,0.5,0.4882232462877623,media,1.935477655585504,1.75809,2.59922
j6019_7.sm,19,7,31,5,2,35;52,0,6,0,0,18,43,25,60,0.0652173913043478,0.4444444444444444,0.3757763975155279,0.8064516129032258,0.1935483870967742,0.5,0.3379230763522488,baixa,1.0,1.0,1.0
j6019_7.sm,19,7,32,10,1,36,0,7,0,0,11,42,31,60,0.0760869565217391,1.0,0.4503105590062111,1.0,0.0,0.0,0.4834368530020703,media,1.935477655585504,1.75809,2.59922
j6019_7.sm,19,7,33,4,1,44,5,0,0,0,23,41,18,60,0.078125,0.3333333333333333,0.4642857142857142,0.5806451612903226,0.4193548387096774,0.0,0.4056579621095749,baixa,1.0,1.0,1.0
j6019_7.sm,19,7,34,8,3,38;42;54,0,3,0,0,15,34,19,60,0.0326086956521739,0.7777777777777778,0.1521739130434782,0.6129032258064516,0.3870967741935484,1.0,0.4390161550049348,media,1.935477655585504,1.75809,2.59922
j6019_7.sm,19,7,35,6,1,39,0,0,10,0,26,50,24,60,0.1041666666666666,0.5555555555555556,0.6428571428571428,0.7741935483870968,0.2258064516129032,0.0,0.4747397166752005,media,1.935477655585504,1.75809,2.59922
j6019_7.sm,19,7,36,1,1,56,2,0,0,0,21,52,31,60,0.03125,0.0,0.1428571428571428,1.0,0.0,0.0,0.0476190476190476,baixa,1.0,1.0,1.0
j6019_7.sm,19,7,37,2,1,51,0,0,0,1,33,33,0,60,0.0125,0.1111111111111111,0.0142857142857142,0.0,1.0,0.0,0.3751322751322751,baixa,1.0,1.0,1.0
j6019_7.sm,19,7,38,5,1,47,0,0,5,0,30,42,12,60,0.0520833333333333,0.4444444444444444,0.2857142857142857,0.3870967741935484,0.6129032258064516,0.0,0.4476873186550605,media,1.935477655585504,1.75809,2.59922
j6019_7.sm,19,7,39,1,1,59,0,0,0,8,32,56,24,60,0.1,0.0,0.6142857142857142,0.7741935483870968,0.2258064516129032,0.0,0.2800307219662058,baixa,1.0,1.0,1.0
j6019_7.sm,19,7,40,5,1,53,0,0,4,0,33,45,12,60,0.0416666666666666,0.4444444444444444,0.2142857142857142,0.3870967741935484,0.6129032258064516,0.0,0.4238777948455368,media,1.935477655585504,1.75809,2.59922
j6019_7.sm,19,7,41,6,3,42;49;54,8,0,0,0,27,34,7,60,0.125,0.5555555555555556,0.7857142857142856,0.2258064516129032,0.7741935483870968,1.0,0.7051544632189792,muito alta,2.985046237095499,1.87825,4.15626
j6019_7.sm,19,7,42,8,2,46;53,3,0,0,0,33,42,9,60,0.046875,0.7777777777777778,0.25,0.2903225806451613,0.7096774193548387,0.5,0.5791517323775388,alta,2.36668955851816,1.72008,3.22851
j6019_7.sm,19,7,43,7,1,52,0,0,8,0,24,41,17,60,0.0833333333333333,0.6666666666666666,0.4999999999999999,0.5483870967741935,0.4516129032258065,0.0,0.539426523297491,media,1.935477655585504,1.75809,2.59922
j6019_7.sm,19,7,44,5,2,53;59,0,0,0,7,27,45,18,60,0.0875,0.4444444444444444,0.5285714285714285,0.5806451612903226,0.4193548387096774,0.5,0.4641235705751834,media,1.935477655585504,1.75809,2.59922
j6019_7.sm,19,7,45,6,1,60,0,6,0,0,27,51,24,60,0.0652173913043478,0.5555555555555556,0.3757763975155279,0.7741935483870968,0.2258064516129032,0.0,0.3857128015613288,baixa,1.0,1.0,1.0
j6019_7.sm,19,7,46,2,1,61,0,0,6,0,41,52,11,60,0.0625,0.1111111111111111,0.3571428571428571,0.3548387096774194,0.6451612903225806,0.0,0.3711384195255163,baixa,1.0,1.0,1.0
j6019_7.sm,19,7,47,1,1,52,0,0,10,0,35,47,12,60,0.1041666666666666,0.0,0.6428571428571428,0.3870967741935484,0.6129032258064516,0.0,0.4185867895545314,media,1.935477655585504,1.75809,2.59922
j6019_7.sm,19,7,48,8,3,50;51;57,0,0,0,7,24,27,3,60,0.0875,0.7777777777777778,0.5285714285714285,0.0967741935483871,0.9032258064516128,1.0,0.7365250042669397,muito alta,2.985046237095499,1.87825,4.15626
j6019_7.sm,19,7,49,10,1,57,0,0,1,0,33,40,7,60,0.0104166666666666,1.0,0.0,0.2258064516129032,0.7741935483870968,0.0,0.5913978494623655,alta,2.36668955851816,1.72008,3.22851
j6019_7.sm,19,7,50,8,1,61,0,2,0,0,39,46,7,60,0.0217391304347826,0.7777777777777778,0.077639751552795,0.2258064516129032,0.7741935483870968,0.0,0.5432036925725565,alta,2.36668955851816,1.72008,3.22851
j6019_7.sm,19,7,51,10,2,54;55,0,0,0,6,35,35,0,60,0.075,1.0,0.4428571428571428,0.0,1.0,0.5,0.8142857142857143,muito alta,2.985046237095499,1.87825,4.15626
j6019_7.sm,19,7,52,6,1,61,0,0,0,8,36,48,12,60,0.1,0.5555555555555556,0.6142857142857142,0.3870967741935484,0.6129032258064516,0.0,0.5942481652159071,alta,2.36668955851816,1.72008,3.22851
j6019_7.sm,19,7,53,7,1,60,0,0,0,8,41,50,9,60,0.1,0.6666666666666666,0.6142857142857142,0.2903225806451613,0.7096774193548387,0.0,0.6635432667690732,alta,2.36668955851816,1.72008,3.22851
j6019_7.sm,19,7,54,8,1,56,0,0,4,0,45,45,0,60,0.0416666666666666,0.7777777777777778,0.2142857142857142,0.0,1.0,0.0,0.664021164021164,alta,2.36668955851816,1.72008,3.22851
j6019_7.sm,19,7,55,1,1,58,0,9,0,0,45,55,10,60,0.0978260869565217,0.0,0.5993788819875776,0.3225806451612903,0.6774193548387097,0.0,0.4255994122754291,media,1.935477655585504,1.75809,2.59922
j6019_7.sm,19,7,56,3,1,58,10,0,0,0,53,53,0,60,0.15625,0.2222222222222222,1.0,0.0,1.0,0.0,0.7407407407407407,muito alta,2.985046237095499,1.87825,4.15626
j6019_7.sm,19,7,57,6,1,58,0,0,0,6,43,50,7,60,0.075,0.5555555555555556,0.4428571428571428,0.2258064516129032,0.7741935483870968,0.0,0.590868748933265,alta,2.36668955851816,1.72008,3.22851
j6019_7.sm,19,7,58,1,1,60,0,0,4,0,56,56,0,60,0.0416666666666666,0.0,0.2142857142857142,0.0,1.0,0.0,0.4047619047619047,baixa,1.0,1.0,1.0
j6019_7.sm,19,7,59,3,1,62,0,0,7,0,33,57,24,60,0.0729166666666666,0.2222222222222222,0.4285714285714285,0.7741935483870968,0.2258064516129032,0.0,0.292200034135518,baixa,1.0,1.0,1.0
j6019_7.sm,19,7,60,3,1,62,0,7,0,0,57,57,0,60,0.0760869565217391,0.2222222222222222,0.4503105590062111,0.0,1.0,0.0,0.5575109270761445,alta,2.36668955851816,1.72008,3.22851
j6019_7.sm,19,7,61,6,1,62,0,0,2,0,47,54,7,60,0.0208333333333333,0.5555555555555556,0.0714285714285714,0.2258064516129032,0.7741935483870968,0.0,0.4670592251237412,media,1.935477655585504,1.75809,2.59922
j6019_8.sm,19,8,2,4,1,21,0,0,0,1,0,36,36,82,0.0208333333333333,0.3333333333333333,0.049492385786802,0.6101694915254238,0.3898305084745762,0.0,0.2575520758649038,baixa,1.0,1.0,1.0
j6019_8.sm,19,8,3,10,3,39;46;61,0,0,7,0,0,43,43,82,0.0833333333333333,1.0,0.3959390862944161,0.7288135593220338,0.2711864406779661,1.0,0.555708508990794,alta,2.36668955851816,1.72008,3.22851
j6019_8.sm,19,8,4,1,3,5;6;17,0,0,7,0,0,0,0,82,0.0833333333333333,0.0,0.3959390862944161,0.0,1.0,1.0,0.4653130287648053,media,1.935477655585504,1.75809,2.59922
j6019_8.sm,19,8,5,4,3,7;9;11,0,0,10,0,1,1,0,82,0.119047619047619,0.3333333333333333,0.5939086294416243,0.0,1.0,1.0,0.6424139875916526,alta,2.36668955851816,1.72008,3.22851
j6019_8.sm,19,8,6,4,2,13;14,0,0,3,0,1,25,24,82,0.0357142857142857,0.3333333333333333,0.131979695431472,0.4067796610169492,0.5932203389830508,0.5,0.352844455915952,baixa,1.0,1.0,1.0
j6019_8.sm,19,8,7,3,3,8;23;36,0,1,0,0,5,5,0,82,0.0192307692307692,0.2222222222222222,0.0406091370558375,0.0,1.0,1.0,0.4209437864260199,media,1.935477655585504,1.75809,2.59922
j6019_8.sm,19,8,8,7,3,10;12;15,6,0,0,0,8,8,0,82,0.0789473684210526,0.6666666666666666,0.3716270371359871,0.0,1.0,1.0,0.6794312346008846,muito alta,2.985046237095499,1.87825,4.15626
j6019_8.sm,19,8,9,4,1,15,0,6,0,0,5,11,6,82,0.1153846153846153,0.3333333333333333,0.5736040609137055,0.1016949152542373,0.8983050847457628,0.0,0.6017474929976006,alta,2.36668955851816,1.72008,3.22851
j6019_8.sm,19,8,10,8,3,27;35;52,0,0,7,0,15,61,46,82,0.0833333333333333,0.7777777777777778,0.3959390862944161,0.7796610169491526,0.2203389830508474,1.0,0.4646852823743471,media,1.935477655585504,1.75809,2.59922
j6019_8.sm,19,8,11,3,1,20,0,0,1,0,5,19,14,82,0.0119047619047619,0.2222222222222222,0.0,0.2372881355932203,0.7627118644067796,0.0,0.3283113622096673,baixa,1.0,1.0,1.0
j6019_8.sm,19,8,12,7,2,39;55,0,2,0,0,15,46,31,82,0.0384615384615384,0.6666666666666666,0.1472081218274111,0.5254237288135594,0.4745762711864406,0.5,0.4294836865601728,media,1.935477655585504,1.75809,2.59922
j6019_8.sm,19,8,13,4,3,18;21;50,0,0,4,0,5,33,28,82,0.0476190476190476,0.3333333333333333,0.197969543147208,0.4745762711864407,0.5254237288135593,1.0,0.3522422017647002,baixa,1.0,1.0,1.0
j6019_8.sm,19,8,14,8,2,18;30,0,0,0,4,5,29,24,82,0.0833333333333333,0.7777777777777778,0.3959390862944161,0.4067796610169492,0.5932203389830508,0.5,0.5889790676850816,alta,2.36668955851816,1.72008,3.22851
j6019_8.sm,19,8,15,7,3,16;20;32,0,0,3,0,15,15,0,82,0.0357142857142857,0.6666666666666666,0.131979695431472,0.0,1.0,1.0,0.5995487873660462,alta,2.36668955851816,1.72008,3.22851
j6019_8.sm,19,8,16,7,1,44,0,0,0,3,22,61,39,82,0.0625,0.6666666666666666,0.2804568527918781,0.6610169491525424,0.3389830508474576,0.0,0.4287021901020007,media,1.935477655585504,1.75809,2.59922
j6019_8.sm,19,8,17,10,3,19;26;42,0,5,0,0,1,33,32,82,0.0961538461538461,1.0,0.4670050761421319,0.5423728813559322,0.4576271186440678,1.0,0.6415440649287332,alta,2.36668955851816,1.72008,3.22851
j6019_8.sm,19,8,18,2,3,19;31;43,0,0,0,7,13,37,24,82,0.1458333333333333,0.1111111111111111,0.7423857868020305,0.4067796610169492,0.5932203389830508,1.0,0.4822390789653974,media,1.935477655585504,1.75809,2.59922
j6019_8.sm,19,8,19,9,3,34;37;39,0,0,0,8,15,43,28,82,0.1666666666666666,0.8888888888888888,0.8578680203045684,0.4745762711864407,0.5254237288135593,1.0,0.7573935460023388,muito alta,2.985046237095499,1.87825,4.15626
j6019_8.sm,19,8,20,4,2,22;29,1,0,0,0,22,22,0,82,0.0131578947368421,0.3333333333333333,0.0069462997595511,0.0,1.0,0.5,0.4467598776976281,media,1.935477655585504,1.75809,2.59922
j6019_8.sm,19,8,21,10,2,37;48,9,0,0,0,9,40,31,82,0.1184210526315789,1.0,0.5904354795618487,0.5254237288135594,0.4745762711864406,0.5,0.6883372502494297,muito alta,2.985046237095499,1.87825,4.15626
j6019_8.sm,19,8,22,10,3,24;42;43,0,0,7,0,26,26,0,82,0.0833333333333333,1.0,0.3959390862944161,0.0,1.0,1.0,0.7986463620981387,muito alta,2.985046237095499,1.87825,4.15626
j6019_8.sm,19,8,23,4,3,37;38;42,0,0,0,2,8,53,45,82,0.0416666666666666,0.3333333333333333,0.16497461928934,0.7627118644067796,0.2372881355932203,1.0,0.2451986960719646,baixa,1.0,1.0,1.0
j6019_8.sm,19,8,24,7,3,25;33;45,0,0,0,6,36,36,0,82,0.125,0.6666666666666666,0.6269035532994923,0.0,1.0,1.0,0.7645234066553863,muito alta,2.985046237095499,1.87825,4.15626
j6019_8.sm,19,8,25,4,1,47,0,0,6,0,43,43,0,82,0.0714285714285714,0.3333333333333333,0.3299492385786801,0.0,1.0,0.0,0.5544275239706711,alta,2.36668955851816,1.72008,3.22851
j6019_8.sm,19,8,26,5,3,28;41;46,0,0,10,0,11,50,39,82,0.119047619047619,0.4444444444444444,0.5939086294416243,0.6610169491525424,0.3389830508474576,1.0,0.459112041577842,media,1.935477655585504,1.75809,2.59922
j6019_8.sm,19,8,27,3,1,59,0,0,1,0,23,76,53,82,0.0119047619047619,0.2222222222222222,0.0,0.8983050847457628,0.1016949152542372,0.0,0.1079723791588198,baixa,1.0,1.0,1.0
j6019_8.sm,19,8,28,5,1,54,0,5,0,0,16,55,39,82,0.0961538461538461,0.4444444444444444,0.4670050761421319,0.6610169491525424,0.3389830508474576,0.0,0.4168108571446779,media,1.935477655585504,1.75809,2.59922
j6019_8.sm,19,8,29,4,1,52,0,0,10,0,26,65,39,82,0.119047619047619,0.3333333333333333,0.5939086294416243,0.6610169491525424,0.3389830508474576,0.0,0.422075004540805,media,1.935477655585504,1.75809,2.59922
j6019_8.sm,19,8,30,1,1,46,7,0,0,0,13,55,42,82,0.0921052631578947,0.0,0.4445631846112743,0.711864406779661,0.288135593220339,0.0,0.244232925943871,baixa,1.0,1.0,1.0
j6019_8.sm,19,8,31,9,2,32;34,0,2,0,0,15,39,24,82,0.0384615384615384,0.8888888888888888,0.1472081218274111,0.4067796610169492,0.5932203389830508,0.5,0.543105783233117,alta,2.36668955851816,1.72008,3.22851
j6019_8.sm,19,8,32,2,1,48,4,0,0,0,24,48,24,82,0.0526315789473684,0.1111111111111111,0.2257547421854127,0.4067796610169492,0.5932203389830508,0.0,0.3100287307598582,baixa,1.0,1.0,1.0
j6019_8.sm,19,8,33,8,2,35;40,2,0,0,0,43,47,4,82,0.0263157894736842,0.7777777777777778,0.0798824472348383,0.0677966101694915,0.9322033898305084,0.5,0.5966212049477082,alta,2.36668955851816,1.72008,3.22851
j6019_8.sm,19,8,34,3,2,35;40,0,0,3,0,24,52,28,82,0.0357142857142857,0.2222222222222222,0.131979695431472,0.4745762711864407,0.5254237288135593,0.5,0.2932085488224178,baixa,1.0,1.0,1.0
j6019_8.sm,19,8,35,7,1,57,0,0,0,1,51,70,19,82,0.0208333333333333,0.6666666666666666,0.049492385786802,0.3220338983050847,0.6779661016949152,0.0,0.4647083847161279,media,1.935477655585504,1.75809,2.59922
j6019_8.sm,19,8,36,7,2,44;47,1,0,0,0,8,40,32,82,0.0131578947368421,0.6666666666666666,0.0069462997595511,0.5423728813559322,0.4576271186440678,0.5,0.3770800283567618,baixa,1.0,1.0,1.0
j6019_8.sm,19,8,37,3,1,49,10,0,0,0,24,59,35,82,0.131578947368421,0.2222222222222222,0.6633716270371358,0.5932203389830508,0.4067796610169492,0.0,0.4307911700921023,media,1.935477655585504,1.75809,2.59922
j6019_8.sm,19,8,38,7,2,43;55,0,0,6,0,12,57,45,82,0.0714285714285714,0.6666666666666666,0.3299492385786801,0.7627118644067796,0.2372881355932203,0.5,0.411301346946189,baixa,1.0,1.0,1.0
j6019_8.sm,19,8,39,9,2,49;57,0,10,0,0,24,53,29,82,0.1923076923076923,0.8888888888888888,1.0,0.4915254237288136,0.5084745762711864,0.5,0.7991211550533583,muito alta,2.985046237095499,1.87825,4.15626
j6019_8.sm,19,8,40,7,1,49,0,8,0,0,51,55,4,82,0.1538461538461538,0.6666666666666666,0.7868020304568527,0.0677966101694915,0.9322033898305084,0.0,0.7952240289846759,muito alta,2.985046237095499,1.87825,4.15626
j6019_8.sm,19,8,41,10,2,53;61,6,0,0,0,16,63,47,82,0.0789473684210526,1.0,0.3716270371359871,0.7966101694915254,0.2033898305084746,0.5,0.5250056225481539,media,1.935477655585504,1.75809,2.59922
j6019_8.sm,19,8,42,6,2,56;61,0,1,0,0,36,67,31,82,0.0192307692307692,0.5555555555555556,0.0406091370558375,0.5254237288135594,0.4745762711864406,0.5,0.3569136545992779,baixa,1.0,1.0,1.0
j6019_8.sm,19,8,43,6,1,45,0,2,0,0,36,64,28,82,0.0384615384615384,0.5555555555555556,0.1472081218274111,0.4745762711864407,0.5254237288135593,0.0,0.4093958020655086,baixa,1.0,1.0,1.0
j6019_8.sm,19,8,44,1,1,51,7,0,0,0,29,68,39,82,0.0921052631578947,0.0,0.4445631846112743,0.6610169491525424,0.3389830508474576,0.0,0.261182078486244,baixa,1.0,1.0,1.0
j6019_8.sm,19,8,45,5,1,56,0,4,0,0,43,70,27,82,0.0769230769230769,0.4444444444444444,0.3604060913705583,0.4576271186440678,0.5423728813559322,0.0,0.4490744723903116,media,1.935477655585504,1.75809,2.59922
j6019_8.sm,19,8,46,4,2,53;54,0,4,0,0,16,56,40,82,0.0769230769230769,0.3333333333333333,0.3604060913705583,0.6779661016949152,0.3220338983050848,0.5,0.3385911076696588,baixa,1.0,1.0,1.0
