project,source_file,source_row,BRANCH_COUNT,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,LOC_CODE_AND_COMMENT,LOC_COMMENTS,LOC_EXECUTABLE,LOC_TOTAL,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,defective,rotulo_original
JM1,JM1.arff,4758,5,3,3,1,24.86,20.42,10364.47,0.17,108,0.05,575.8,507.65,0,0,22,25,35,73,12,14,0,N
JM1,JM1.arff,4759,1,1,1,1,55.1,2.67,391.85,0.05,34,0.38,21.77,146.95,0,0,5,9,16,18,15,5,0,N
JM1,JM1.arff,4760,7,4,4,4,16.59,14.08,3290.37,0.08,55,0.07,182.8,233.64,0,0,8,10,13,42,6,13,0,N
JM1,JM1.arff,4761,21,11,8,6,32.65,20.35,13517.8,0.22,124,0.05,750.99,664.34,0,8,42,62,52,72,23,18,0,N
JM1,JM1.arff,4762,1,1,1,1,12.0,2.5,75.0,0.01,10,0.4,4.17,30.0,0,1,3,6,3,7,3,5,0,N
JM1,JM1.arff,4763,31,16,13,10,67.95,32.52,71864.88,0.74,363,0.03,3992.49,2209.75,2,11,76,107,136,227,46,22,1,Y
JM1,JM1.arff,4764,5,3,1,1,11.08,10.83,1300.0,0.04,30,0.09,72.22,120.0,0,0,12,17,13,17,6,10,1,Y
JM1,JM1.arff,4765,3,2,2,1,21.87,8.64,1631.15,0.06,43,0.12,90.62,188.87,0,1,9,19,19,24,11,10,1,Y
JM1,JM1.arff,4766,1,1,1,1,9.49,3.5,116.27,0.01,10,0.29,6.46,33.22,0,0,3,5,3,7,3,7,0,N
JM1,JM1.arff,4767,51,26,16,25,104.53,38.52,155140.4,1.34,595,0.03,8618.91,4027.07,0,17,158,200,234,361,82,27,0,N
JM1,JM1.arff,4768,1,1,1,1,48.95,9.09,4045.45,0.15,89,0.11,224.75,445.0,0,1,17,22,40,49,22,10,0,N
JM1,JM1.arff,4769,5,3,3,1,54.1,9.05,4433.56,0.16,103,0.11,246.31,489.75,0,0,26,44,43,60,19,8,1,Y
JM1,JM1.arff,4770,3,2,2,1,11.62,3.0,104.61,0.01,11,0.33,5.81,34.87,0,0,6,8,3,8,3,6,1,Y
JM1,JM1.arff,4771,5,3,2,3,14.93,8.25,1016.32,0.04,29,0.12,56.46,123.19,0,1,10,22,12,17,8,11,0,N
JM1,JM1.arff,4772,57,29,5,23,48.69,93.48,425549.43,1.52,791,0.01,23641.63,4552.12,0,0,61,65,252,539,31,23,0,N
JM1,JM1.arff,4773,9,5,4,1,185.24,56.31,587317.09,3.48,1584,0.02,32628.73,10430.58,0,1,322,411,719,865,83,13,0,N
JM1,JM1.arff,4774,9,5,4,1,35.33,21.68,16598.49,0.26,147,0.05,922.14,765.79,0,0,30,37,51,96,20,17,0,N
JM1,JM1.arff,4775,17,9,8,5,74.12,26.83,53371.83,0.66,312,0.04,2965.1,1989.01,2,1,63,74,140,172,60,23,1,Y
JM1,JM1.arff,4776,3,2,2,1,15.86,8.57,1165.15,0.05,32,0.12,64.73,135.93,0,0,10,16,10,22,7,12,1,Y
JM1,JM1.arff,4777,9,5,3,5,24.05,13.53,4404.89,0.11,67,0.07,244.72,325.48,0,2,17,25,29,38,15,14,0,N
JM1,JM1.arff,4778,9,5,3,4,56.72,28.83,47131.52,0.55,265,0.03,2618.42,1635.03,0,1,62,74,102,163,46,26,1,Y
JM1,JM1.arff,4779,1,1,1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,16,0,0,0,0,0,N
JM1,JM1.arff,4780,1,1,1,1,25.9,3.0,233.13,0.03,21,0.33,12.95,77.71,0,0,6,9,7,14,7,6,0,N
JM1,JM1.arff,4781,9,5,4,1,50.21,20.77,21654.47,0.35,191,0.05,1203.03,1042.75,0,0,36,43,89,102,30,14,0,N
JM1,JM1.arff,4782,9,5,3,5,14.72,14.62,3147.64,0.07,49,0.07,174.87,215.22,0,0,16,19,18,31,8,13,0,N
JM1,JM1.arff,4783,1,1,1,1,137.24,7.06,6838.09,0.32,164,0.14,379.89,968.73,0,0,24,36,80,84,51,9,0,N
JM1,JM1.arff,4784,21,11,10,1,62.81,11.34,8076.86,0.24,140,0.09,448.71,712.24,0,0,47,61,63,77,25,9,0,N
JM1,JM1.arff,4785,9,5,1,5,14.03,17.25,4174.97,0.08,56,0.06,231.94,242.03,0,2,19,34,23,33,8,12,0,N
JM1,JM1.arff,4786,1,1,1,1,40.91,4.15,705.81,0.06,40,0.24,39.21,169.92,0,0,9,14,18,22,13,6,0,N
JM1,JM1.arff,4787,3,2,1,1,140.27,17.5,42956.37,0.82,384,0.06,2386.47,2454.65,0,0,81,99,175,209,70,14,1,Y
JM1,JM1.arff,4788,5,3,3,1,34.89,11.42,4551.37,0.13,79,0.09,252.85,398.51,0,3,18,29,31,48,19,14,0,N
JM1,JM1.arff,4789,5,3,2,1,22.3,10.0,2229.72,0.07,50,0.1,123.87,222.97,0,0,17,22,20,30,11,11,0,N
JM1,JM1.arff,4790,3,2,2,1,74.92,23.55,41558.92,0.59,293,0.04,2308.83,1764.55,0,8,43,74,133,160,48,17,0,N
JM1,JM1.arff,4791,7,4,3,1,47.85,12.55,7531.29,0.2,118,0.08,418.41,600.32,0,7,31,47,46,72,22,12,0,N
JM1,JM1.arff,4792,11,6,6,5,101.21,5.6,3173.95,0.19,108,0.18,176.33,566.78,0,22,30,68,42,66,30,8,0,N
JM1,JM1.arff,4793,7,6,6,1,31.48,13.5,5737.5,0.14,85,0.07,318.75,425.0,1,0,23,27,27,58,16,16,0,N
JM1,JM1.arff,4794,1,1,1,1,16.37,5.25,451.25,0.03,22,0.19,25.07,85.95,0,0,5,9,7,15,6,9,0,N
JM1,JM1.arff,4795,1,1,1,1,25.88,8.0,1656.52,0.07,53,0.13,92.03,207.07,0,0,5,8,24,29,9,6,0,N
JM1,JM1.arff,4796,1,1,1,1,8.24,5.0,206.05,0.01,13,0.2,11.45,41.21,0,0,5,9,5,8,3,6,0,N
JM1,JM1.arff,4797,1,1,1,1,20.16,2.92,171.53,0.02,17,0.34,9.53,58.81,0,0,4,6,7,10,6,5,0,N
JM1,JM1.arff,4798,5,3,3,1,27.58,12.38,4223.86,0.11,71,0.08,234.66,341.32,0,0,16,17,33,38,16,12,0,N
JM1,JM1.arff,4799,1,1,1,1,7.11,4.0,113.74,0.01,11,0.25,6.32,28.43,0,0,3,5,4,7,2,4,0,N
JM1,JM1.arff,4800,15,8,5,8,50.87,17.03,14758.72,0.29,156,0.06,819.93,866.52,0,6,45,63,66,90,31,16,0,N
JM1,JM1.arff,4801,5,3,3,1,23.0,9.5,2075.87,0.07,49,0.11,115.33,218.51,0,1,10,16,19,30,11,11,0,N
JM1,JM1.arff,4802,5,3,2,1,28.24,9.53,2566.49,0.09,56,0.1,142.58,269.21,0,4,16,26,22,34,15,13,0,N
JM1,JM1.arff,4803,5,3,2,1,14.15,22.31,7045.89,0.11,68,0.04,391.44,315.78,0,2,15,22,21,47,8,17,0,N
JM1,JM1.arff,4804,5,3,2,1,13.95,7.0,683.71,0.03,25,0.14,37.98,97.67,0,0,7,9,7,18,5,10,1,Y
JM1,JM1.arff,4805,12,11,11,1,53.55,9.33,4664.41,0.17,91,0.11,259.13,499.76,0,0,38,40,28,63,27,18,0,N
JM1,JM1.arff,4806,51,26,20,22,158.95,25.33,102009.91,1.34,564,0.04,5667.22,4026.71,1,9,138,168,247,317,117,24,1,Y
JM1,JM1.arff,4807,13,7,4,5,39.71,36.67,53390.88,0.49,258,0.03,2966.16,1456.11,9,0,63,90,110,148,30,20,1,Y
JM1,JM1.arff,4808,22,12,7,9,42.8,49.62,105396.32,0.71,354,0.02,5855.35,2124.0,2,13,86,112,136,218,37,27,1,Y
JM1,JM1.arff,4809,1,1,1,1,20.51,3.43,241.06,0.02,19,0.29,13.39,70.31,0,0,6,11,8,11,7,6,0,N
JM1,JM1.arff,4810,1,1,1,1,12.97,4.0,207.57,0.02,15,0.25,11.53,51.89,0,0,2,4,3,12,3,8,0,N
JM1,JM1.arff,4811,19,10,10,10,45.86,17.14,13477.0,0.26,144,0.06,748.72,786.16,5,0,35,48,60,84,28,16,0,N
JM1,JM1.arff,4812,3,2,2,1,30.59,6.68,1364.63,0.07,44,0.15,75.81,204.33,0,1,10,17,17,27,14,11,0,N
JM1,JM1.arff,4813,19,10,9,1,85.9,25.51,55895.84,0.73,354,0.04,3105.32,2191.2,0,9,68,119,145,209,54,19,1,Y
JM1,JM1.arff,4814,31,16,9,7,89.2,52.32,244180.95,1.56,704,0.02,13565.61,4667.07,0,2,135,165,327,377,75,24,1,Y
JM1,JM1.arff,4815,1,1,1,1,48.34,6.0,1740.29,0.1,61,0.17,96.68,290.05,0,0,14,22,24,37,18,9,0,N
JM1,JM1.arff,4816,3,2,2,1,19.38,8.55,1416.47,0.06,39,0.12,78.69,165.67,0,0,8,11,19,20,10,9,0,N
JM1,JM1.arff,4817,7,4,4,1,39.85,16.0,10200.78,0.21,119,0.06,566.71,637.55,0,3,33,45,50,69,25,16,0,N
JM1,JM1.arff,4818,5,3,3,1,34.85,12.81,5721.32,0.15,95,0.08,317.85,446.54,0,0,16,34,41,54,16,10,0,N
JM1,JM1.arff,4819,35,18,10,15,42.9,37.33,59786.97,0.53,277,0.03,3321.5,1601.44,5,8,68,90,112,165,33,22,1,Y
JM1,JM1.arff,4820,3,2,2,1,18.56,8.4,1309.47,0.05,34,0.12,72.75,155.89,0,0,14,19,12,22,10,14,0,N
JM1,JM1.arff,4821,21,11,4,9,34.92,16.92,10001.9,0.2,107,0.06,555.66,591.02,0,0,27,32,44,63,26,20,0,N
JM1,JM1.arff,4822,3,2,2,1,14.34,3.5,175.66,0.02,14,0.29,9.76,50.19,0,1,6,10,5,9,5,7,0,N
JM1,JM1.arff,4823,3,2,2,1,35.1,6.56,1511.49,0.08,49,0.15,83.97,230.32,0,1,7,14,21,28,16,10,0,N
JM1,JM1.arff,4824,5,3,3,1,45.3,15.69,11154.73,0.24,131,0.06,619.71,710.84,0,5,24,39,48,83,26,17,0,N
JM1,JM1.arff,4825,1,1,1,1,39.21,1.5,88.22,0.02,17,0.67,4.9,58.81,0,0,5,8,8,9,8,3,1,Y
JM1,JM1.arff,4826,5,3,2,1,26.54,9.5,2395.64,0.08,55,0.11,133.09,252.17,0,0,18,22,19,36,12,12,0,N
JM1,JM1.arff,4827,1,1,1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,18,0,0,0,0,1,Y
JM1,JM1.arff,4828,1,1,1,1,12.06,1.5,27.14,0.01,7,0.67,1.51,18.09,0,0,2,6,3,4,3,3,0,N
JM1,JM1.arff,4829,1,1,1,1,9.0,3.33,100.0,0.01,10,0.3,5.56,30.0,0,0,3,6,4,6,3,5,0,N
JM1,JM1.arff,4830,1,1,1,1,14.0,4.2,247.0,0.02,17,0.24,13.72,58.81,0,0,5,8,7,10,5,6,0,N
JM1,JM1.arff,4831,1,1,1,1,12.85,7.0,629.62,0.03,26,0.14,34.98,89.95,0,0,5,7,8,18,4,7,1,Y
JM1,JM1.arff,4832,11,6,6,3,28.85,18.57,9949.74,0.18,100,0.05,552.76,535.76,1,0,18,28,39,61,21,20,0,N
JM1,JM1.arff,4833,11,6,2,3,21.8,18.96,7835.54,0.14,89,0.05,435.31,413.3,0,0,26,31,35,54,12,13,0,N
JM1,JM1.arff,4834,5,3,3,1,48.56,11.74,6691.5,0.19,113,0.09,371.75,570.02,0,2,23,32,54,59,23,10,0,N
JM1,JM1.arff,4835,19,10,9,5,74.55,27.29,55515.44,0.68,320,0.04,3084.19,2034.42,13,3,68,94,140,180,59,23,1,Y
JM1,JM1.arff,4836,1,1,1,1,17.27,2.5,107.96,0.01,13,0.4,6.0,43.19,0,0,3,6,5,8,5,5,0,N
JM1,JM1.arff,4837,9,5,5,4,27.67,15.0,6225.0,0.14,83,0.07,345.83,415.0,0,0,18,25,34,49,17,15,1,Y
JM1,JM1.arff,4838,1,1,1,1,10.42,7.0,510.36,0.02,23,0.14,28.35,72.91,0,0,5,8,7,16,3,6,0,N
JM1,JM1.arff,4839,17,9,4,5,30.72,23.38,16784.72,0.24,130,0.04,932.48,718.06,0,4,30,47,51,79,24,22,1,Y
JM1,JM1.arff,4840,1,1,1,1,18.98,2.92,161.44,0.02,16,0.34,8.97,55.35,0,0,4,8,7,9,6,5,0,N
JM1,JM1.arff,4841,1,1,1,1,9.49,3.5,116.27,0.01,10,0.29,6.46,33.22,0,0,3,6,3,7,3,7,0,N
JM1,JM1.arff,4842,13,8,5,1,36.23,28.8,30051.42,0.35,190,0.03,1669.52,1043.45,0,9,47,68,72,118,25,20,0,N
JM1,JM1.arff,4843,17,9,4,8,26.66,34.0,30819.13,0.3,174,0.03,1712.17,906.44,0,0,29,39,80,94,20,17,1,Y
JM1,JM1.arff,4844,3,2,1,1,16.35,4.5,331.08,0.02,18,0.22,18.39,73.57,0,0,2,4,8,10,8,9,0,N
JM1,JM1.arff,4845,5,3,1,1,16.47,8.44,1172.59,0.05,34,0.12,65.14,138.97,0,0,10,13,15,19,8,9,0,N
JM1,JM1.arff,4846,9,5,3,3,16.32,13.36,2916.76,0.07,47,0.07,162.04,218.26,1,1,15,22,21,26,11,14,0,N
JM1,JM1.arff,4847,9,5,2,3,13.59,10.5,1498.37,0.05,32,0.1,83.24,142.7,0,0,13,17,12,20,8,14,0,N
JM1,JM1.arff,4848,11,6,6,1,41.8,15.83,10470.55,0.22,127,0.06,581.7,661.6,1,0,34,42,52,75,23,14,0,N
JM1,JM1.arff,4849,1,1,1,1,12.68,3.75,178.31,0.02,15,0.27,9.91,47.55,0,0,3,5,6,9,4,5,0,N
JM1,JM1.arff,4850,3,2,2,1,28.99,9.69,2723.0,0.09,63,0.1,151.28,280.94,0,0,16,23,28,35,13,9,0,N
JM1,JM1.arff,4851,3,2,2,1,16.59,5.79,555.43,0.03,24,0.17,30.86,96.0,0,0,10,15,9,15,7,9,1,Y
JM1,JM1.arff,4852,3,2,2,1,18.56,5.33,527.95,0.03,26,0.19,29.33,98.99,0,5,10,19,8,18,6,8,0,N
JM1,JM1.arff,4853,1,1,1,1,41.69,3.33,463.25,0.05,34,0.3,25.74,138.97,0,1,5,8,16,18,12,5,0,N
JM1,JM1.arff,4854,1,1,1,1,24.9,5.73,816.84,0.05,33,0.17,45.38,142.62,0,0,6,10,14,19,11,9,0,N
JM1,JM1.arff,4855,5,3,2,1,15.72,11.0,1901.65,0.06,40,0.09,105.65,172.88,0,0,12,17,18,22,9,11,0,N
JM1,JM1.arff,4856,3,2,1,1,20.31,12.5,3172.8,0.08,54,0.08,176.27,253.82,0,3,15,27,25,29,13,13,0,N
JM1,JM1.arff,4857,3,2,2,1,16.89,4.5,342.0,0.03,19,0.22,19.0,76.0,0,0,5,7,7,12,7,9,0,N
JM1,JM1.arff,4858,3,2,2,1,22.12,8.5,1597.86,0.06,41,0.12,88.77,187.98,0,1,8,12,17,24,12,12,0,N
JM1,JM1.arff,4859,5,3,2,3,14.93,8.25,1016.32,0.04,29,0.12,56.46,123.19,0,0,10,14,12,17,8,11,0,N
JM1,JM1.arff,4860,5,3,3,1,26.41,10.5,2911.92,0.09,59,0.1,161.77,277.33,1,4,10,22,21,38,13,13,0,N
JM1,JM1.arff,4861,1,1,1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,38,0,0,0,0,0,N
JM1,JM1.arff,4862,1,1,1,1,22.84,4.5,462.59,0.03,27,0.22,25.7,102.8,0,0,8,11,12,15,8,6,0,N
JM1,JM1.arff,4863,5,4,4,1,29.76,11.11,3674.28,0.11,65,0.09,204.13,330.69,0,0,18,26,25,40,18,16,0,N
JM1,JM1.arff,4864,33,17,14,4,135.94,35.37,170018.12,1.6,701,0.03,9445.45,4807.44,3,26,168,235,286,415,93,23,1,Y
JM1,JM1.arff,4865,127,82,76,8,72.24,140.64,1428851.32,3.39,1359,0.01,79380.63,10159.52,1,4,452,513,489,870,113,65,1,Y
JM1,JM1.arff,4866,11,6,4,6,20.48,16.67,5688.7,0.11,71,0.06,316.04,341.32,0,0,19,23,25,46,12,16,0,N
JM1,JM1.arff,4867,5,4,4,1,34.19,12.4,5256.78,0.14,82,0.08,292.04,423.93,3,0,16,23,31,51,20,16,0,N
JM1,JM1.arff,4868,5,3,3,1,18.95,12.31,2869.95,0.08,48,0.08,159.44,233.18,0,0,12,19,20,28,13,16,0,N
JM1,JM1.arff,4869,21,11,5,6,21.51,31.89,21879.7,0.23,136,0.03,1215.54,686.04,0,0,25,30,47,89,14,19,0,N
JM1,JM1.arff,4870,13,7,2,5,19.75,23.75,11141.81,0.16,93,0.04,618.99,469.13,3,4,25,48,35,58,14,19,0,N
JM1,JM1.arff,4871,1,1,1,1,14.34,3.5,175.66,0.02,14,0.29,9.76,50.19,0,0,3,5,5,9,5,7,0,N
JM1,JM1.arff,4872,1,1,1,1,26.96,3.33,299.53,0.03,23,0.3,16.64,89.86,0,0,4,7,10,13,9,6,0,N
JM1,JM1.arff,4873,17,9,9,7,176.85,51.3,465360.0,3.02,1296,0.02,25853.33,9072.0,0,1,174,192,554,742,108,20,0,N
JM1,JM1.arff,4874,11,6,2,4,26.88,20.83,11665.16,0.19,111,0.05,648.06,559.93,0,0,24,29,50,61,18,15,0,N
JM1,JM1.arff,4875,3,2,2,1,32.21,7.62,1867.82,0.08,55,0.13,103.77,245.27,0,0,12,12,22,33,13,9,0,N
JM1,JM1.arff,4876,1,1,1,1,47.88,8.74,3653.45,0.14,87,0.11,202.97,418.24,0,1,14,23,27,60,17,11,0,N
JM1,JM1.arff,4877,47,24,13,1,87.74,30.06,79302.28,0.88,438,0.03,4405.68,2637.8,0,10,75,107,157,281,47,18,1,Y
JM1,JM1.arff,4878,5,3,3,1,172.88,7.5,9724.72,0.43,213,0.13,540.26,1296.63,0,1,61,66,87,126,58,10,1,Y
JM1,JM1.arff,4879,5,3,3,1,24.69,5.85,844.91,0.05,34,0.17,46.94,144.43,0,1,16,22,13,21,10,9,0,N
JM1,JM1.arff,4880,1,1,1,1,32.72,8.86,2567.36,0.1,65,0.11,142.63,289.86,0,0,10,16,31,34,14,8,0,N
JM1,JM1.arff,4881,77,43,35,1,62.89,76.45,367569.05,1.6,737,0.01,20420.5,4807.87,6,8,191,225,316,421,62,30,0,N
JM1,JM1.arff,4882,13,7,5,1,31.88,19.23,11790.68,0.2,111,0.05,655.04,613.12,0,0,30,33,50,61,26,20,1,Y
JM1,JM1.arff,4883,9,5,2,1,12.67,23.14,6783.33,0.1,69,0.04,376.85,293.11,0,0,13,16,27,42,7,12,0,N
JM1,JM1.arff,4884,17,9,8,9,32.07,13.59,5926.46,0.15,88,0.07,329.25,435.97,1,1,14,22,29,59,16,15,0,N
JM1,JM1.arff,4885,5,3,2,1,24.52,4.0,392.4,0.03,24,0.25,21.8,98.1,0,0,9,11,9,15,9,8,0,N
JM1,JM1.arff,4886,11,6,5,3,71.91,7.65,4205.15,0.18,99,0.13,233.62,549.9,1,10,30,52,40,59,34,13,0,N
JM1,JM1.arff,4887,5,3,2,3,19.95,8.27,1365.49,0.06,36,0.12,75.86,165.06,0,0,8,13,14,22,11,13,0,N
JM1,JM1.arff,4888,1,1,1,1,53.27,7.0,2610.47,0.12,76,0.14,145.03,372.92,0,0,17,24,28,48,20,10,0,N
JM1,JM1.arff,4889,45,23,17,11,74.49,36.24,97806.87,0.9,402,0.03,5433.71,2699.13,0,1,109,129,173,229,74,31,0,N
JM1,JM1.arff,4890,1,1,1,1,21.81,6.5,921.55,0.05,34,0.15,51.2,141.78,0,0,7,12,13,21,9,9,0,N
JM1,JM1.arff,4891,5,3,2,1,23.72,12.73,3841.74,0.1,65,0.08,213.43,301.85,0,2,15,23,20,45,11,14,0,N
JM1,JM1.arff,4892,11,6,6,5,54.58,5.75,1804.48,0.1,66,0.17,100.25,313.82,0,12,21,39,23,43,18,9,0,N
JM1,JM1.arff,4893,11,10,10,1,20.02,38.86,30223.43,0.26,157,0.03,1679.08,777.81,1,9,42,55,64,93,14,17,0,N
JM1,JM1.arff,4894,7,4,2,4,30.81,23.85,17522.83,0.24,140,0.04,973.49,734.71,0,10,13,36,53,87,20,18,0,N
JM1,JM1.arff,4895,9,5,1,1,19.49,19.5,7409.59,0.13,84,0.05,411.64,379.98,0,3,20,34,30,54,10,13,0,N
JM1,JM1.arff,4896,5,3,2,1,17.13,5.33,487.34,0.03,24,0.19,27.07,91.38,0,0,6,10,8,16,6,8,0,N
JM1,JM1.arff,4897,61,31,25,18,90.65,65.86,393196.14,1.99,877,0.02,21844.23,5970.05,2,8,130,169,377,500,83,29,1,Y
JM1,JM1.arff,4898,11,6,3,3,35.54,19.74,13847.46,0.23,127,0.05,769.3,701.49,0,2,33,46,47,80,25,21,0,N
JM1,JM1.arff,4899,3,2,2,1,91.25,15.02,20591.97,0.46,234,0.07,1144.0,1370.77,0,0,39,52,104,130,45,13,0,N
JM1,JM1.arff,4900,5,3,3,1,38.2,10.23,3995.89,0.13,75,0.1,221.99,390.71,0,1,22,33,30,45,22,15,0,N
JM1,JM1.arff,4901,5,3,1,1,15.25,22.29,7573.45,0.11,80,0.04,420.75,339.83,0,2,16,23,26,54,7,12,0,N
JM1,JM1.arff,4902,1,1,1,1,25.08,4.0,401.29,0.03,29,0.25,22.29,100.32,0,2,6,12,14,15,7,4,0,N
JM1,JM1.arff,4903,73,37,36,1,333.45,8.34,23168.74,0.93,436,0.12,1287.15,2779.52,1,0,73,77,181,255,76,7,1,Y
JM1,JM1.arff,4904,1,1,1,1,184.6,43.99,357202.76,2.71,1217,0.02,19844.6,8120.34,0,0,231,242,553,664,88,14,0,N
JM1,JM1.arff,4905,9,5,1,1,14.79,27.44,11137.18,0.14,91,0.04,618.73,405.81,2,16,23,48,38,53,9,13,0,N
JM1,JM1.arff,4906,31,16,8,8,134.27,26.28,92753.23,1.18,495,0.04,5152.96,3529.0,2,9,97,121,220,275,113,27,0,N
JM1,JM1.arff,4907,19,10,10,10,24.97,15.0,5618.88,0.12,84,0.07,312.16,374.59,0,0,19,24,30,54,11,11,1,Y
JM1,JM1.arff,4908,15,8,5,1,59.3,31.91,60402.76,0.63,312,0.03,3355.71,1892.62,10,1,89,107,150,162,47,20,0,N
JM1,JM1.arff,4909,5,3,2,1,9.21,5.63,291.41,0.02,14,0.18,16.19,51.81,0,0,3,5,5,9,4,9,0,N
JM1,JM1.arff,4910,3,2,2,1,31.27,5.79,1046.88,0.06,40,0.17,58.16,180.94,0,4,11,21,18,22,14,9,0,N
JM1,JM1.arff,4911,1,1,1,1,12.0,2.5,75.0,0.01,10,0.4,4.17,30.0,0,1,3,8,3,7,3,5,0,N
JM1,JM1.arff,4912,23,12,10,7,169.21,28.55,137880.87,1.61,663,0.04,7660.05,4830.22,11,31,130,187,314,349,132,24,1,Y
JM1,JM1.arff,4913,5,3,2,1,23.31,16.0,5966.78,0.12,76,0.06,331.49,372.92,0,0,19,29,28,48,14,16,1,Y
JM1,JM1.arff,4914,3,2,2,1,7.97,5.83,271.29,0.02,14,0.17,15.07,46.51,0,0,5,7,5,9,3,7,0,N
JM1,JM1.arff,4915,1,1,1,1,29.38,11.36,3793.37,0.11,76,0.09,210.74,333.82,0,1,13,20,25,51,11,10,0,N
JM1,JM1.arff,4916,25,13,6,11,42.08,30.91,40204.52,0.43,223,0.03,2233.58,1300.73,0,36,55,109,85,138,33,24,0,N
JM1,JM1.arff,4917,1,1,1,1,23.67,9.09,1956.58,0.07,49,0.11,108.7,215.22,0,0,10,16,20,29,11,10,0,N
JM1,JM1.arff,4918,3,2,2,1,18.56,12.0,2672.31,0.07,57,0.08,148.46,222.69,0,0,12,15,21,36,7,8,0,N
JM1,JM1.arff,4919,9,5,5,5,27.05,17.53,8308.53,0.16,91,0.06,461.58,474.06,0,5,23,33,37,54,19,18,0,N
JM1,JM1.arff,4920,33,17,10,14,71.15,28.99,59789.22,0.69,340,0.03,3321.62,2062.46,0,7,70,89,127,213,46,21,0,N
JM1,JM1.arff,4921,3,2,2,1,36.32,9.0,2942.1,0.11,68,0.11,163.45,326.9,0,0,13,21,24,44,16,12,0,N
JM1,JM1.arff,4922,7,4,4,4,14.42,12.19,2141.25,0.06,40,0.08,118.96,175.69,0,2,6,12,15,25,8,13,0,N
JM1,JM1.arff,4923,1,1,1,1,5.84,6.25,228.1,0.01,13,0.16,12.67,36.5,0,0,5,9,5,8,2,5,0,N
JM1,JM1.arff,4924,21,11,5,8,38.57,28.83,32050.38,0.37,196,0.03,1780.58,1111.8,4,2,48,64,76,120,29,22,0,N
JM1,JM1.arff,4925,3,2,2,1,15.86,4.67,345.37,0.02,20,0.21,19.19,74.01,0,0,8,11,8,12,6,7,0,N
JM1,JM1.arff,4926,7,4,4,1,29.78,14.74,6467.44,0.15,87,0.07,359.3,438.86,0,1,26,32,40,47,19,14,0,N
JM1,JM1.arff,4927,1,1,1,1,51.98,2.0,207.93,0.03,29,0.5,11.55,103.96,0,7,9,25,12,17,9,3,0,N
JM1,JM1.arff,4928,35,18,12,7,94.45,49.85,234668.62,1.57,727,0.02,13037.15,4707.86,0,9,149,175,270,457,65,24,0,N
JM1,JM1.arff,4929,3,2,1,1,18.2,10.83,2135.83,0.07,43,0.09,118.66,197.15,0,1,10,16,13,30,9,15,0,N
JM1,JM1.arff,4930,1,1,1,1,57.09,3.88,860.54,0.07,49,0.26,47.81,221.65,0,0,8,14,22,27,17,6,0,N
JM1,JM1.arff,4931,1,1,1,1,60.12,5.33,1710.01,0.11,66,0.19,95.0,320.63,0,0,11,18,28,38,21,8,0,N
JM1,JM1.arff,4932,5,3,3,1,37.77,17.05,10982.67,0.21,130,0.06,610.15,644.05,0,0,18,22,54,76,19,12,0,N
JM1,JM1.arff,4933,5,3,3,1,48.83,10.5,5383.18,0.17,97,0.1,299.07,512.67,0,0,22,27,42,55,26,13,0,N
JM1,JM1.arff,4934,13,7,5,1,65.48,16.35,17497.07,0.36,186,0.06,972.06,1070.41,0,2,49,59,85,101,39,15,0,N
JM1,JM1.arff,4935,9,5,5,1,31.45,14.67,6764.97,0.15,94,0.07,375.83,461.25,0,0,26,29,44,50,18,12,0,N
JM1,JM1.arff,4936,21,11,11,9,25.22,23.68,14145.41,0.2,113,0.04,785.86,597.25,0,6,35,46,45,68,19,20,0,N
JM1,JM1.arff,4937,11,6,3,4,32.24,15.3,7547.57,0.16,94,0.07,419.31,493.31,0,0,33,40,34,60,20,18,0,N
JM1,JM1.arff,4938,11,6,5,5,17.93,21.19,8053.08,0.13,76,0.05,447.39,380.0,0,4,20,30,29,47,13,19,1,Y
JM1,JM1.arff,4939,7,4,4,4,20.95,17.73,6582.75,0.12,79,0.06,365.71,371.33,0,3,10,18,26,53,11,15,0,N
JM1,JM1.arff,4940,5,3,2,1,17.24,10.64,1950.69,0.06,40,0.09,108.37,183.4,0,0,14,15,18,22,11,13,0,N
JM1,JM1.arff,4941,13,7,5,1,67.78,15.47,16230.05,0.35,184,0.06,901.67,1048.88,0,2,49,58,84,100,38,14,0,N
JM1,JM1.arff,4942,4,3,3,1,29.58,9.45,2644.27,0.09,61,0.11,146.9,279.68,1,3,17,34,16,45,11,13,0,N
JM1,JM1.arff,4943,5,3,3,3,30.6,5.54,938.54,0.06,38,0.18,52.14,169.46,0,0,6,9,16,22,13,9,0,N
