concluiu,makespan,makespan_cpm,E_total,S_UR_final,S_UR_maximo,S_PV_final,TW,TL,TU,TR,n_limpas,n_com_erro,n_reportadas,n_adiamentos,taxa_omissao,taxa_falha_efetiva,E_plano,retrabalho_sobre_esforco_total,retrabalho_sobre_plano,divida_latente_sobre_plano,retrabalho_sobre_esforco_realizado,p1_omissao,p1_fuga,p2_ajuda,p2_bloqueio,p3_analitica,hiato_encontrado,hiato_sem_colega_capaz,hiato_sem_colega_livre,hiato_colega_capaz_sem_confianca,competencia_maxima_inicial,competencia_minima_inicial,tarefas_acima_da_competencia_maxima_inicial,n_tarefas,N_req,N_fail,N_blocked,N_success,competencia_maxima_final,ablacoes,retrabalho_gerado,retrabalho_pendente,ocupacao_retrabalho,extensoes_horizonte,motivo_termino,confianca_media_final,incremento_base,fator_transferencia,arquivo,semente,cenario,violacoes,atraso_relativo,fracao_porta1,dC_soma,dC_N,dC_teto_N
True,215,108,0.6579808210931007,0.0,16.794583802543634,245.0,510.0,0.0,207.0,58.09857985334466,47,13,1,0,0.21666666666666667,0.23333333333333334,334.0,0.14817340036037643,0.1739478438722894,0.05028318503755579,0.07495637505146431,27,0,0,207,33,207,36,0,171,0.6268507180531939,0.4857196752206667,21,60,0,0,171,0,0.6268507180531939,nenhuma,58.098579853344646,0.0,64,0,terminal,0.25,7.5,3,j6043_1.sm,0,centralizada,0,1.9907407407407407,0.45,0,0,0
True,152,108,0.5418993502744253,0.0,8.0,291.0,367.0,199.0,62.0,49.24753649205545,54,6,8,0,0.1,0.23333333333333334,334.0,0.12850059505360012,0.14744771404807022,0.023952095808383235,0.07271718808626948,21,0,199,62,39,261,37,0,0,0.6268507180531939,0.4857196752206667,21,60,224,25,0,199,0.6268507180531939,nenhuma,49.24753649205545,0.0,51,0,terminal,0.9867228842822349,7.5,3,j6043_1.sm,0,adaptativa,0,1.4074074074074074,0.35,16.050659694141057,199,0
True,244,108,0.682992846053953,0.0,27.856110240540612,263.0,506.0,0.0,181.0,53.85695468621138,49,11,1,0,0.18333333333333332,0.2,334.0,0.13885777742411082,0.16124836732398617,0.08340152766628926,0.07269548371726145,29,0,0,181,31,181,13,2,168,0.6586427040007742,0.39362113220747674,20,60,0,0,168,0,0.6586427040007742,nenhuma,53.85695468621138,0.0,59,0,terminal,0.25,7.5,3,j6043_1.sm,1,centralizada,0,2.259259259259259,0.48333333333333334,0,0,0
True,169,108,0.5583719589602141,0.0,12.168222244515723,290.0,389.0,177.0,55.0,75.66822224451573,54,6,17,0,0.1,0.38333333333333336,334.0,0.18470610639492605,0.22655156360633452,0.036431803127292585,0.10861443055451694,22,0,177,55,38,232,25,0,0,0.6586427040007742,0.39362113220747674,20,60,207,30,0,177,0.6586427040007742,nenhuma,75.66822224451573,0.0,83,0,terminal,0.9666666666666667,7.5,3,j6043_1.sm,1,adaptativa,0,1.5648148148148149,0.36666666666666664,14.851032532306585,177,0
True,234,108,0.7696878651206864,1.7763568394002505e-15,29.805210092306034,230.0,534.0,0.0,82.0,77.78773422167602,43,17,3,0,0.2833333333333333,0.3333333333333333,334.0,0.18890250426886407,0.23289740784932939,0.08923715596498813,0.11212036532894601,26,0,0,82,34,82,0,7,82,0.7659648859265082,0.2570239140832174,6,60,0,0,82,0,0.7659648859265082,nenhuma,77.78773422167602,0.0,87,0,terminal,0.25,7.5,3,j6043_1.sm,2,centralizada,0,2.1666666666666665,0.43333333333333335,0,0,0
True,146,108,0.70740456259367,0.0,2.0,330.0,379.0,92.0,35.0,29.761316848751953,59,1,7,0,0.016666666666666666,0.13333333333333333,334.0,0.08181550778013702,0.08910573906811962,0.005988023952095809,0.05554958133932189,20,0,92,35,40,127,1,3,0,0.7659648859265082,0.2570239140832174,6,60,126,34,0,92,0.7659648859265082,nenhuma,29.761316848751953,0.0,33,0,terminal,0.8833213139514101,7.5,3,j6043_1.sm,2,adaptativa,0,1.3518518518518519,0.3333333333333333,8.532047290481566,92,0
True,210,108,0.6047345136403882,0.0,20.66108368992694,208.0,492.0,0.0,236.0,85.5801560890785,42,18,2,0,0.3,0.3333333333333333,334.0,0.2039661667672136,0.25622801224275,0.06185953200576928,0.10518958144267762,29,0,0,236,31,236,0,3,236,0.794910294566222,0.24332019624229823,4,60,0,0,236,0,0.794910294566222,nenhuma,85.5801560890785,0.0,93,0,terminal,0.25,7.5,3,j6043_1.sm,3,centralizada,0,1.9444444444444444,0.48333333333333334,0,0,0
True,181,108,0.49001898012392175,0.0,12.18268298746801,291.0,390.0,255.0,83.0,67.88753868548568,55,5,12,0,0.08333333333333333,0.2833333333333333,334.0,0.1689217309587048,0.20325610384875953,0.03647509876487428,0.08529790376867943,27,0,255,83,33,338,5,6,0,0.794910294566222,0.24332019624229823,4,60,333,78,0,255,0.794910294566222,nenhuma,67.88753868548568,0.0,73,0,terminal,0.8703692505830646,7.5,3,j6043_1.sm,3,adaptativa,0,1.6759259259259258,0.45,22.958265200484714,255,0
True,246,108,0.648847167919332,0.0,16.576406493911602,246.0,493.0,0.0,203.0,63.80912667140184,48,12,2,0,0.2,0.23333333333333334,334.0,0.16040136435610095,0.19104528943533486,0.049629959562609585,0.08398046881976672,24,0,0,203,36,203,9,0,194,0.7496468789669437,0.35303232464984247,10,60,0,0,194,0,0.7496468789669437,nenhuma,63.80912667140184,0.0,68,0,terminal,0.25,7.5,3,j6043_1.sm,4,centralizada,0,2.2777777777777777,0.4,0,0,0
True,177,108,0.6451721565403433,0.0,9.684526390284221,307.0,408.0,131.0,45.0,48.38934889541732,56,4,8,0,0.06666666666666667,0.2,334.0,0.1265447090385661,0.1448782901060399,0.02899558799486294,0.07651828573637126,28,0,131,45,32,176,0,0,0,0.7496468789669437,0.35303232464984247,10,60,176,45,0,131,0.7496468789669437,nenhuma,48.38934889541732,0.0,53,0,terminal,0.8700936006964203,7.5,3,j6043_1.sm,4,adaptativa,0,1.6388888888888888,0.4666666666666667,11.387106918628886,131,0
True,216,108,0.6961092524604897,1.7763568394002505e-15,23.44496382909944,216.0,524.0,0.0,137.0,91.75540175317742,43,17,2,0,0.2833333333333333,0.31666666666666665,334.0,0.2155120084803308,0.2747167717161001,0.07019450248233365,0.12189271779316077,31,0,0,137,29,137,4,0,133,0.6863255838987572,0.3910769205246226,16,60,0,0,133,0,0.6863255838987572,nenhuma,91.75540175317742,0.0,99,0,terminal,0.25,7.5,3,j6043_1.sm,5,centralizada,0,2.0,0.5166666666666667,0,0,0
True,165,108,0.5720010865181301,0.0,9.505333885697537,291.0,388.0,147.0,59.0,84.32038984719995,54,6,18,0,0.1,0.4,334.0,0.20156892155794673,0.25245625702754476,0.028459083490112384,0.1243076149696667,30,0,147,59,30,206,11,5,0,0.6863255838987572,0.3910769205246226,16,60,195,48,0,147,0.6863255838987572,nenhuma,84.32038984719995,0.0,92,0,terminal,0.9426791130561823,7.5,3,j6043_1.sm,5,adaptativa,0,1.5277777777777777,0.5,12.624396594937547,147,0
True,222,108,0.8207270707135174,0.0,24.2163343442852,249.0,521.0,0.0,49.0,64.80299187287318,47,13,3,0,0.21666666666666667,0.26666666666666666,334.0,0.16249374551716125,0.1940209337511173,0.07250399504277007,0.10208362705047039,19,0,0,49,41,49,1,3,48,0.7631789564580391,0.24360497938515846,7,60,0,0,48,0,0.7631789564580391,nenhuma,64.80299187287318,0.0,71,0,terminal,0.25,7.5,3,j6043_1.sm,6,centralizada,0,2.0555555555555554,0.31666666666666665,0,0,0
True,165,108,0.6585922740445413,0.0,4.5,301.0,400.0,94.0,48.0,65.35604677462022,55,5,13,0,0.08333333333333333,0.3,334.0,0.16365358006336744,0.19567678675035996,0.01347305389221557,0.10760746866964636,9,0,94,48,51,142,11,15,0,0.7631789564580391,0.24360497938515846,7,60,131,37,0,94,0.7631789564580391,nenhuma,65.35604677462024,0.0,72,0,terminal,0.9583333333333334,7.5,3,j6043_1.sm,6,adaptativa,0,1.5277777777777777,0.15,9.110853033440756,94,0
True,229,108,0.6161456689111466,0.0,18.68525536116723,250.0,484.0,0.0,250.0,51.528527458977926,47,13,0,0,0.21666666666666667,0.21666666666666667,334.0,0.13365684713036133,0.1542770283202932,0.05594387832684799,0.06559727070086435,32,0,0,250,28,250,36,1,214,0.5858494645010164,0.43100241340042456,25,60,0,0,214,0,0.5858494645010164,nenhuma,51.528527458977926,0.0,55,0,terminal,0.25,7.5,3,j6043_1.sm,7,centralizada,0,2.1203703703703702,0.5333333333333333,0,0,0
True,167,108,0.4959320416171348,0.0,8.613276179874164,305.0,356.0,241.0,77.0,43.840288841099095,56,4,6,0,0.06666666666666667,0.16666666666666666,334.0,0.11602862409290648,0.13125834982364998,0.02578825203555139,0.0610724830057617,29,0,241,77,31,318,47,1,0,0.5858494645010164,0.43100241340042456,25,60,271,30,0,241,0.5858494645010164,nenhuma,43.840288841099095,0.0,47,0,terminal,0.9983333333333334,7.5,3,j6043_1.sm,7,adaptativa,0,1.5462962962962963,0.48333333333333334,19.78126902094492,241,0
True,241,108,0.5678089347532351,0.0,31.812886578383512,213.0,514.0,0.0,305.0,86.23408234740072,41,19,1,0,0.31666666666666665,0.3333333333333333,334.0,0.2052048750203759,0.2581858752916189,0.09524816340833386,0.09526163898268553,49,0,0,305,11,305,32,4,273,0.5273323364698471,0.27249021043639565,33,60,0,0,273,0,0.5273323364698471,nenhuma,86.23408234740072,0.0,93,0,terminal,0.25,7.5,3,j6043_1.sm,8,centralizada,0,2.2314814814814814,0.8166666666666667,0,0,0
True,192,108,0.4874474205126435,0.0,4.5,316.0,397.0,245.0,86.0,86.44681681252743,56,4,18,0,0.06666666666666667,0.36666666666666664,334.0,0.20560701937974976,0.2588228048279264,0.01347305389221557,0.10614175785087032,40,0,245,86,20,331,28,6,0,0.5273323364698471,0.27249021043639565,33,60,303,58,0,245,0.5273323364698471,nenhuma,86.44681681252743,0.0,96,0,terminal,0.9425228140775811,7.5,3,j6043_1.sm,8,adaptativa,0,1.7777777777777777,0.6666666666666666,20.827394809058625,245,0
True,294,108,0.6273111863365703,0.0,16.0,260.0,472.0,0.0,235.0,45.41763622362469,49,11,1,0,0.18333333333333332,0.2,334.0,0.1197035453482611,0.13598094677731942,0.04790419161676647,0.06036226961873897,23,0,0,235,37,235,22,5,213,0.6872143627230507,0.3512385487549321,16,60,0,0,213,0,0.6872143627230507,nenhuma,45.41763622362469,0.0,48,0,terminal,0.25,7.5,3,j6043_1.sm,9,centralizada,0,2.7222222222222223,0.38333333333333336,0,0,0
True,147,108,0.5325172149961744,0.0,5.0,312.0,348.0,205.0,69.0,31.5,57,3,6,0,0.05,0.15,334.0,0.08618331053351573,0.09431137724550898,0.014970059880239521,0.04820198928844682,17,0,205,69,43,274,31,2,0,0.6872143627230507,0.3512385487549321,16,60,243,38,0,205,0.6872143627230507,nenhuma,31.5,0.0,33,0,terminal,0.9666666666666667,7.5,3,j6043_1.sm,9,adaptativa,0,1.3611111111111112,0.2833333333333333,17.89037277086337,205,0
True,255,108,0.5461004040594892,0.0,32.58406258435687,199.0,529.0,0.0,329.0,110.68633692198037,40,20,4,0,0.3333333333333333,0.4,334.0,0.2489087874570793,0.33139621832928257,0.0975570736058589,0.11426437299992107,39,0,0,329,21,329,37,4,292,0.5820371027673271,0.4175993861121362,26,60,0,0,292,0,0.5820371027673271,nenhuma,110.68633692198037,0.0,119,0,terminal,0.25,7.5,3,j6043_1.sm,10,centralizada,0,2.361111111111111,0.65,0,0,0
True,190,108,0.5214015676794204,0.0,6.877070029167223,303.0,390.0,217.0,71.0,69.98394208087312,54,6,13,0,0.1,0.31666666666666665,334.0,0.17323446501460968,0.20953276072117702,0.020590030027446776,0.09356342849577692,32,0,217,71,28,288,33,0,0,0.5820371027673271,0.4175993861121362,26,60,255,38,0,217,0.5820371027673271,nenhuma,69.98394208087312,0.0,74,0,terminal,0.9899999999999999,7.5,3,j6043_1.sm,10,adaptativa,0,1.7592592592592593,0.5333333333333333,17.80130367979776,217,0
True,275,108,0.7208748093870703,8.881784197001252e-16,13.5,243.0,498.0,0.0,120.0,72.8273024874161,46,14,4,0,0.23333333333333334,0.3,334.0,0.17901281954809015,0.21804581583058713,0.040419161676646706,0.10542041726664778,27,0,0,120,33,120,4,0,116,0.7131697048371954,0.48671389683598903,13,60,0,0,116,0,0.7131697048371954,nenhuma,72.82730248741612,0.0,80,0,terminal,0.25,7.5,3,j6043_1.sm,11,centralizada,0,2.5462962962962963,0.45,0,0,0
True,148,108,0.632520303180164,0.0,5.0,305.0,391.0,122.0,45.0,60.16197525066556,56,4,14,0,0.06666666666666667,0.3,334.0,0.15263262066922062,0.1801256744031903,0.014970059880239521,0.09732396630554604,20,0,122,45,40,167,4,0,0,0.7131697048371954,0.48671389683598903,13,60,163,41,0,122,0.7131697048371954,nenhuma,60.16197525066556,0.0,66,0,terminal,0.9313723745086268,7.5,3,j6043_1.sm,11,adaptativa,0,1.3703703703703705,0.3333333333333333,9.935210504431058,122,0
True,243,78,0.6899921734430631,0.0,41.36611771126955,236.0,506.0,0.0,150.0,77.34165150752146,46,14,4,0,0.23333333333333334,0.3,320.0,0.19464773253467343,0.24169266096100456,0.12926911784771736,0.10546469213705668,41,0,0,150,19,150,28,0,122,0.6268507180531939,0.4857196752206667,29,60,0,0,122,0,0.6268507180531939,nenhuma,77.34165150752145,0.0,84,0,terminal,0.25,7.5,3,j6046_1.sm,0,centralizada,0,3.1153846153846154,0.6833333333333333,0,0,0
True,187,78,0.5832418865129196,0.0,9.244634606527907,280.0,387.0,149.0,53.0,74.53259076399921,53,7,12,0,0.11666666666666667,0.31666666666666665,320.0,0.1889136474623537,0.23291434613749754,0.028889483145399707,0.11232694791702923,42,0,149,53,18,202,10,0,0,0.6268507180531939,0.4857196752206667,29,60,192,43,0,149,0.6268507180531939,nenhuma,74.53259076399918,0.0,84,0,terminal,0.9561703098492157,7.5,3,j6046_1.sm,0,adaptativa,0,2.3974358974358974,0.7,12.036800570588111,149,0
True,199,78,0.6872544578860728,0.0,30.362075065084486,238.0,507.0,0.0,158.0,72.71802304416072,47,13,3,0,0.21666666666666667,0.26666666666666666,320.0,0.18516599386115684,0.22724382201300225,0.09488148457838902,0.09857156904489471,42,0,0,158,18,158,29,0,129,0.6586427040007742,0.39362113220747674,26,60,0,0,129,0,0.6586427040007742,nenhuma,72.71802304416072,0.0,78,0,terminal,0.25,7.5,3,j6046_1.sm,1,centralizada,0,2.551282051282051,0.7,0,0,0
True,183,78,0.6063864119220002,0.0,9.244634606527907,290.0,404.0,123.0,38.0,101.241841929609,54,6,20,0,0.1,0.43333333333333335,320.0,0.24034137127936797,0.31638075603002813,0.028889483145399707,0.15195959718829186,36,0,123,38,24,161,22,1,0,0.6586427040007742,0.39362113220747674,26,60,139,16,0,123,0.6586427040007742,nenhuma,101.241841929609,0.0,112,0,terminal,0.9550000000000001,7.5,3,j6046_1.sm,1,adaptativa,0,2.3461538461538463,0.6,10.029340416980318,123,0
True,248,78,0.6704989514046911,0.0,49.84665254329468,181.0,507.0,0.0,133.0,116.15330782820507,39,21,2,0,0.35,0.38333333333333336,320.0,0.2663130274228169,0.36297908696314085,0.15577078919779588,0.15361079112622839,39,0,0,133,21,133,7,0,126,0.7659648859265082,0.2570239140832174,10,60,0,0,126,0,0.7659648859265082,nenhuma,116.15330782820506,0.0,127,0,terminal,0.25,7.5,3,j6046_1.sm,2,centralizada,0,3.1794871794871793,0.65,0,0,0
True,149,78,0.6171479110498156,0.0,10.552117546052036,301.0,392.0,103.0,57.0,83.1799835685714,57,3,15,0,0.05,0.3,320.0,0.20630980445095545,0.25993744865178564,0.03297536733141261,0.13095498239923933,36,0,103,57,24,160,6,1,0,0.7659648859265082,0.2570239140832174,10,60,154,51,0,103,0.7659648859265082,nenhuma,83.1799835685714,0.0,92,0,terminal,0.9046866287455124,7.5,3,j6046_1.sm,2,adaptativa,0,1.9102564102564104,0.6,9.729553354632486,103,0
True,284,78,0.660179919962505,1.7763568394002505e-15,43.457872049779745,191.0,524.0,0.0,148.0,121.72302027871525,39,21,6,0,0.35,0.45,320.0,0.2755641311197939,0.3803844383709852,0.1358058501555617,0.1533570492083905,47,0,0,148,13,148,7,1,141,0.794910294566222,0.24332019624229823,7,60,0,0,141,0,0.794910294566222,nenhuma,121.72302027871524,0.0,131,0,terminal,0.25,7.5,3,j6046_1.sm,3,centralizada,0,3.641025641025641,0.7833333333333333,0,0,0
True,150,78,0.5756446793802943,0.0,10.129485914988784,285.0,381.0,161.0,61.0,58.86662301849561,56,4,10,0,0.06666666666666667,0.23333333333333334,320.0,0.15537558455135236,0.18395819693279877,0.03165464348433995,0.08894031058709333,36,0,161,61,24,222,15,1,0,0.794910294566222,0.24332019624229823,7,60,207,46,0,161,0.794910294566222,nenhuma,58.86662301849561,0.0,63,0,terminal,0.9583333333333334,7.5,3,j6046_1.sm,3,adaptativa,0,1.9230769230769231,0.6,15.120514842114321,161,0
True,255,78,0.6425433272110669,0.0,27.752084177741907,228.0,522.0,0.0,200.0,90.3965776218075,44,16,4,0,0.26666666666666666,0.3333333333333333,320.0,0.22026640218503624,0.2824893050681484,0.08672526305544345,0.1112714899494438,45,0,0,200,15,200,7,0,193,0.7496468789669437,0.35303232464984247,14,60,0,0,193,0,0.7496468789669437,nenhuma,90.3965776218075,0.0,101,0,terminal,0.25,7.5,3,j6046_1.sm,4,centralizada,0,3.269230769230769,0.75,0,0,0
True,175,78,0.5533340941557686,0.0,7.002832090238218,292.0,414.0,166.0,59.0,109.19174233542758,55,5,21,0,0.08333333333333333,0.43333333333333335,320.0,0.2544124957793121,0.3412241947982112,0.02188385028199443,0.14594085467261814,40,0,166,59,20,225,16,0,0,0.7496468789669437,0.35303232464984247,14,60,209,43,0,166,0.7496468789669437,nenhuma,109.19174233542755,0.0,120,0,terminal,0.9166666666666666,7.5,3,j6046_1.sm,4,adaptativa,0,2.2435897435897436,0.6666666666666666,14.45413594953025,166,0
True,195,78,0.67453747260012,7.105427357601002e-15,36.17716734167667,198.0,525.0,0.0,147.0,106.31109660416308,39,21,2,0,0.35,0.38333333333333336,320.0,0.24937445318922744,0.33222217688800965,0.1130536479427396,0.1365920350718464,44,0,0,147,16,147,25,0,122,0.6863255838987572,0.3910769205246226,23,60,0,0,122,0,0.6863255838987572,nenhuma,106.31109660416308,0.0,113,0,terminal,0.25,7.5,3,j6046_1.sm,5,centralizada,0,2.5,0.7333333333333333,0,0,0
True,161,78,0.6104557875875383,0.0,4.689244752573052,288.0,388.0,105.0,50.0,92.59066502315947,54,6,18,0,0.1,0.4,320.0,0.22441289363142083,0.28934582819737337,0.014653889851790789,0.14567656530919265,34,0,105,50,26,155,29,2,0,0.6863255838987572,0.3910769205246226,23,60,126,21,0,105,0.6863255838987572,nenhuma,92.59066502315947,0.0,101,0,terminal,0.96,7.5,3,j6046_1.sm,5,adaptativa,0,2.0641025641025643,0.5666666666666667,9.04091079858352,105,0
True,260,78,0.6827260061557544,0.0,33.244339042950585,172.0,524.0,0.0,121.0,122.5114105444765,34,26,3,0,0.43333333333333335,0.48333333333333334,320.0,0.27685480560543185,0.3828481579514891,0.10388855950922057,0.15962161456018784,33,0,0,121,27,121,9,1,112,0.7631789564580391,0.24360497938515846,11,60,0,0,112,0,0.7631789564580391,nenhuma,122.5114105444765,0.0,134,0,terminal,0.25,7.5,3,j6046_1.sm,6,centralizada,0,3.3333333333333335,0.55,0,0,0
True,158,78,0.6312458225385874,0.0,7.604954414221014,291.0,397.0,113.0,38.0,80.91505309840184,56,4,17,0,0.06666666666666667,0.35,320.0,0.2018259291415077,0.25285954093250573,0.02376548254444067,0.12865815931701297,29,0,113,38,31,151,8,0,0,0.7631789564580391,0.24360497938515846,11,60,143,30,0,113,0.7631789564580391,nenhuma,80.91505309840184,0.0,88,0,terminal,0.9366666666666666,7.5,3,j6046_1.sm,6,adaptativa,0,2.0256410256410255,0.48333333333333334,11.094719969720686,113,0
True,256,78,0.6074588299666059,0.0,48.87889849162799,210.0,507.0,0.0,219.0,108.6244634025181,38,22,3,0,0.36666666666666664,0.4166666666666667,320.0,0.2534257203619049,0.3394514481328691,0.15274655778633747,0.13014771093539262,47,0,0,219,13,219,36,0,183,0.5858494645010164,0.43100241340042456,33,60,0,0,183,0,0.5858494645010164,nenhuma,108.62446340251807,0.0,119,0,terminal,0.25,7.5,3,j6046_1.sm,7,centralizada,0,3.282051282051282,0.7833333333333333,0,0,0
True,179,78,0.4645462163020498,0.0,9.244634606527907,287.0,367.0,237.0,86.0,100.0182740082316,54,6,16,0,0.1,0.36666666666666664,320.0,0.2381283867812652,0.31255710627572375,0.028889483145399707,0.12660248161194998,45,0,237,86,15,323,31,0,0,0.5858494645010164,0.43100241340042456,33,60,292,55,0,237,0.5858494645010164,nenhuma,100.01827400823161,0.0,108,0,terminal,0.9593965000232966,7.5,3,j6046_1.sm,7,adaptativa,0,2.2948717948717947,0.75,19.334586041953834,237,0
True,195,78,0.6335350613518687,0.0,28.00695887655889,226.0,524.0,0.0,215.0,88.1049732936054,42,18,3,0,0.3,0.35,320.0,0.21588801670941538,0.2753280415425169,0.08752174648924653,0.10652211767360505,50,0,0,215,10,215,28,0,187,0.5273323364698471,0.27249021043639565,39,60,0,0,187,0,0.5273323364698471,nenhuma,88.10497329360538,0.0,99,0,terminal,0.25,7.5,3,j6046_1.sm,8,centralizada,0,2.5,0.8333333333333334,0,0,0
True,186,78,0.48284205007098663,0.0,7.086216684494362,276.0,405.0,236.0,84.0,113.78361451836598,53,7,20,0,0.11666666666666667,0.45,320.0,0.262305008096493,0.3555737953698937,0.02214442713904488,0.13565312024329557,51,0,236,84,9,320,33,0,0,0.5273323364698471,0.27249021043639565,39,60,287,51,0,236,0.5273323364698471,nenhuma,113.78361451836598,0.0,125,0,terminal,0.9366666666666665,7.5,3,j6046_1.sm,8,adaptativa,0,2.3846153846153846,0.85,19.946181704411774,236,0
True,272,78,0.6940482265732727,0.0,33.89568674552299,200.0,511.0,0.0,143.0,82.26007593587919,42,18,0,0,0.3,0.3,320.0,0.20449475564905814,0.2570627372996225,0.10592402107975933,0.1117269272428174,40,0,0,143,20,143,24,0,119,0.6872143627230507,0.3512385487549321,23,60,0,0,119,0,0.6872143627230507,nenhuma,82.2600759358792,0.0,91,0,terminal,0.25,7.5,3,j6046_1.sm,9,centralizada,0,3.4871794871794872,0.6666666666666666,0,0,0
True,158,78,0.5878860244912673,0.0,8.13058880628062,278.0,397.0,137.0,68.0,73.30096559711156,53,7,12,0,0.11666666666666667,0.31666666666666665,320.0,0.18637372396435806,0.22906551749097362,0.02540809001962694,0.10854562533062233,42,0,137,68,18,205,19,2,0,0.6872143627230507,0.3512385487549321,23,60,186,49,0,137,0.6872143627230507,nenhuma,73.30096559711153,0.0,79,0,terminal,0.9116666666666666,7.5,3,j6046_1.sm,9,adaptativa,0,2.0256410256410255,0.7,11.963011589101836,137,0
True,231,78,0.6139156324390129,0.0,29.514787991453016,205.0,528.0,0.0,223.0,109.05303025485695,39,21,2,0,0.35,0.38333333333333336,320.0,0.2541714486670321,0.340790719546428,0.09223371247329068,0.12679803037557066,46,0,0,223,14,223,43,0,180,0.5820371027673271,0.4175993861121362,34,60,0,0,180,0,0.5820371027673271,nenhuma,109.05303025485695,0.0,116,0,terminal,0.25,7.5,3,j6046_1.sm,10,centralizada,0,2.9615384615384617,0.7666666666666667,0,0,0
True,175,78,0.5506033472887577,0.0,12.137325940690884,281.0,412.0,166.0,62.0,108.2700605231361,55,5,16,0,0.08333333333333333,0.35,320.0,0.25280791375162476,0.3383439391348003,0.03792914356465901,0.14469382945435708,45,0,166,62,15,228,14,3,0,0.5820371027673271,0.4175993861121362,34,60,214,48,0,166,0.5820371027673271,nenhuma,108.2700605231361,0.0,120,0,terminal,0.9414200704245218,7.5,3,j6046_1.sm,10,adaptativa,0,2.2435897435897436,0.75,13.600062198451091,166,0
True,255,78,0.675825030739898,4.440892098500626e-16,38.38292164051775,183.0,521.0,0.0,120.0,129.90959390717683,35,25,5,0,0.4166666666666667,0.5,320.0,0.2887459962322545,0.4059674809599276,0.11994663012661796,0.16851469346588374,39,0,0,120,21,120,6,12,114,0.7131697048371954,0.48671389683598903,17,60,0,0,114,0,0.7131697048371954,nenhuma,129.90959390717686,0.0,142,0,terminal,0.25,7.5,3,j6046_1.sm,11,centralizada,0,3.269230769230769,0.65,0,0,0
True,162,78,0.6465994164462407,0.0,8.5,285.0,404.0,83.0,41.0,96.8072449870347,54,6,17,0,0.1,0.38333333333333336,320.0,0.23225902656765482,0.3025226405844834,0.0265625,0.1549393765257052,37,0,83,41,23,124,1,0,0,0.7131697048371954,0.48671389683598903,17,60,123,40,0,83,0.7131697048371954,nenhuma,96.80724498703471,0.0,106,0,terminal,0.9099018491360783,7.5,3,j6046_1.sm,11,adaptativa,0,2.076923076923077,0.6166666666666667,7.080171186899813,83,0
True,183,84,0.6995084114337086,0.0,30.012777290543937,285.0,620.0,0.0,188.0,78.33673286251336,44,16,4,0,0.26666666666666666,0.3333333333333333,382.0,0.17017267419741153,0.20506998131548,0.07856747981817784,0.08838258638961856,38,0,0,188,22,188,3,21,185,0.6268507180531939,0.4857196752206667,18,60,0,0,185,0,0.6268507180531939,nenhuma,78.33673286251336,0.0,88,0,terminal,0.25,7.5,3,j604_1.sm,0,centralizada,0,2.1785714285714284,0.6333333333333333,0,0,0
True,135,84,0.661120728681637,0.0,7.729653990298167,361.0,467.0,133.0,64.0,42.3762785524217,57,3,6,0,0.05,0.15,382.0,0.09985543654082236,0.11093266636759608,0.020234696309681065,0.059991083844524756,30,0,133,64,30,197,11,10,0,0.6268507180531939,0.4857196752206667,18,60,186,53,0,133,0.6268507180531939,nenhuma,42.3762785524217,0.0,46,0,terminal,0.9030854787993747,7.5,3,j604_1.sm,0,adaptativa,0,1.6071428571428572,0.5,10.697646993281358,133,0
True,244,84,0.77045484425929,0.0,33.024272863303494,295.0,651.0,0.0,97.0,96.95542451403097,45,15,5,0,0.25,0.3333333333333333,382.0,0.2024309978583209,0.253810011816835,0.08645097608194632,0.11474620045169137,29,0,0,97,31,97,14,9,83,0.6586427040007742,0.39362113220747674,16,60,0,0,83,0,0.6586427040007742,nenhuma,96.95542451403097,0.0,108,0,terminal,0.25,7.5,3,j604_1.sm,1,centralizada,0,2.9047619047619047,0.48333333333333334,0,0,0
True,134,84,0.7045128119813713,0.0,12.0,332.0,469.0,77.0,48.0,71.70826253817128,52,8,13,0,0.13333333333333333,0.35,382.0,0.1580492762838727,0.1877179647596107,0.031413612565445025,0.10771724879118437,27,0,77,48,33,125,13,24,0,0.6586427040007742,0.39362113220747674,16,60,112,35,0,77,0.6586427040007742,nenhuma,71.70826253817128,0.0,77,0,terminal,0.93,7.5,3,j604_1.sm,1,adaptativa,0,1.5952380952380953,0.45,6.3439650214673735,77,0
True,252,84,0.675992413205419,9.769962616701378e-15,59.86919804589656,230.0,672.0,0.0,173.0,149.09399702211473,38,22,5,0,0.36666666666666664,0.45,382.0,0.28072996090729013,0.3902984215238606,0.15672564933480776,0.14997977803782872,48,0,0,173,12,173,8,51,165,0.7659648859265082,0.2570239140832174,7,60,0,0,165,0,0.7659648859265082,nenhuma,149.09399702211476,0.0,161,0,terminal,0.25,7.5,3,j604_1.sm,2,centralizada,0,3.0,0.8,0,0,0
